review_id,text
612,Điện thoại Nokia 105 4G Pro - Đơn hàng của tui có phải huỷ rồi ko
613,"Điện thoại Nokia 105 4G Pro - Mới mua 27/09/25 qua 29/09/25 nghe tiếng ko thấy hình. Gửi BH nói bị vô nước. Thực tế chỉ sạc chưa xài luôn. Giờ báo giá sửa. Vãi Nokia, TGDĐ"
614,"Điện thoại Nokia 105 4G Pro - Nhận cuộc gọi chỉ hiển thị số, không hiển thị tên đã lưu trong danh bạ. Xin hướng dẫn khắc phục"
615,"Điện thoại Nokia 105 4G Pro - Điện thoại pin tụt rất nhanh, sáng sạc đầy cả ngày để đó nghe 1 2 cuộc điện thoại, đến chiều pin nó cạn tắt nguồn luôn, mới mua được mấy ngày thấy thất vọng"
616,Điện thoại Nokia 105 4G Pro - Rất tốt
617,Điện thoại Nokia 105 4G Pro - Máy mua 12 tháng đầu dùng ổn.qua tháng thứ 3 hỏng củ sạc.pin nhanh hết.sóng kém.mất sóng không nhận được cuộc gọi cũng như không gọi đi được.
618,Điện thoại Nokia 105 4G Pro - Ok xài rất tốt đâu có bị gì
619,"Điện thoại Nokia 105 4G Pro - Đt thoại mua 680k mà như mắm , đóg cái hãg Nokia luôn đi cho rồi.Làm cứ đâm đầu dùg Nokia k còn như xưa nữa đâu."
620,"Điện thoại Nokia 105 4G Pro - Khi sử dụng mở khoá bàn phím lúc được lúc không, làm sao để xoá chức năng mở khoá."
621,"Điện thoại Nokia 105 4G Pro - Điện thoại gọi nói được khoảng hơn một phút thì sóng chập chờn rồi mất tín hiệu. Còn hết pin thì sạc máy không nhận pin, màn hình đen thui. Máy tệ quá. Uổng công và phí tiền."
622,Điện thoại Nokia 105 4G Pro - Đt dùng chưa được 3 tháng cục sạc đã hư
623,Điện thoại Nokia 105 4G Pro - Mình vừa mua điện thoại vào 25/11/2024 nhưng hiện tại muốn đổi qua máy HDM 105 có được không
624,"Điện thoại Nokia 105 4G Pro - Mua được 1 tuần xì sạc pin không vô, tự nhiên tắt nguồn, hoặc có sóng nhưng người khác gọi đến thuê bao. Mang ra đổi cho cái mới về y chang như vậy. Chán ko thèm đổi nữa. Nói cũng rất tệ, ko nên mua ạ. giống đồ chơi hơn là đt"
625,Điện thoại Nokia 105 4G Pro - Máy đểu. Gọi điện có tiếng réo lên gớm bỏ mẹ. Mua phí tiền.
626,Điện thoại Nokia 105 4G Pro - Máy mua dùng được hơn 1 tháng ok sau đó ko nhận sim vẫn báo có cột sóng . Cuộc gọi cả 2 chiều ko thực hiện được . Mong sớm nhận được phản hồi
627,Điện thoại Nokia 105 4G Pro - Làm sao tắt được âm thanh bàn phím vậy
628,"Điện thoại Nokia 105 4G Pro - Không nghe không gọi,để từ 9 giờ sáng hôm nay đến 8 giờ sáng hôm sau hết sạch pin, đổi máy khác vẫn như vậy nokia giờ quá chán, không lên mua"
629,"Điện thoại Nokia 105 4G Pro - Mình dùng 2 sim nhưng khi gọi chỉ có sim 1 gọi được, sim 2 thì báo dùng đth 2G. Có cách nào khắc phục k ạ"
630,"Điện thoại vivo Y19s Pro 8GB/128GB - Máy đẹp màn hình sáng, loa to, sạc pin nhanh xài lâuNói chung lớn rồi xài tầm này ok"
631,Điện thoại vivo Y19s Pro 8GB/128GB - Quá tệ hại luôn. Ko bao giờ mua ở TDGD 550 hoặc ở TDGD ở chỗ khác nữa.
632,"Điện thoại vivo Y19s Pro 8GB/128GB - Trải nghiệm sau 1 tuần thấy hối hận khi chọn vivo, Đuợc cái mã đẹp lỗi tùm lum hết vân tay lúc mở được lúc không. 4G bị lỗi bật lên hiện lên rồi tắt chớp tắt miết. Đèn sạc ở sau camera lúc sáng lúc không khởi động lại cũng k đuợc. Màn hình có lúc mở lên nó k sáng hẳn 100 mà sáng kiểu 20 khóa mở lại mới hết. Samsung sài lâu nó lag thiệt nhưng vẫn là chân ái"
633,"Điện thoại Mobell M331 4G - Máy nhanh hết pin, sạc lại không vô pin, máy mới mua chưa được 1 tuần."
634,Điện thoại Mobell M331 4G - Bán hàng tồi sóng k nghe gọi được hỏi thì đổ lổi nhà mạng ra nhà mạng hỏi thì xim bình thường mới mua 1 ngày không phải lổi người dùng đổi lại mất 110 ngàn ngày làm ăn càng tệ
635,Điện thoại Mobell M331 4G - Mới mua ngày 04/06/2025 dùng đến nay máy sập nguồn không mở máy lên được.
636,Điện thoại Mobell M331 4G - Giá cũng bằng siêu thị khác . Mà củ sạc Kèm theo máy lại không có . KHÁCH LẠI PHẢI MẤT KHOÀN PHÍ MUA THÊM CỦ SẠC MÀ SIÊU THỊ CŨNG KHÔNG HỖ TRỢ . Nếu sản phẩm bị mất sạc thì Siêu thị cũng nên hỗ trợ khách 1 khoản mua sạc. Chứ sao lại bán bằng giá siêu thị khác bán đầy đủ sạc . Phụ kiện. Siêu thị làm việc ngày chán. Chứ ra mua sạc bằng nửa giá sản phẩm . Tệ.
637,Điện thoại Mobell M331 4G - Máy mới mua chưa đầy tháng mà nhanh hết pin quá không dùng cũng hết. Muốn đổi máy khác có được không
638,Điện thoại Mobell M331 4G - Sao m mua 2 cái mà bên m thì nghe được còn cái dt đó nói gì chả nghe được là sao ạ
639,"Điện thoại Mobell M331 4G - Điện thoại báo 4 cuc pin nhưng chưa chắc đã đầy, mọi người phải vào cài đặt 3 cài đặt điện thoại  6. quản lý nguồn mới thấy được pin dc bao nhiêu % rồi."
640,"Điện thoại Mobell M331 4G - Mình thấy dt xài ổn, đáp ứng tiêu chí cơ bản là nghe gọi. Nghe mọi người nói 1 ngày hết pin, có thể do mọi người chưa tắt GPS và kết nối bluetooth đi, nên hao pin. Mình xài 4 5 ngày mới phải sạc lại."
641,Điện thoại Mobell M331 4G - Cho mình hỏi là mình muốn đối qua hãng khác trong vòng chưa tới 1 tháng đầu thì mất bao nhiêu phần trăm cước phí ạ.
642,Điện thoại Mobell M331 4G - Mua dc một ngày đêm vo đoi mặt 20tram sac 9 tiếng mà cũng ko day that la thất vọng
643,Điện thoại Mobell M331 4G - Con này pin rất kém mới mua dc hơn chục ngày dùng pin nhanh hết thật
644,Điện thoại Mobell M331 4G - Mình muốn đặt hàng thì thế nào
645,Điện thoại Mobell M331 4G - Sản phẩm xài tốt nghe rõ
646,Điện thoại Mobell M331 4G - sắp tới tháng 9 này bị cắt sóng 2G thì có dùng được máy này k ạ
647,Điện thoại Mobell M331 4G - Màn hình đẹp chữ to rõ
648,"Điện thoại Mobell M331 4G - Lúc nghe cuộc gọi thì mình nói bên kia nghe, còn bên kia nói mình không nghe được gì cả"
649,Điện thoại Mobell M331 4G - Mua về để cài báo thức mà trở thành báo hại vì máy sập nguồn liên tục. Muốn Shop đổi máy của thương hiệu khác.
650,"Điện thoại Mobell M331 4G - Hôm nay tôi vừa mua 1 chiếc màu đỏ, cài nhạc mp3 vào máy nghe rất hay, loa to rõ, gọi nghe cũng tốt, sóng khoẻ.Máy cũng xem được phim nhưng chỉ có định dạng 3gp thôi."
651,Điện thoại Mobell M331 4G - Ok
652,Điện thoại Mobell M331 4G - Mở đèn pin ở chổ nào vậy ạ e kiếm ko thấy
653,"Điện thoại Xiaomi Redmi A5 3GB/64GB - Máy quá chậm, ráng thêm tí tiền mua hẳn còn ram 68g còn hơn."
654,Điện thoại Xiaomi Redmi A5 3GB/64GB - Máy còn hơi chậm
655,"Điện thoại Xiaomi Redmi A5 3GB/64GB - Bị trộm mất con realme c60 nên đổi sang con này, dùng tạm ổn nhưng bị cắt giảm chức năng khá nhiều, đôi lúc cần chụp màn hình hoặc tắt màn hình hoặc tắt nguồn toàn phải dùng phím cứng"
656,"Điện thoại Masstel IZI T6 4G - Mua được thời gian giờ gọi đi k nghe được gì ngoài tiếng rú,ồn ào"
657,Điện thoại Masstel IZI T6 4G - Xài gần 2 tháng mới đầu 1 tuần mới hết pin bây giờ 2 ngày hết pin rồi..bảo hành đổi trả được không ad
658,"Điện thoại Masstel IZI T6 4G - Gọi nhiều khi không nghe được, mất sóng tự kết thúc cuộc gọi. Loa to nhưng nghe ồm ồm khó nghe"
659,Điện thoại Masstel IZI T6 4G - Giá mình mua xem ở siêu thị khác vẫn có kèm phụ kiện sạc kèm theo. Nhưng siêu thị bên này giá này họ cắt sạc kèm theo máy . Sạc quan trọng đi kèm theo máy bàn phím nhất mà cũng cắt.  . Siêu thị tiết kiệm gì mà túi bán hàng đựng sp cũng không có nổi .
660,"Điện thoại Masstel IZI T6 4G - Điện thoại rất nhanh hết pin, có khi ngày sạc 2 lần, sập nguồn liên tục, bật k lên phải tháo pin ra lắp lại, gọi cho ng khác thường xuyên bị tình trạng k nghe đc bên kia nói gì hoặc ngược lại"
661,Điện thoại Masstel IZI T6 4G - Chưa có sản phẩm nào tệ như sản phẩm này sau khi bảo hành sập nguồn .điện thoại luôn hiển thị tai nghe sau đó sập nguồn thì nay tiếp tục màn chảy mực
662,Điện thoại Masstel IZI T6 4G - Sản phẩm ổn.
663,Điện thoại Masstel IZI T6 4G - Điện thoại đang sáng không sử dụng thì mình tắt nút nào vậy ạ
664,"Điện thoại Masstel IZI T6 4G - Có pin thay thế không, giá nhiêu"
665,Điện thoại Masstel IZI T6 4G - Khôi phục lại cài đặt gốc máy vẫn báo cắm tai nghe ko hiểu tại sao
666,Điện thoại Masstel IZI T6 4G - điện thoại loa thoại nghe rè không nghe rõ
667,"Điện thoại Masstel IZI T6 4G - Điện thoại mình mua dùng được khoảng 4 tháng, giờ cứ dùng được 1 hoặc 2 hôm lại bị mất sóng. Khởi động lại thì lại có sóng, rồi lại lặp lại như trên, chán."
668,"Điện thoại Masstel IZI T6 4G - Máy dùng rất tốt màn hình sáng pin trâu, loa to, Nếu ai sợ người ngoài nghe thấy cuộc nói chuyện của mình có thể chỉnh âm lượng mặc định nhỏ xuống. Có tùy chỉnh báo thức lặp lại theo ngày trong tuần mong muốn. Hàng masstel là hàng chuẩn, đừng mua hàng trôi nổi trên mạng ."
669,Điện thoại Masstel IZI T6 4G - Rất ok ạ
670,Điện thoại Masstel IZI T6 4G - E Mới mua 1 tuần bị rơi xuống nước giờ hỏng loa tgdd có hỗ trợ thu mua lại để mua máy mới ko ạ
671,Điện thoại Masstel IZI T6 4G - Mới mua về được mấy ngày thì liệt phím
672,Điện thoại Masstel IZI T6 4G - Máy dùng oke nhé
673,"Điện thoại Masstel IZI T6 4G - Loa khá to, hợp người lớn tuổi. Khuyết điểm là do loa sau nên dù chế độ cầm tay thì người ngồi gần đó vẫn nghe được"
674,Điện thoại Masstel IZI T6 4G - Pin lau het.nghe goi ro va lon.tuyet voi.ngon bo re
675,"Điện thoại Masstel IZI T6 4G - Mới vừa mua buổi tối, đem về bị lỗi sim sóng, sáng đem ra nhờ nhập trả lại, tính thêm tiền mua model khác tốt hơn, nhưng lỗ đến 20% 100k, quy định nếu sản phẩm lỗi trong 24h nhập trả chỉ lỗ 10%, ko có bao nhiêu tiền nhưng lỗ 20% là quá thiệt thòi cho khách hàng"
676,Điện thoại vivo Y39 5G 8GB/128GB - Rất là tuyệt vời nhất
677,Điện thoại vivo Y39 5G 8GB/128GB - Sài 3thang theo mình thấy trong phân khúc 7tr vivo ăn đứt xiaomi samsung
678,"Điện thoại vivo Y39 5G 8GB/128GB - Em mới mua được 3 ngày, em muốn đổi sang hãng khác nhưng giá cao hơn này chút, cụ thể là xiaomi redmi note 14pro 5G, đổi được ko ạ và đổi có chịu thêm phí gì ko ạ"
679,Điện thoại vivo Y39 5G 8GB/128GB - Mình mới mua 1 ngày muốn đổi sang đt có bộ nhớ 256g có được ko . Phải chịu phí bảo nhieu phần trăm
680,Điện thoại vivo Y39 5G 8GB/128GB - Mình mới mua 1 ngày. Giờ muốn đổi sang hãng khác đc ko ạ
681,Điện thoại vivo Y39 5G 8GB/128GB - Vivo này Sài sau 2 tháng này tốt độ bền bỉ lên cao quá lít chống nước
682,Điện thoại vivo Y39 5G 8GB/128GB - Em mới mua đt được mấy ngày giờ muốn đuổi hãng khác nhưng cùng giá với đt này có được ko ạ có tốn tiền thêm ko ạ
683,"Điện thoại vivo Y39 5G 8GB/128GB - Bắt wifi 5g hơi yếu, chơi game lâu lâu bị tự kéo cảm ứng hướng xuống, chơi game mát máy, pin xuống chậm ok.Pin xài ko chơi game thì đc rất lâu.Mới trải nghiệm đc 1 tuần."
684,Điện thoại Mobell F209 - Dạ cho mình hỏi đèn pin máy này bật sao ạ
685,"Điện thoại Mobell F209 - Loa thoại nghe xíu xíu không nghe nổi nếu bật rảnh tay thì nghe tạm được nói chung khó sử dụng cho người già, trót mua ngại đổi nên dùng tạm."
686,Điện thoại Mobell F209 - Đã được hỗ trợ đổi máy do lỗi loa thoại và loa ngoài. Nhận máy mới loa ngoài vẫn không nghe được
687,"Điện thoại Mobell F209 - Rất tệ, nhân viên thiếu chuyên nghiệpTổng đài trả lời toàn lý thuyếtSử dụng máy quá tệKHÔNG NÊN MUA"
688,Điện thoại Mobell F209 - Mua về chỉ thấy rung không thấy chuông đâu cả
689,"Điện thoại Mobell F209 - Cài đặt âm thanh không có chuông khi gọi đến,chỉ có chế độ rung,mặc dù đã vào phần cấu hình chọn các loại chuông nhưng đều ko có tiếng"
690,Điện thoại Mobell F209 - Lỗi sạc pin không ngắt
691,Điện thoại Mobell F209 - Quá ok
692,"Điện thoại Mobell F209 - Mình xin nhận xét về sp f209 này như sau.về phần loa thoại có vẽ như không được trong cho lắm.nói chuyện phải hét thật to lên, thì mới thông tín hiệu cho cả 2 bên cùng nghe, về phần tin nhắn,thì khi tin rác hay tin nhắn của bạn bè gửi đến máy phản hồi và nhận ký tự đầy đủ, không giống như kiểu máy khác như nokia hay mobell f309 hoặc thương hiệu masstel.mỗi lần tin nhắn rác hay quảng cáo gửi đến là máy cho phản hồi,chia ra từng cụm.mặc dù có 1 nội dung.mà tin nhắn gửi về chia làm 5 hoặc 6 lần,đứt khúc và đứt đoạn như vậy,mỗi lần mớ lên xem tin nhắn là ko biết đọc từ đâu trở lên.rất bất tiện.riêng mình,mình thấy em mobell f209 này vẫn ngon hơn so với mấy em khác."
693,Điện thoại Mobell F209 - Ko có sạc đi kèm phải mua sạc ngoài
694,Điện thoại Mobell F209 - Dt dùng cho người lớn tuổi OK
695,Điện thoại Mobell F209 - gọi lúc dc lúc k
696,Điện thoại Mobell F209 - tro giup tat đọc thời gian khi trẵn giờ vi du 20 h khong phut
697,Điện thoại Mobell F209 - May này sử dụng cho người lớn tuổi rất phù hợp chữ to. Nghe gọi lớn. Nói chung OK
698,"Điện thoại Mobell F209 - Cảm ứng dùng bị chạm nút menu, lướt mạng thì yếu.hay bị lắc"
699,Điện thoại Mobell F209 - Hài lòng có mua gì sẽ ủng hộ
700,Điện thoại Mobell F209 - Ok
701,Điện thoại Mobell F209 - Sp ok
702,"Điện thoại Mobell F209 - Mình mới mua máy này thấy thiết kế chắc chắn nghe gọi rõ ràng, pin 1500 dùng cũng lâu. Nhân viên bán hàng và chăm sóc khách hàng của Thế Giới Di Động rất nhiệt tình và chu đáo Xin cảm ơn"
703,Điện thoại Mobell F209 - Loa ngoài to điểm trù duy nhất là pin kém không sử dụng 1 ngày phải sạc pin 1 lần
704,"Điện thoại Nokia HMD 105 4G - Pin để không sử dụng cũng xuống nhanh, chất lượng không như những máy Nokia lúc trước nữa"
705,"Điện thoại Nokia HMD 105 4G - Gọi thoại rất chán, đang gọi tự tắt, chỗ mà kém kém 1 tí là đang thoại 4g lạc về 2g là mất cuộc gọi luôn"
706,"Điện thoại Nokia HMD 105 4G - Xài cũng được, bé nhỏ đặt pass rồi quên mật khẩu, có mở khóa được ko ạ"
707,"Điện thoại Nokia HMD 105 4G - Điện thoại sạc đầy,không sài tới chiều vẫn hết pin ạ"
708,"Điện thoại Nokia HMD 105 4G - hi shop, dt em mới mua về nhưng cuộc gọi đến hiện tên người gọi chỉ 1 2 giây, đến giây tiếp theo là chỉ còn số điện thoại thôi. Đó là bị lỗi hay sao vậy ạ Nếu lỗi vậy em có được đổi sản phẩm k"
709,Điện thoại Nokia HMD 105 4G - Sao mình vào cloud phone. Chi đk 1 lần duy nhất. Còn mấy lần sau nó báo mất kết nối 08 là sao ạ
710,"Điện thoại Nokia HMD 105 4G - Máy tụt pin rất nhanh, để chế độ tiết kiệm pin ko dùng chỉ cần để qua đêm ngày hôm sau tụt khoảng 1/4. Ko nghĩ là con đt này tụt pin nhanh hơn cả smartphone"
711,Điện thoại Nokia HMD 105 4G - Xin cho hỏi TGDD có thay màn hình Nokia HMD 105 4G không
712,"Điện thoại Nokia HMD 105 4G - Mua cho ông ba xai, moi thư cung đươc, nhưng phim radio ngoai man hinh chinh không bo đi hay đôi qua chưc năng khac đươc. lơ bâm vô rôi chơ tăt đi cung rât bât tiên, radio cug không con nghe đươc kênh nao, đây la khuyêt điêm lơn nhât cua model nay."
713,"Điện thoại Nokia HMD 105 4G - Mình cũng đang dùng nokia HMD,nhìn chung máy cũng dễ xài,pin cũng tạm được,làm máy phụ cũng ok phết."
714,"Điện thoại Nokia HMD 105 4G - Chưa bao giờ thất vọng về đmx như bây giờ, mua máy về cho cha sài, sạc đầy nghe chưa đc 5 phút cuộc gọi, k sài bấm gì hết nhưng 1 ngày đã hết pin, ra đổi thì nhân viên bảo máy nào cũng vậy, trong khi tui sài cảm ứng bật wifi 3g suốt nếu k lướt web thì 1 ngày cũng k hết đc 50% pin. Chắc từ bỏ điện máy xanh từ đây"
715,Điện thoại Nokia HMD 105 4G - Pin trâu nha mọi người.
716,"Điện thoại Nokia HMD 105 4G - Chỉ được ngoại hình đẹpChức năng Chuyển tiếp Tin nhắn Không cóDanh sách tin nhắn khó tìm, không lọc từng tin nhắn trong 1 liên hệ, danh sách các tin nhắn trong 1 liên hệ không được tách riêng ra như 230Pin trâuKhông biết kích hoạt máy kiểu gì mà nạp tiền vô là bị trừ bay hết, trong khi chỉ đăng kí funring"
717,Điện thoại Nokia HMD 105 4G - mới xài đc mấy ngày điện giờ hết đc người khác điện đc mình điện lại ko đc
718,"Điện thoại Nokia HMD 105 4G - Pin trâu . Khui hộp , lắp 1 sim vào, chỉnh âm lượng chuông 6/9 , để 1 tuần rồi mà chưa hết pin , trong khi pin có sẵn theo máy chỉ mức 50% . hiện tại còn 25% pin sau 1 tuần . Tôi thấy pin này trâu không gì máy 2g trước kia. Chức năng cũng dễ sử dụng"
719,Điện thoại Nokia HMD 105 4G - Cho hỏi TGDĐ có hỗ trợ thay màn hình không ạ
720,Điện thoại Nokia HMD 105 4G - Rất tin tưởng khi mua đồ điện tử từ Thế giới di động. Chính sách bảo hành rất tốt.
721,"Điện thoại Nokia HMD 105 4G - Máy này phải của nokia không vậy. Không thấy 1 chữ nào nokia luôn, cũng ko có nhạc chuông nokia"
722,"Điện thoại Nokia HMD 105 4G - 10/10, mua 2 con cho Tía Má, 1 con xài được liên tục 14 ngày vẫn còn pin, còn con kia mới 5 ngày đã hết pin. Tình cờ phát hiện cách xài pin lâu, đó là mọi người vào cài đặt, chỗ cấu hình chọn loại mạng 4G/3G/2G, 3G/2G, 2G, mọi người chọn dòng ở giữa 3G/2G là xài mượt mà nửa tháng mới cần sạc còn để mặc định dòng đầu tiên thì nó sẽ tự chọn 4G, mà 4G thì hao pin kinh khủng"
723,"Điện thoại Nokia HMD 105 4G - Trong điện thoại có ứng dụng game KHÔNG THỂ XÓA. Trẻ Chỉ nhấn vài là tự gửi tin nhắn trừ tiền. Tức không thể đập vì còn phải dùng...phím giữa bấm dễ bị cùng chạm vào phím điều hướng.phím chọn phải không thấy chỗ đổi, mặc định là vào radio. Tôi muốn đổi thành nghe nhạc đèn pin hay cái gì đó không phải radio, mở vào radio xong không biết tắt như nào, bấm giữa nó có tắt tiếng nhưng vẫn hiện trên màn hình chữ radio kiểu chạy nền...pin nếu không để chế độ tiết kiệm pin thì pin hao hơi nhanh hơn 1 ngày là sạc mặc dù đã tắt dữ liệu di động và bluetooth..."
724,Điện thoại iPhone 16 Pro 128GB - Máy mở camera lên 1 xíu là nóng bỏng tay
725,"Điện thoại iPhone 16 Pro 128GB - Thấy khách mua trả góp nên mua điện thoại mà ko tư vấn ốp lưng hay cường lực gì cả nhỉ, thấy bây giờ ghé tgdd ko còn được tiếp đón như ngày trước nữa, nhân viên nhiều mà toàn thấy túm tụm tám chuyện, khi ra về còn để mình tự mở cửa nữa, mình ko phải bị gì ko tự mở đc cửa nhưng cảm thấy lần ghé này thật sự tệ"
726,"Điện thoại iPhone 16 Pro 128GB - Sau 2 tháng sử dụng mình có ý kiến như sau Về dịch vụ chăm sóc khách hàng ở tgdđ thì không có gì để bàn. Về phần sản phẩm thì sau 2 tháng sử dụng mình thấy trường hợp của mình phần mặt lưng kính dễ bị các vết lấm tấm mọi người hay kêu là bụi vào ốp ấy nhưng mình hầu như ngày nào cũng tháo ốp lau chùi, mặt kính thì dễ bị xước mới tháo cường lực ở cty bỏ túi quần chạy 15p về thấy bị 1 vết. Mình sẽ đem ra cửa hàng để được các bạn tư vấn thêm."
727,"Điện thoại iPhone 16 Pro 128GB - Mới mua được 20 ngày để qua đêm 10 tiếng tụt 20% , trong khi không ứng dụng chạy ngầm , không bật wifi, hay 4g, đúng là quá tệ"
728,Điện thoại iPhone 16 Pro 128GB - mới mua cách nhau dc 10 ngày giảm hẳn 1tr là s ip xuống giá ác vậy
729,Điện thoại iPhone 16 Pro 128GB - Mình vừa mua với giá 25tr690 mang về tới nhà vào trang xem lại giá thì lại là 25tr090 là sao ta
730,Điện thoại iPhone 16 Pro 128GB - Mới mua thấy ổn pin cao
731,Điện thoại iPhone 16 Pro 128GB - Đã mua tại dmx. Pin trâu. Máy mượt. 6.3 nhỉ gọn dễ bỏ túi ạ
732,"Điện thoại iPhone 16 Pro 128GB - Mình mua máy giá hơn 24 triệu, mà màn hình bị ngả vàng, độ sáng tối hơn cả con iphone 13 đang sử dụng, không biết do không may mắn mở trúng máy bị vàng hay do dòng này màn hình đều thế. Nói chung là hơi thất vọng về máy, không như mong đợi"
733,"Điện thoại iPhone 16 Pro 128GB - mua dc hơn tuần,máy dùng bình thường, pin tốt hơn so với các thế hệ pro trước đó."
734,Điện thoại iPhone 16 Pro 128GB - Thấy trên thông số nói mặt sau là mặt kính mà đâu có phải kính đâu
735,"Điện thoại iPhone 16 Pro 128GB - máy mua 19/3/2025 được 10 ngày thì phát hiện bên trong camera có 1 vết bụi mình mang ra thì nhân viên từ trối đổi kêu phải gửi về hãng trong khi máy vừa đập hộp có lỗi nhìn bằng mắt thường còn thấy mà phải gửi về hãng để thẩm định ,nếu lỗi của phần cứng bên trong không nói làm gì bỏ hơn25 trieu ra mua trải nghiệm quá tệ"
736,"Điện thoại iPhone 16 Pro 128GB - Đang dùng thì điện thoại bị chập chờn, tự động tắt và thoát ra màn hình chính. Bị 3 lần liên tiếp trong vòng 1 phút. Mới mua dt này dc 5 hôm"
737,Điện thoại iPhone 16 Pro 128GB - Ra nắng mới thấy có hạt bụi trong camera sau
738,"Điện thoại iPhone 16 Pro 128GB - Mua được khoảng 15 ngày camera máy bị lỗi 3 lần. 2 lần quay lại đc. Nay lỗi tiếp. Mang lên bảo hành thì coi các kiểu ngồi chờ kiểm tra hơn 1 tiếng rồi báo mình gửi máy lại mang lên hãng kiểm tra 2 ngày sau báo. Mua 15 ngày lỗi mấy lần mà k đx đổi ngay. Phải chờ kiểm tra 2 ngày như là gửi sửa vậy. Cuối cùng mai 8h sáng mang máy lên hãng cho nó kiểm coi lỗi như nào mới có kết quả chính sách bảo hành. Mua thì nhanh lắm, tới có lỗi rõ ràng thì mệt ơi là mệt."
739,"Điện thoại iPhone 16 Pro 128GB - Mua từ ngày đầu ra mắt mọi thứ vẫn oke , sao thấy mn kêu lỗi panic vs reset nhiều vậy"
740,Điện thoại iPhone 16 Pro 128GB - Máy mới mua dc 1 tuần loa bị rè thì bên cửa hàng sẽ bảo hành lỗi 1 đổi mới hay là gửi lên hãng kiểm tra lại ạ. Tại đây là máy loa bị lỗi thì ko biết bên cửa hàng sẽ giải quyết như nào ạ.
741,Điện thoại iPhone 16 Pro 128GB - Máy mình ip16 pro hôm trước gửi đi bảo hành hãng 1 lần rồi. Hôm nay về dùng vẫn bị dính lỗi Panic Full. Có đc đổi máy khác ko shop.
742,"Điện thoại iPhone 16 Pro 128GB - Chán thật, 1 ngày tự reset mấy lần"
743,Điện thoại iPhone 16 Pro 128GB - lỗi panic full reset couter đút túi quần tự mở ngồn chịu đổi máy ms cũng z
744,Điện thoại Nokia 3210 4G - Máy nghe gọi mà pin chưa đc 1 ngày là hết Là do pin lỗi hay dòng máy này nó vậy ạ
745,Điện thoại Nokia 3210 4G - Dịch vụ tốt nhiệt tình
746,"Điện thoại Nokia 3210 4G - Ưu điểm pin sóng khoẻ, nghe gọi to rõNhược điểm hệ điều hành ngu ngu, xử lý chậm, bấm mở khoá nhiều lần mới sáng màn, mở khoá xong lại vào thẳng menu hoặc phím chọn nhanh. Thoing tin web có ghi âm cuộc gọi nhưng tìm mãi cài đặt không thấy"
747,"Điện thoại Nokia 3210 4G - Lúc đầu dùng còn tạm ổn,sau khi update firmware lên thì font chữ tin nhắn to tổ bố,đọc rất khó chịu,menu chuyển thành thực đơn, chứng tỏ người làm firmware rất cẩu thả. Máy nhanh trầy,móp. Không biết cửa hàng có thể liên hệ với hãng để tôi hạ về firmware ban đầu của máy được không"
748,Điện thoại Nokia 3210 4G - Các game trong đt Nokia đều không xóa hoặc ẩn đi được. Cái chê lớn nhất của mình về dòng Nokia bàn phím . Trẻ em bấm vô mua game lượt chơi bị trừ tiền oan bởi các game mặc định không xóa được này.
749,Điện thoại Nokia 3210 4G - Điện thoại Nokia tốt hài lòng với sản phẩm.
750,"Điện thoại Nokia 3210 4G - Hầu hết các chức năng cơ bản của điện thoại thì dùng ổn. Gọi nhắn tin OK, ghi âm cuộc gọi lẫn thường nghe cũng ổn. Về phần game ngoài thì có rất nhiều game, không xoá được, rất nguy cơ bấm nhầm mua. Có một số game không mua được do vẫn dùng đầu dịch vụ 9029 để thanh toánkhông phải mỗi con này mà kể cả con 220 4g, 110 4g, 105 4g và những con khác gần đây của Nokia đều bị. Camera thì ghi là 2mp nhưng chất lượng quan điểm của mình không giống 2mp tí nào, quay video thì điều kiện đủ sáng mới ổn. Trong điều kiện thiếu sáng dù bạn có bật flash thì video vẫn sẽ tối không nhìn thấy một tí gìkiểu khi đang quay thì bạn vẫn thấy sáng ổn nhưng nhấn kết thúc quay ra xem video thì video tối om không nhìn thấy chi tiết gì ra gì. Đèn flash điện thoại chiếu rộng nhưng sáng cực yếu, yếu hơn con đời trước như 210 hay 110 4g. Ứng dụng trong portal thì tệ, xem Youtube/shorts thì rất hay bị đứng hình, chơi mấy game cloud thì giật lag kinh. Các bạn xem máy này thì thực sự nên cân nhắc kĩ, vì quan điểm mình thấy giá máy không hợp với chất lượng máy chút nào"
751,"Điện thoại Nokia 3210 4G - Điện thoại kém chất lượng, quá trình sử dụng bth k va chạm vỡ mẻ cong vênh bên ngoài mà bên trong vỡ được màn hãng và điện máy xanh không bảo hành. hãng không một lời giải thích. điện máy xanh mặc định báo không hỗ trợ vì bên trong vỡ mà k đánh giá lại đienẹ thoại bán ra có đảm bảo chất lượng khôngmua tiền triệu đienẹ thoại phổ thông mà độ bền không có giá cao.Hãng cũng k giải thích lí do tại sao bên trong vỡ bên ngoài k sao , cũng không sửa chữa khi máy khách hỏng chỉ giải thích cái này e k biết được ạ và quy định bên em"
752,Điện thoại Nokia 3210 4G - Điện dùng tốt tôi thích.
753,Điện thoại Nokia 3210 4G - Nokia 3210 dùng OK vào được YouTube Facebook rất ok thêm cái Zalo là nhất rồi
754,Điện thoại Nokia 3210 4G - Làm thế nào để tắt âm bàn phím
