review_id,shop,model,sentence,rating,used_days,product_url
r-58402431,thegioididong,Điện thoại Xiaomi Redmi Note 14 8GB/128GB,"Hqa mình có mua con này. Nhưng lúc láy máy, bạn nhân viên lấy máy trong tủ nhưng đã khui sẵn. Mình có hỏi thì bạn kêu do còn 12 con có khui cho khách xem, nhưng máy mới hoàn toàn. Nhưng mình thấy k an tâm, nên mún đổi 1 con khác còn nguyên seal lun thì sao.",3,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-128gb
r-58835338,thegioididong,Điện thoại OPPO A5x 4GB/64GB,Pin nhanh tụt.loa nghe ko hay.dc cái mở khóa khuôn mặt nhanh,2,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58759112,thegioididong,Điện thoại OPPO A5x 4GB/64GB,Rất ổn,5,Đã dùng khoảng 2 tháng,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58663565,thegioididong,Điện thoại OPPO A5x 4GB/64GB,"Dùng được hơn 1 tuần thì màn hình bắt đầu bị đơ, lag rất khó chịu",2,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58563938,thegioididong,Điện thoại OPPO A5x 4GB/64GB,Máy phản hồi chậm. Pin tụt nhanh hơn tụt quần. Nhìn pin nó tụt giống như đồng hồ đếm ngược chứ không nghĩ là báo % pin. Nản.,1,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58512005,thegioididong,Điện thoại OPPO A5x 4GB/64GB,"Ưu điểm  Thiết kế đẹp, pin trâu, camera sau ổn, chơi liên quân ổn đinh 60fps đồ họa trung bình. Nhược điểm Dùng các tác vụ fb,tiktok,ytb... hơi khựng, không được mượt cho lắm. Camera trước khá tệ.Tóm lại ai cần đt bền, pin trâu, dùng các tác vụ thông thường. Thì em nó là 1 gợi ý khá toàn diện.",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58409396,thegioididong,Điện thoại OPPO A5x 4GB/64GB,"mua 8/7/2025.. sau khi xóa các app ko cần thiết.. chạy rất mượt.. màn hình sáng đẹp.. pin lâu.. mở khóa khuôn mặt, vân tay đều ổn... camera chụp hơi xấu.. máy giá rẻ như thế là ổn..nghe gọi, wifi, 4g ổn đinj",4,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58408895,thegioididong,Điện thoại OPPO A5x 4GB/64GB,Máy app rác khá nhiều. Các bạn muốn mượt mà với ram 4gb thì hãy về xóa hoặc tắt các app rác đi nhé Để lại ứng dụng nào không thể xóa hoặc tắt thôi. Hãy bật thêm 4gb ram ảo lên nữa. Chúc các bạn dùng mượt và lâu dài.,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58404309,thegioididong,Điện thoại OPPO A5x 4GB/64GB,Máy chạy chậm hay bị đơ pin yếu,2,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58402773,thegioididong,Điện thoại OPPO A5x 4GB/64GB,"Chạy quá chậm, vào một ứng dụng cơ bản mà 3 giây sau nó mới vào được, pin 6000 mà nhanh tuột nhanh hơn pin 5000 của các dòng điện thoại khác",2,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb
r-58783242,thegioididong,Điện thoại Mobell M539,Mới mua được 50 ngày mà sạt pin xong để từ sáng đến chiều không sử dụng cũng tự hết pin nữa,2,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-58754945,thegioididong,Điện thoại Mobell M539,"Mình khuyên mọi người nếu đang xài sim của nhà mạng Mobile phone đừng mua điện thoại hãng Mobell nhé,mình mua về bỏ sim vô xài không được lấy ra TGDD kêu hỗ trợ thì nói máy này kén sim không xài được nhà mạng của Mobile.nên bắt buộc mình phải mua lại điện thoại khác và phải mất 20% phí đổi máy mới khác hãng.",1,Đã dùng khoảng 3 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-58693258,thegioididong,Điện thoại Mobell M539,"Tôi mới mua cho Bố hôm qua 13/10/2025Về lắp sim đc khoảng 50p là điện thoại báo chỉ cuộc gọi khẩn cấp. Sóng điện thoại vẫn có, gọi đi báo cuộc gọi khẩn cấp. Gọi đến thuê bao. Tôi có được đổi sang điện thoại không",3,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-58590783,thegioididong,Điện thoại Mobell M539,mua dc đúng 1 năm 20 ngày hỏng ko còn bảo hành hàng đểu kém chất lượng ko lên mua,1,Đã dùng khoảng 1 năm,https://www.thegioididong.com/dtdd/mobell-m539
r-58494250,thegioididong,Điện thoại Mobell M539,"Năm trước mình mua 1 cái xài rất tuyệt vời. Máy rớt nước, mới mua lại cái mới. Hệ điều hành mới quá tệ, chất lượng máy cũng rất tệ so với trước sóng yếu, không ghi chú được trên lịch và nhiều thứ tệ hại ... Quá tệ",1,Đã dùng khoảng 1 năm,https://www.thegioididong.com/dtdd/mobell-m539
r-58406018,thegioididong,Điện thoại Mobell M539,"Sóng rất yếu .nghệ gọi lúc được , lúc k . Đã đổi lần 2 vẫn như vậy .máy như cc .tôi thề suốt đời k mua dòng đt này",1,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/mobell-m539
r-58380135,thegioididong,Điện thoại Mobell M539,tôi có 1 cái nhưng xem video ko nghe đc nhunhưng ko sao,5,Đã dùng khoảng 10 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-58321706,thegioididong,Điện thoại Mobell M539,"Thông tin dung lượng 128MB, lưu được 2000 số nhưng máy mình mua chỉ lưu 200 số, dung lượng vài chục KB",4,Đã dùng khoảng 3 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-58259118,thegioididong,Điện thoại Mobell M539,xài như hạch. được vài tháng thì bây giờ để không cũng tự tắt nguồn. phím thì bị cấn. nhấn mạnh 34 lần mới bấm được. chán,1,Đã dùng khoảng 8 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-58059210,thegioididong,Điện thoại Mobell M539,Gọi điện thoại nói chuyện bên kia không nghe được hết câu. Nói 10 chữ thì bên kia chỉ nghe được 3 chữ. Đã ra TGDD đổi cái khác mà vẫn bị tình trạng như vậy.,1,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-57972983,thegioididong,Điện thoại Mobell M539,"Sao sim mình 4G nhưng xài điện thoại này báo không có sóng, xài điện thoại khác bình thường",3,Đã dùng khoảng 10 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-57462788,thegioididong,Điện thoại Mobell M539,"Sóng yếu quá, chập chờn. Loa to nhưng nghe gọi rất kém",2,Đã dùng khoảng 8 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-57312107,thegioididong,Điện thoại Mobell M539,"Pin tệ, nghe gọi ít chỉ khoảng 1 ngày là hết pin",2,Đã dùng khoảng 5 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-57300951,thegioididong,Điện thoại Mobell M539,Pin nhanh hết quá. Không dùng gì cũng hết pin. Model này không nên mua. Mấy dòng Mobell không có camera pin bền hơn mấy dòng có cam này. Máy nóng. Pin quá tệ. Không biết thay pin mới có bị vậy nữa không. CSKH Siêu thị kém.,1,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-57243102,thegioididong,Điện thoại Mobell M539,"Điện thoại Mobell M539 4G sóng khoẻ, nghe rõ. Âm thanh trung thực. Phím bấm to và dễ bấm. Rất phù hợp cho những người lớn tuổi không cần nhiều ứng dụng thông minh. Giá cả phù hợp với mọi đối tượng.",5,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/mobell-m539
r-57012128,thegioididong,Điện thoại Mobell M539,"Khi mua tôi nói rõ nhu cầu nghe fm, khi đem về sử dụng nghe chỉ được 1 đài, pin tuột rất nhanh dù không dùng, rất không hài lòng về sản phẩm và tư vấn bán hàng",1,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/mobell-m539
r-57008113,thegioididong,Điện thoại Mobell M539,"Điện thoại mới mua mỗi lần gọi là cảnh báo chuyển hướng có điều kiện được kích hoạt. Quá khó chịu, đài FM thì không nghe được.",2,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-56995949,thegioididong,Điện thoại Mobell M539,Sản phẩm nghe gọi rất rõ,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m539
r-56862519,thegioididong,Điện thoại Mobell M539,"Nghe loa trong mà âm thanh vẫn dội ra ngoài từ phía sau nên nghe rất nhỏ, rất bất tiện khi nghe gọi thoại, nếu gặp trường hợp nói chuyện nơi ồn thì rất khó nghe, phải lật đt lại phía sau để nghe.",4,Đã dùng khoảng 4 tháng,https://www.thegioididong.com/dtdd/mobell-m539
r-56832330,thegioididong,Điện thoại Mobell M539,"Ưu điểm,Màu đỏ tôi thích,màn hình lớn rễ nhìnNhược điểm, sạc quá lâu khoảng 6h mới đầy chỉ thích hợp sạc qua đêm,nắp lưng lỏng lẻo hay bị hở khe,pin tụt quá nhanh không sử dụng để 24h hao 50% pin, không có trò chơi,loa nghe không hay,bàn phím thì tệ khi bấn trở về rất hay bị giật khục gây khó chịu,ít tiện ích hơn so với các hãng khác,tôi thấy sản phẩm này kém hơn so với các dòng điện thoại phổ thông khác",2,Đã dùng khoảng 4 ngày,https://www.thegioididong.com/dtdd/mobell-m539
r-58765343,thegioididong,Điện thoại Nokia 105 4G Pro,Mua hàng 19/10/2025. Nhân viên báo điện thoại a hết pin nên ko tích điểm dc. Trong khi vẫn có thể quét QR của đơn để tích điểm. Vấn đề nhỏ nhưng nhiều vấn đề ntn thì chắc DMX và TGDD khó mà dc như trước.,4,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58700093,thegioididong,Điện thoại Nokia 105 4G Pro,"Xin chào anh/chị có ý định mua điện thoại Nokia 105 4G Pro, điện thoại này bị lỗi tự khởi động lại. Thực tế bạn mình đã mua  đổi trả 3 lần vẫn bị, bữa nay tới lượt mình trãi nghiệm tình huống này. Thời gian mang đi đổi trả so với giá trị của điện thoại cũng quá tội, mất 20% để đổi sang sản phẩm khác thì cũng tội quá. Anh/Chị có ý định mua nên cân nhắc ạ",1,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58696784,thegioididong,Điện thoại Nokia 105 4G Pro,Đơn hàng của tui có phải huỷ rồi ko,3,,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58689949,thegioididong,Điện thoại Nokia 105 4G Pro,"Mới mua 27/09/25 qua 29/09/25 nghe tiếng ko thấy hình. Gửi BH nói bị vô nước. Thực tế chỉ sạc chưa xài luôn. Giờ báo giá sửa. Vãi Nokia, TGDĐ",1,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58675357,thegioididong,Điện thoại Nokia 105 4G Pro,"Nhận cuộc gọi chỉ hiển thị số, không hiển thị tên đã lưu trong danh bạ. Xin hướng dẫn khắc phục",3,,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58609704,thegioididong,Điện thoại Nokia 105 4G Pro,"Điện thoại pin tụt rất nhanh, sáng sạc đầy cả ngày để đó nghe 1 2 cuộc điện thoại, đến chiều pin nó cạn tắt nguồn luôn, mới mua được mấy ngày thấy thất vọng",1,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58441657,thegioididong,Điện thoại Nokia 105 4G Pro,Rất tốt,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58238067,thegioididong,Điện thoại Nokia 105 4G Pro,Máy mua 12 tháng đầu dùng ổn.qua tháng thứ 3 hỏng củ sạc.pin nhanh hết.sóng kém.mất sóng không nhận được cuộc gọi cũng như không gọi đi được.,2,Đã dùng khoảng 8 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58217209,thegioididong,Điện thoại Nokia 105 4G Pro,Ok xài rất tốt đâu có bị gì,5,Đã dùng khoảng 5 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58200815,thegioididong,Điện thoại Nokia 105 4G Pro,"Đt thoại mua 680k mà như mắm , đóg cái hãg Nokia luôn đi cho rồi.Làm cứ đâm đầu dùg Nokia k còn như xưa nữa đâu.",1,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58195017,thegioididong,Điện thoại Nokia 105 4G Pro,"Khi sử dụng mở khoá bàn phím lúc được lúc không, làm sao để xoá chức năng mở khoá.",3,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58175384,thegioididong,Điện thoại Nokia 105 4G Pro,"Điện thoại gọi nói được khoảng hơn một phút thì sóng chập chờn rồi mất tín hiệu. Còn hết pin thì sạc máy không nhận pin, màn hình đen thui. Máy tệ quá. Uổng công và phí tiền.",1,Đã dùng khoảng 7 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57562804,thegioididong,Điện thoại Nokia 105 4G Pro,Đt dùng chưa được 3 tháng cục sạc đã hư,3,Đã dùng khoảng 3 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57533181,thegioididong,Điện thoại Nokia 105 4G Pro,Mình vừa mua điện thoại vào 25/11/2024 nhưng hiện tại muốn đổi qua máy HDM 105 có được không,4,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57499018,thegioididong,Điện thoại Nokia 105 4G Pro,"Mua được 1 tuần xì sạc pin không vô, tự nhiên tắt nguồn, hoặc có sóng nhưng người khác gọi đến thuê bao. Mang ra đổi cho cái mới về y chang như vậy. Chán ko thèm đổi nữa. Nói cũng rất tệ, ko nên mua ạ. giống đồ chơi hơn là đt",2,Đã dùng khoảng 3 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57493559,thegioididong,Điện thoại Nokia 105 4G Pro,Máy đểu. Gọi điện có tiếng réo lên gớm bỏ mẹ. Mua phí tiền.,1,Đã dùng khoảng 2 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57470041,thegioididong,Điện thoại Nokia 105 4G Pro,Máy mua dùng được hơn 1 tháng ok sau đó ko nhận sim vẫn báo có cột sóng . Cuộc gọi cả 2 chiều ko thực hiện được . Mong sớm nhận được phản hồi,3,Đã dùng khoảng 2 tháng,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57464824,thegioididong,Điện thoại Nokia 105 4G Pro,Làm sao tắt được âm thanh bàn phím vậy,3,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57444005,thegioididong,Điện thoại Nokia 105 4G Pro,"Không nghe không gọi,để từ 9 giờ sáng hôm nay đến 8 giờ sáng hôm sau hết sạch pin, đổi máy khác vẫn như vậy nokia giờ quá chán, không lên mua",1,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-57421386,thegioididong,Điện thoại Nokia 105 4G Pro,"Mình dùng 2 sim nhưng khi gọi chỉ có sim 1 gọi được, sim 2 thì báo dùng đth 2G. Có cách nào khắc phục k ạ",3,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/nokia-105-4g-pro
r-58870303,thegioididong,Điện thoại vivo Y19s Pro 8GB/128GB,"Máy đẹp màn hình sáng, loa to, sạc pin nhanh xài lâuNói chung lớn rồi xài tầm này ok",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/vivo-y19s-pro-8gb
r-58691686,thegioididong,Điện thoại vivo Y19s Pro 8GB/128GB,Quá tệ hại luôn. Ko bao giờ mua ở TDGD 550 hoặc ở TDGD ở chỗ khác nữa.,1,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/vivo-y19s-pro-8gb
r-58559160,thegioididong,Điện thoại vivo Y19s Pro 8GB/128GB,"Trải nghiệm sau 1 tuần thấy hối hận khi chọn vivo, Đuợc cái mã đẹp lỗi tùm lum hết vân tay lúc mở được lúc không. 4G bị lỗi bật lên hiện lên rồi tắt chớp tắt miết. Đèn sạc ở sau camera lúc sáng lúc không khởi động lại cũng k đuợc. Màn hình có lúc mở lên nó k sáng hẳn 100 mà sáng kiểu 20 khóa mở lại mới hết. Samsung sài lâu nó lag thiệt nhưng vẫn là chân ái",2,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/vivo-y19s-pro-8gb
r-58860618,thegioididong,Điện thoại Mobell M331 4G,"Máy nhanh hết pin, sạc lại không vô pin, máy mới mua chưa được 1 tuần.",2,Đã dùng khoảng 5 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-58630169,thegioididong,Điện thoại Mobell M331 4G,Bán hàng tồi sóng k nghe gọi được hỏi thì đổ lổi nhà mạng ra nhà mạng hỏi thì xim bình thường mới mua 1 ngày không phải lổi người dùng đổi lại mất 110 ngàn ngày làm ăn càng tệ,1,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-58497498,thegioididong,Điện thoại Mobell M331 4G,Mới mua ngày 04/06/2025 dùng đến nay máy sập nguồn không mở máy lên được.,1,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/mobell-m331
r-58397110,thegioididong,Điện thoại Mobell M331 4G,Giá cũng bằng siêu thị khác . Mà củ sạc Kèm theo máy lại không có . KHÁCH LẠI PHẢI MẤT KHOÀN PHÍ MUA THÊM CỦ SẠC MÀ SIÊU THỊ CŨNG KHÔNG HỖ TRỢ . Nếu sản phẩm bị mất sạc thì Siêu thị cũng nên hỗ trợ khách 1 khoản mua sạc. Chứ sao lại bán bằng giá siêu thị khác bán đầy đủ sạc . Phụ kiện. Siêu thị làm việc ngày chán. Chứ ra mua sạc bằng nửa giá sản phẩm . Tệ.,1,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/mobell-m331
r-57413475,thegioididong,Điện thoại Mobell M331 4G,Máy mới mua chưa đầy tháng mà nhanh hết pin quá không dùng cũng hết. Muốn đổi máy khác có được không,1,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57318396,thegioididong,Điện thoại Mobell M331 4G,Sao m mua 2 cái mà bên m thì nghe được còn cái dt đó nói gì chả nghe được là sao ạ,2,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/mobell-m331
r-57303791,thegioididong,Điện thoại Mobell M331 4G,"Điện thoại báo 4 cuc pin nhưng chưa chắc đã đầy, mọi người phải vào cài đặt 3 cài đặt điện thoại  6. quản lý nguồn mới thấy được pin dc bao nhiêu % rồi.",4,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57303788,thegioididong,Điện thoại Mobell M331 4G,"Mình thấy dt xài ổn, đáp ứng tiêu chí cơ bản là nghe gọi. Nghe mọi người nói 1 ngày hết pin, có thể do mọi người chưa tắt GPS và kết nối bluetooth đi, nên hao pin. Mình xài 4 5 ngày mới phải sạc lại.",4,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57277497,thegioididong,Điện thoại Mobell M331 4G,Cho mình hỏi là mình muốn đối qua hãng khác trong vòng chưa tới 1 tháng đầu thì mất bao nhiêu phần trăm cước phí ạ.,3,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57274912,thegioididong,Điện thoại Mobell M331 4G,Mua dc một ngày đêm vo đoi mặt 20tram sac 9 tiếng mà cũng ko day that la thất vọng,1,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57273016,thegioididong,Điện thoại Mobell M331 4G,Con này pin rất kém mới mua dc hơn chục ngày dùng pin nhanh hết thật,3,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m331
r-57260547,thegioididong,Điện thoại Mobell M331 4G,Mình muốn đặt hàng thì thế nào,4,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-57251866,thegioididong,Điện thoại Mobell M331 4G,Sản phẩm xài tốt nghe rõ,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m331
r-57232778,thegioididong,Điện thoại Mobell M331 4G,sắp tới tháng 9 này bị cắt sóng 2G thì có dùng được máy này k ạ,5,Đã dùng khoảng 5 tháng,https://www.thegioididong.com/dtdd/mobell-m331
r-57231705,thegioididong,Điện thoại Mobell M331 4G,Màn hình đẹp chữ to rõ,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m331
r-57116541,thegioididong,Điện thoại Mobell M331 4G,"Lúc nghe cuộc gọi thì mình nói bên kia nghe, còn bên kia nói mình không nghe được gì cả",1,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m331
r-56987776,thegioididong,Điện thoại Mobell M331 4G,Mua về để cài báo thức mà trở thành báo hại vì máy sập nguồn liên tục. Muốn Shop đổi máy của thương hiệu khác.,1,Đã dùng khoảng 5 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-56987036,thegioididong,Điện thoại Mobell M331 4G,"Hôm nay tôi vừa mua 1 chiếc màu đỏ, cài nhạc mp3 vào máy nghe rất hay, loa to rõ, gọi nghe cũng tốt, sóng khoẻ.Máy cũng xem được phim nhưng chỉ có định dạng 3gp thôi.",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/mobell-m331
r-56741080,thegioididong,Điện thoại Mobell M331 4G,Ok,5,Đã dùng khoảng 4 tháng,https://www.thegioididong.com/dtdd/mobell-m331
r-56561432,thegioididong,Điện thoại Mobell M331 4G,Mở đèn pin ở chổ nào vậy ạ e kiếm ko thấy,3,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/mobell-m331
r-58767841,thegioididong,Điện thoại Xiaomi Redmi A5 3GB/64GB,"Máy quá chậm, ráng thêm tí tiền mua hẳn còn ram 68g còn hơn.",1,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-3gb-64gb
r-58414833,thegioididong,Điện thoại Xiaomi Redmi A5 3GB/64GB,Máy còn hơi chậm,3,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-3gb-64gb
r-58401213,thegioididong,Điện thoại Xiaomi Redmi A5 3GB/64GB,"Bị trộm mất con realme c60 nên đổi sang con này, dùng tạm ổn nhưng bị cắt giảm chức năng khá nhiều, đôi lúc cần chụp màn hình hoặc tắt màn hình hoặc tắt nguồn toàn phải dùng phím cứng",3,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/xiaomi-redmi-a5-3gb-64gb
r-58833095,thegioididong,Điện thoại Masstel IZI T6 4G,"Mua được thời gian giờ gọi đi k nghe được gì ngoài tiếng rú,ồn ào",1,Đã dùng khoảng 5 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58776087,thegioididong,Điện thoại Masstel IZI T6 4G,Xài gần 2 tháng mới đầu 1 tuần mới hết pin bây giờ 2 ngày hết pin rồi..bảo hành đổi trả được không ad,3,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58675126,thegioididong,Điện thoại Masstel IZI T6 4G,"Gọi nhiều khi không nghe được, mất sóng tự kết thúc cuộc gọi. Loa to nhưng nghe ồm ồm khó nghe",2,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58582357,thegioididong,Điện thoại Masstel IZI T6 4G,Giá mình mua xem ở siêu thị khác vẫn có kèm phụ kiện sạc kèm theo. Nhưng siêu thị bên này giá này họ cắt sạc kèm theo máy . Sạc quan trọng đi kèm theo máy bàn phím nhất mà cũng cắt.  . Siêu thị tiết kiệm gì mà túi bán hàng đựng sp cũng không có nổi .,2,Đã dùng khoảng 5 ngày,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58334316,thegioididong,Điện thoại Masstel IZI T6 4G,"Điện thoại rất nhanh hết pin, có khi ngày sạc 2 lần, sập nguồn liên tục, bật k lên phải tháo pin ra lắp lại, gọi cho ng khác thường xuyên bị tình trạng k nghe đc bên kia nói gì hoặc ngược lại",2,Đã dùng khoảng 10 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58254175,thegioididong,Điện thoại Masstel IZI T6 4G,Chưa có sản phẩm nào tệ như sản phẩm này sau khi bảo hành sập nguồn .điện thoại luôn hiển thị tai nghe sau đó sập nguồn thì nay tiếp tục màn chảy mực,1,Đã dùng khoảng 6 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-58220450,thegioididong,Điện thoại Masstel IZI T6 4G,Sản phẩm ổn.,5,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57629813,thegioididong,Điện thoại Masstel IZI T6 4G,Điện thoại đang sáng không sử dụng thì mình tắt nút nào vậy ạ,3,,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57554413,thegioididong,Điện thoại Masstel IZI T6 4G,"Có pin thay thế không, giá nhiêu",4,Đã dùng khoảng 5 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57516297,thegioididong,Điện thoại Masstel IZI T6 4G,Khôi phục lại cài đặt gốc máy vẫn báo cắm tai nghe ko hiểu tại sao,2,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57393133,thegioididong,Điện thoại Masstel IZI T6 4G,điện thoại loa thoại nghe rè không nghe rõ,3,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57352657,thegioididong,Điện thoại Masstel IZI T6 4G,"Điện thoại mình mua dùng được khoảng 4 tháng, giờ cứ dùng được 1 hoặc 2 hôm lại bị mất sóng. Khởi động lại thì lại có sóng, rồi lại lặp lại như trên, chán.",2,Đã dùng khoảng 4 tháng,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57338724,thegioididong,Điện thoại Masstel IZI T6 4G,"Máy dùng rất tốt màn hình sáng pin trâu, loa to, Nếu ai sợ người ngoài nghe thấy cuộc nói chuyện của mình có thể chỉnh âm lượng mặc định nhỏ xuống. Có tùy chỉnh báo thức lặp lại theo ngày trong tuần mong muốn. Hàng masstel là hàng chuẩn, đừng mua hàng trôi nổi trên mạng .",5,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57298812,thegioididong,Điện thoại Masstel IZI T6 4G,Rất ok ạ,4,Đã dùng khoảng 4 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57290459,thegioididong,Điện thoại Masstel IZI T6 4G,E Mới mua 1 tuần bị rơi xuống nước giờ hỏng loa tgdd có hỗ trợ thu mua lại để mua máy mới ko ạ,3,Đã dùng khoảng 7 ngày,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57290340,thegioididong,Điện thoại Masstel IZI T6 4G,Mới mua về được mấy ngày thì liệt phím,1,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/masstel-izi-t6
r-57273352,thegioididong,Điện thoại Masstel IZI T6 4G,Máy dùng oke nhé,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/masstel-izi-t6
