review_id,sent_idx,sentence,aspects,sentiments,recommendations
222,0,máy tầm 4trieu cua samsung giờ có cấu hinh cao. pin lớn. cập nhat phan mềm lên muot mà quá xá. xài đúng êm. camera tới 48mp chụp đep mà còn chụp siêu gần nua. xứng đáng đồng tiền bát gạo.,"['battery', 'screen', 'storage', 'performance', 'camera', 'price', 'design', 'general']","{'battery': 'Positive', 'screen': 'Positive', 'storage': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'price': 'Positive', 'design': 'Positive', 'general': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn mô tả các đặc điểm của điện thoại và không đề cập đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào. Vì vậy', 'không có khuyến nghị phù hợp để đưa ra dựa trên thông tin đã cho']"
223,0,mới mua tròn 1 tháng. mà máy lag quá. đang dùng tự nhiên đứng máy. r màn hình bị giật nữa chứ. nản,"['performance', 'screen']","{'performance': 'Negative', 'screen': 'Negative'}","['Sửa lỗi treo ứng dụng', 'Cải thiện hiệu suất ứng dụng']"
224,0,"máy 600k với giá tiền này mua con này tuyệt vời ,mại mốt mua máy cao cấp hơn tôi sẽ vào tgdd mua vì vừa rẻ xem thông số lại dể dàng chọn lựa","['price', 'general']","{'price': 'Positive', 'general': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn chỉ là một nhận xét chung về sản phẩm và không đề cập đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào. Vì vậy', 'không có khuyến nghị nào có thể đưa ra dựa trên thông tin đã cho']"
225,0,máy sài rất mượt mình chơi liên quân xuất ngày mà máy chạy vẫn tốt nhân viên nhiệt tình chỉ đẫn từng chi tiếc nhỏ nhất ps rất hài lòng,"['performance', 'design', 'ser&acc']","{'performance': 'Positive', 'design': 'Neutral', 'ser&acc': 'Positive'}",[]
226,0,"qua 1 tuần sử dụng cảm thấy máy ổn , có 1 vài điểm gây khó chịu như cảm ứng đôi khi k nhạy, chụp chế độ ban đêm ở những chỗ tối sẽ xuất hiện 7 giây đếm ngược r mới lưu hình ,","['performance', 'camera']","{'performance': 'Positive', 'camera': 'Negative'}","['Cải thiện độ nhạy của cảm ứng', 'Cải thiện hiệu suất chụp ảnh chế độ ban đêm']"
227,0,"máy rất mượt, nhưng mà khi chơi pubg thì bị loạn cảm ứng , pin rất trâu , giao hàng rất nhanh , tận tình","['performance', 'camera', 'battery', 'ser&acc']","{'performance': 'Positive', 'camera': 'Neutral', 'battery': 'Negative', 'ser&acc': 'Positive'}","['Cải thiện độ chính xác cảm ứng', 'Nâng cao hiệu suất pin']"
228,0,"oppo reno3 pro.qa 3 ngày sử dụng sạc pin cực kỳ nóng,xài nhanh hết pin, lướt web khoảng 15p là nóng như muốn nổ.thua r.","['battery', 'design']","{'battery': 'Negative', 'design': 'Neutral'}","['Sửa lỗi sạc pin nóng', 'Cải thiện hiệu suất pin']"
229,0,máy cũng đâu phải rẻ mà chơi game thì giật lag đủ đường. lắp sim thì không nhận. chỉ được pin thôi mới được 1 sao thôi. mua phí tiền,"['performance', 'camera', 'price']","{'performance': 'Negative', 'camera': 'Neutral', 'price': 'Negative'}","['Cải thiện hiệu suất trò chơi', 'Sửa lỗi kết nối mạng']"
230,0,"điện thoại thường xuyên bị đơ, chơi game k được, lại còn nhảy lung tung, mong hãng hãy khắc phục hoặc thu hồi trước khi danh tiếng của hãng đi xuống, đáng thất vọng thật","['performance', 'camera']","{'performance': 'Negative', 'camera': 'Neutral'}","['Sửa lỗi đơ điện thoại', 'Cải thiện độ ổn định của ứng dụng']"
231,0,"mua hôm 1 5 2020. ổn trong phân khúc giá. máy hay bị lỗi camera, lỗi đen màn hình khi chơi game. còn lại ok. 8 10 điểm","['battery', 'camera', 'design', 'performance', 'price', 'general']","{'battery': 'Neutral', 'camera': 'Negative', 'design': 'Neutral', 'performance': 'Negative', 'price': 'Positive', 'general': 'Neutral'}","['Sửa lỗi camera', 'Sửa lỗi đen màn hình khi chơi game']"
232,0,máy bị lỗi sạc pin đến 76 là ko sạc đc. âm lượng cuộc gọi nhỏ nhiều lúc ko nghe thấy gì luôn,"['battery', 'audio']","{'battery': 'Negative', 'audio': 'Negative'}","['Sửa lỗi sạc pin', 'Cải thiện âm lượng cuộc gọi']"
233,0,không còn gì tuyệt vời hơn khi pin iphone 7 tuột nhanh bá đạo trong tầm giá.màn hình rổ.loa bật max máy rung tê tê,"['battery', 'screen', 'loa']","{'battery': 'Negative', 'screen': 'Negative', 'loa': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này. Tuy nhiên', 'dựa trên các quy tắc đã cung cấp', 'đây là một số đề xuất có thể:', '1. ""Cải thiện hiệu suất pin""', '2. ""Cải thiện chất lượng màn hình""', '3. ""Cải thiện âm thanh loa""', '4. ""Cải thiện cảm giác rung""', 'Lưu ý rằng đây chỉ là các đề xuất chung dựa trên các vấn đề được đề cập. Các đề xuất cụ thể hơn sẽ phụ thuộc vào chi tiết của các vấn đề được']"
234,0,"mới mua đc 1 tuần. pin 4000 mà quá tệ, cảm ứng hơi đơ, nhận sim bị lỗi lúc nhận lúc không, đó là chưa thử nghe nhạc, chơi game nghe các bình luận khác có vẻ ko ổn lắm, mà pin vậy chơi kiểu j đc. có chính sách 1 đổi 1 mà ko biết họ hành xử sao đây. cảm thấy lo lắng, ôi trời giá mà khi mua đừng chỉ dựa vào thông số.","['battery', 'feedback', 'design', 'price']","{'battery': 'Negative', 'feedback': 'Negative', 'design': 'Neutral', 'price': 'Negative'}","['Cải thiện hiệu suất cảm ứng', 'Sửa lỗi nhận sim', 'Tăng cường khả năng pin', 'Cải thiện chất lượng âm thanh và video', 'Nâng cao độ tin cậy của dịch vụ', 'Cải thiện hỗ trợ khách hàng']"
235,0,mình mua được hai tháng rồi.sài thấy mọi thứ đều ok trừ vân tay lâu lâu không ổn.camera sau thì bao đẹp luôn ấy .giá cả phải chăng ma sao thấy ai cũng chê nhỉ?hay là mua điện thoại cũng có hên xui ta?,"['design', 'battery', 'camera', 'price', 'general']","{'design': 'Neutral', 'battery': 'Neutral', 'camera': 'Positive', 'price': 'Neutral', 'general': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Tuy nhiên', 'dựa trên nội dung', 'có thể đưa ra một số gợi ý:', '1. **Cải thiện độ tin cậy của vân tay**: ""Cải thiện độ ổn định của cảm biến vân tay""', '2. **Nâng cao chất lượng camera**: ""Cải thiện chất lượng camera sau""', 'Nếu bạn cần chỉ một mảng JSON', 'đây là cách nó sẽ trông như thế này:', '```json', '[""Cải thiện độ ổn']"
236,0,"miui 11 mượt hơn hẳn các bác ạ, game thì max setting sẽ bị nóng máy, cam tệ quá, pin thì quản lý kém, nếu muốn dùng ổn định và camera đẹp thì nên mua realme 5 pro nếu không quan trọng thiết kế","['miui', 'performance', 'camera', 'battery', 'design']","{'miui': 'Positive', 'performance': 'Positive', 'camera': 'Negative', 'battery': 'Negative', 'design': 'Neutral'}",['Không']
237,0,"mới mua ngày 31 12 đẹp thì có đẹp nhưng nhanh hết pin quá , không bằng con f9 , hic 50 50 vừa thích vừa không","['battery', 'performance']","{'battery': 'Positive', 'performance': 'Negative'}","['Cải thiện tuổi thọ pin', 'So sánh hiệu suất với các mẫu khác']"
238,0,"mua máy được 3 tháng. con gái dùng không chơi game hay ứng dụng nặng nhiều nên oke. tiếc là camera bắt nét không nét, chậm. 48mp mà như 32mp vậy. ánh sáng máy ảnh chụp hôm trời nắng hay sáng đẹp và tươi. quay video độ cận hình ảnh của video hơi gần.","['battery', 'camera', 'design', 'performance', 'storage']","{'battery': 'Neutral', 'camera': 'Negative', 'design': 'Neutral', 'performance': 'Neutral', 'storage': 'Neutral'}","['Cải thiện chất lượng camera', 'Tăng tốc độ chụp ảnh']"
239,0,nói chung tôi khuyên thật ae chân tình đừng mua a50s nếu mua mua a 71 mới ra ấy. mẹ kiếp mua dùng đúng 20 ngày quảng cáo quá nhiều. lên tôi đổi lại 7plus. bạn tôi cũng gặp trc hợp như tôi vậy. nản ko chịu đc. mất mẹ nó 1 triệu250 nghìn. chán nản vô cùng,['general'],{'general': 'Negative'},"['Cải thiện chất lượng quảng cáo', 'Tăng cường hỗ trợ khách hàng']"
240,0,nóng lắm...chơi game tới 40 độ c..có khi hơn.... đem đi chiên trứng còn được .... chơi con này vào mùa đông thì ko sợ lạnh lẽo,"['battery', 'performance']","{'battery': 'Neutral', 'performance': 'Negative'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn mô tả tình trạng nhiệt độ của thiết bị và không liên quan đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào mà người dùng có thể có với ứng dụng. Vì vậy', 'không có khuyến nghị phù hợp để đưa ra dựa trên thông tin đã cho']"
241,0,ngôn bổ rẻ sạc nhanh 30 phút xong rồi chơi game mượt pin trâu máy đẹp màn hình full,"['battery', 'speed', 'screen', 'performance']","{'battery': 'Positive', 'speed': 'Positive', 'screen': 'Positive', 'performance': 'Positive'}","['Cải thiện hiệu suất sạc nhanh', 'Cải thiện hiệu suất pin']"
242,0,mấy sai tốt ko có gì tui ko hài cả cấu hình mạnh ko nóng mấy cầm dể chịu nhưng mà bỏ túi thì khó chịu,"['performance', 'design', 'battery']","{'performance': 'Positive', 'design': 'Neutral', 'battery': 'Neutral'}","['Cải thiện hiệu suất ứng dụng', 'Cải thiện trải nghiệm người dùng khi sử dụng']"
243,0,"vừa mới mua lúc chiều xong, đang trải nghiệm.hài lòng với cách làm việc của ttdd 38 xuân thụ, phường đông ngàn,ts từ sơn, bắc ninh.",['ser&acc'],{'ser&acc': 'Neutral'},[]
244,0,máy dùng tốt cam zoom khá rõ không bị bể ảnh nhân viên phục vụ tốt pin tụt hơi nhanh,"['performance', 'camera', 'ser&acc', 'battery']","{'performance': 'Positive', 'camera': 'Positive', 'ser&acc': 'Positive', 'battery': 'Negative'}","['Cải thiện chất lượng camera', 'Nâng cao tuổi thọ pin']"
245,0,chỉ dễ nghe và gởi và nhắn tin.thua cùi bắp .cảm ứng cũng đơ đơ .k chơi game dc .phí tiền,"['design', 'price', 'performance', 'camera']","{'design': 'Neutral', 'price': 'Neutral', 'performance': 'Negative', 'camera': 'Neutral'}","['Cải thiện hiệu suất cảm ứng', 'Cải thiện hiệu suất trò chơi']"
246,0,"mọi thứ đều tốt , chụp ảnh đẹp, máy mạnh. nhưng nóng máy và hao pin. máy thì nhiều chức năng nhưng nóng máy vậy thì có làm gì được đâu.","['performance', 'camera', 'battery']","{'performance': 'Positive', 'camera': 'Positive', 'battery': 'Negative'}","['Cải thiện hiệu suất làm mát máy', 'Cải thiện hiệu suất pin']"
247,0,máy em sài được 2tháng rồi thấy nó chậm đôi lúc còn đứng máy e phải tắt màng hình mở lại mới bình thường chơi game thì ok như lúc mới mua chỉ có vấn đề về sạc thôi. mới mua về sạc 10 được 18_19 bây giờ sạc 15 mới được 10 cho hỏi máy e bị lỗi hay là do sạc ạ mong phản hồi,"['performance', 'battery']","{'performance': 'Negative', 'battery': 'Negative'}","['Sửa lỗi sạc', 'Cải thiện hiệu suất máy']"
248,0,ns chung máy đẹp dc cấu hình ổn nhưng mik cảm thấy tốc độ sạc pin hk như mik tưởng ns 55p là đầy mà mik sạc ts 1tiếng rưỡi ms đầy hk bt máy có bị lỗi hay hk,"['design', 'performance', 'battery']","{'design': 'Positive', 'performance': 'Neutral', 'battery': 'Negative'}","['Cải thiện tốc độ sạc pin', 'Kiểm tra tính năng sạc pin']"
249,0,"thấy mn phàn nàn về cảm ứng thế này thế kia,mà mình xài thì cảm nhận rất là ok,mn thao tác chậm chậm thôi,vì nó có 4 nhân.nên ko thể nhanh bằng 8 nhân được.đc cái sóng khoẻ.nghe gọi to rõ và pin rất trâu.mình thich nokia ở các điểm như vậy.","['performance', 'ser&acc']","{'performance': 'Neutral', 'ser&acc': 'Positive'}","['Cải thiện hiệu suất cảm ứng', 'Cải thiện hiệu suất xử lý']"
250,0,sau gần 2 tuần sử dụng thì mình đánh giá như sau máy hay bị lag đa nhiệm kém cảm ứng k nhạy lâu lâu bị loạn cảm ứng liên quân full setting 27 30fps chơi vài trận là có lúc xuống 20fps pin trâu k phải che. sạc khoảng 3h màn hình sáng k qua xấu loa to bình thường 2.5tr thì như v là cx ổn r ok v thôi,"['performance', 'camera', 'battery', 'design', 'price']","{'performance': 'Negative', 'camera': 'Neutral', 'battery': 'Positive', 'design': 'Neutral', 'price': 'Positive'}","['Cải thiện hiệu suất đa nhiệm', 'Sửa lỗi cảm ứng không nhạy']"
251,0,mình mua với mục đích chụp hình và xem camera nhưng gọi message và zalo hình ảnh xấu tàn bạo .,"['camera', 'others']","{'camera': 'Neutral', 'others': 'Negative'}","['Cải thiện chất lượng hình ảnh chụp ảnh', 'Cải thiện chất lượng hình ảnh gửi tin nhắn']"
252,0,"kiểu dáng đẹp, pin tốt chụp khá đẹp, giá phù hợp. với tầm tiền 7tr như vậy là chấp nhận được.","['design', 'battery', 'price']","{'design': 'Positive', 'battery': 'Positive', 'price': 'Positive'}","['Không có phản hồi yêu cầu hoặc đề xuất cải tiến cụ thể trong đánh giá này. Vì vậy', 'tôi không thể cung cấp các khuyến nghị dựa trên quy tắc đã cho. Nếu bạn có thêm thông tin hoặc yêu cầu cụ thể', 'vui lòng cung cấp để tôi có thể hỗ trợ bạn tốt hơn']"
253,0,sao máy sạt khá nóng mặt dù kh bật mạng không bật wifi .. mới có 48 thấy nóng rồi... đầy lun không biết nóng rang kh,"['battery', 'design']","{'battery': 'Neutral', 'design': 'Neutral'}","['Sửa lỗi nhiệt độ máy', 'Cải thiện hiệu suất pin']"
254,0,mình không chơi game nhiều nên máy cũng không nóng . máy mượt lắm . nhưng có điều mình hay nghi ngại về fcae id không được an toàn cho lắm.,"['performance', 'design']","{'performance': 'Positive', 'design': 'Neutral'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Tuy nhiên', 'dựa trên nội dung', 'có thể đưa ra một số gợi ý:', '1. **Cải thiện tính năng bảo mật FAEI**: Đề xuất cải thiện tính năng bảo mật của FAEI để tăng cường sự an toàn cho người dùng', '2. **Tăng cường thông tin bảo mật**: Cung cấp thêm thông tin về cách sử dụng FAEI một cách an toàn và bảo mật', 'Nếu bạn cần chỉ một mảng JSON', 'đây là cách']"
255,0,hôm nay mình đến lấy s20 nhìn chung màn hình tràn viền cực đã lướt màn hình rất nhanh với cụm camera chụp nét cầm vừa tay rất thích,"['screen', 'performance', 'camera']","{'screen': 'Positive', 'performance': 'Positive', 'camera': 'Positive'}","['Cải thiện hiệu suất màn hình tràn viền', 'Cải thiện chất lượng camera']"
256,0,cảm ứng thì ok.nhưng ram 6ghi ảo.chơi game bị lỗi.tôi mua ở thế giới di động máy vivo v15 năm ngoái giờ hết mới hết bảo hành cũng hỏng luôn.mong ac nào muốn mua vivo để chơi game thì bỏ ngay đi nhé.tất cả ram 6ghi hay 8ghi đều ảo.,"['ram', 'performance']","{'ram': 'Negative', 'performance': 'Negative'}","['Cải thiện hiệu suất RAM', 'Cập nhật phần mềm để sửa lỗi']"
257,0,"chưa có cải tiến vượt trội, nhưng rất đẹp và mạnh mẽ. camera chất, chụp ảnh xóa phông đẹp","['design', 'performance', 'camera']","{'design': 'Positive', 'performance': 'Neutral', 'camera': 'Positive'}","['Cải thiện hiệu suất ứng dụng', 'Thêm tính năng xóa phông cho camera']"
258,0,"mới mua hôm qua, chất lượng sản phẩm tốt",['general'],{'general': 'Positive'},[]
259,0,"máy sd cực đã, màn hình amoled nên độ hiển thị rất đẹp. chạy snap720g chơi games cực mượt, cực phê, chụp hình là khỏi chê luôn, sạc chưa đc 1 tiếng có 50 mấy phút là đầy pin, máy cầm pin, mặt lưng, cứ tưởng giá máy 9tr ko ngờ chỉ có 8490tr, nói chug máy chạy cực kỳ đã. ko phí tiền khi lựa chọn reno 4","['storage', 'screen', 'performance', 'battery', 'design', 'price']","{'storage': 'Positive', 'screen': 'Positive', 'performance': 'Positive', 'battery': 'Positive', 'design': 'Positive', 'price': 'Negative'}","['Cải thiện hiệu suất màn hình OLED', 'Tăng cường khả năng chơi game', 'Nâng cao chất lượng camera', 'Cải thiện thời lượng pin', 'Tối ưu hóa hiệu suất tổng thể']"
260,0,máy nhìn chung là ok.pin tốt. tuy nhiên bắt wi fi hơi kém. chỉ có thể bắt đc băng tần 2.4ghz. k bắt được 5ghz.mới dùng nên cũng chưa thấy xảy ra lỗi gì,"['battery', 'wifi']","{'battery': 'Neutral', 'wifi': 'Negative'}","['Cải thiện khả năng bắt sóng Wi-Fi trên băng tần 5GHz', 'Thêm tính năng hỗ trợ nhiều băng tần Wi-Fi']"
261,0,"máy đẹp, dùng rất tốt, không lác giật như nhiều người bình luận chắc do mình chờ đến cuối đợt mới mua, mấy bác mua đầu chắc dính sản phẩm còn lỗi, hên xui thôi . ủng hộ hàng việt nam.","['design', 'performance', 'general']","{'design': 'Positive', 'performance': 'Positive', 'general': 'Neutral'}",[]
262,0,"ma y nghe nha c châ t lươ ng ke m, loa hơi re . lu c đă t đt ma u đo lu c giao ha ng thi la i ma u xanh dương.dan đt thi bi tro c keo 2 bên","['design', 'ser&acc']","{'design': 'Neutral', 'ser&acc': 'Negative'}","['Không có phản hồi cụ thể trong câu đánh giá này. Tuy nhiên', 'dựa trên ngữ cảnh', 'đây là một số gợi ý có thể:', '1. ""Cải thiện chất lượng âm thanh""', '2. ""Cải thiện độ bền của loa""', 'Lưu ý: Các gợi ý này dựa trên ngữ cảnh chung', 'vì không có thông tin cụ thể về vấn đề trong câu đánh giá']"
263,0,"nếu có màn hình 90hz nữa thì đây là 1 điện thoại hoàn hảo về mọi mặt, nhưng trong tầm giá thế này là quá ngon rồi","['performance', 'screen']","{'performance': 'Positive', 'screen': 'Neutral'}","['Thêm tính năng màn hình 90Hz', 'Cải thiện hiệu suất tổng thể của điện thoại']"
264,0,máy xài mượt chụp ảnh đẹp nhưng chụp ban đêm thì không được rỏ lắm. điểm yếu của máy là pin nhanh hết quá.,"['performance', 'camera']","{'performance': 'Positive', 'camera': 'Negative', 'pin': 'Negative'}","['Cải thiện chất lượng ảnh chụp ban đêm', 'Nâng cao tuổi thọ pin']"
265,0,sản phẩm đẹp giá quá tốt pin lại trâu ! cực kì oke mọi người nên mua ! chương trinh mua kèm a11 2tr5 quá tốt,"['screen', 'price', 'battery']","{'screen': 'Positive', 'price': 'Positive', 'battery': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Đoạn văn chủ yếu là lời khen và quảng cáo sản phẩm. Vì vậy', 'tôi không thể cung cấp một danh sách các khuyến nghị dựa trên thông tin đã cho']"
266,0,sau hơn 1 tháng sử dụng tôi không biết nói gì hơn ngoài 1 câu rất hài lòng với sp này,['general'],{'general': 'Positive'},[]
267,0,"không nên mua điện thoại gì mới mua 1 ngày mất sóng không ăn sim cả chục lần, bàn phím thì nhảy loạn xạ, màn hình bấm không ăn. mình chủ yếu mua để nghe gọi lướt face zalo mà cũng không đáp ứng được. thua","['price', 'design', 'camera', 'performance', 'battery']","{'price': 'Neutral', 'design': 'Neutral', 'camera': 'Neutral', 'performance': 'Negative', 'battery': 'Neutral'}","['Sửa lỗi kết nối mạng', 'Cải thiện độ ổn định bàn phím và touch screen']"
268,0,máy rất tốt pin trâu màn hình to trải nghiệm game rất mượt mà 4ram 64gb lướt facebook rất ok màn hình to xem phim rất đã,"['battery', 'screen', 'performance', 'storage']","{'battery': 'Positive', 'screen': 'Positive', 'performance': 'Positive', 'storage': 'Neutral'}",[]
269,0,đt e mới mua hôm wa..sao về xài cảm thấy hao pin quá..không biết tại đt hay bị lỗi gì không.giờ e phải làm sao..,"['battery', 'others']","{'battery': 'Negative', 'others': 'Neutral'}","['Cải thiện hiệu suất pin', 'Kiểm tra và sửa lỗi hệ thống']"
270,0,4 máy mới mua. nhiều lúc cảm ứng mình phải bấm mạnh hoặc 2 lần mới ăn. cái này lỗi phần mềm hay là do cường lực ạ,"['features', 'performance']","{'features': 'Neutral', 'performance': 'Negative'}","['Cải thiện độ nhạy cảm ứng', 'Kiểm tra cường lực màn hình']"
271,0,"điện thoại tốt trong tầm giá không có gì để chê, chạy android 10 miui 11 chưa tối ưu hết nên xảy ra 1 số lỗi, đợi các bản cập nhật thì sẽ ổn định hơn, đặc biệt chuẩn bị ra mắt miui 12 được tối ưu tốt hơn trên nền android 10, đã mua máy các bác phải chấp nhận những lỗi cố hữu trong phần mềm rồi đợi có bản cập nhật thôi, thấy các bác than quá trời riêng e nghĩ nên để 1 thời gian sẽ ổn định thôi.","['price', 'general']","{'price': 'Positive', 'general': 'Neutral'}","['Cải thiện hiệu suất ứng dụng trên nền Android 10', 'Chờ bản cập nhật MIUI 12 để tối ưu hóa trải nghiệm người dùng']"
272,0,"máy e mua về sài 1 tuần đã giật lag các thứ rồi sài 3 tháng sau thấy có bản nâng cấp lên android 10 giờ giật ko sử dụng nổi luôn, chơi game nhẹ lướt fb giật đứng màn hình 1 2 phút nó mới bình thường lại 1 ngày bị 2 3 lần như vậy, khôi phục cài đặt gốc nó cũng vậy giờ ko biết sao cho nó hết giật lag đây ad","['performance', 'others']","{'performance': 'Negative', 'others': 'Negative'}","['Sửa lỗi treo ứng dụng', 'Cải thiện hiệu suất hệ điều hành']"
273,0,"sản phẩm rất chất lượng, chủ yếu mình về để chơi game nên con máy này không có gì phải chê hết, cpu và gpu rất là mượt mà.","['performance', 'camera']","{'performance': 'Positive', 'camera': 'Neutral'}",[]
274,0,giá 20 triệu mà màn hình fhd con chíp 765g như vậy là quá đắt rồi...với mức giá này thid mua samsung s20 dùng sẽ tốt gơn hoặc iphone xs mới dùng chất lượng hơn nhiều,"['price', 'screen', 'performance']","{'price': 'Negative', 'screen': 'Neutral', 'performance': 'Negative'}","['Cải thiện giá cả của sản phẩm', 'Cải thiện hiệu suất của sản phẩm']"
275,0,tôi đã mua thử sp mới của vivo là y20 tại tgdd thật bất ngờ ngoài mong đợi máy tốt hiệu năng ổn cùng cảm biến vân tay bên hông mới,"['performance', 'design', 'features']","{'performance': 'Positive', 'design': 'Neutral', 'features': 'Positive'}","['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Vì vậy', 'tôi không thể cung cấp các khuyến nghị dựa trên thông tin đã cho. Nếu bạn có thêm thông tin hoặc yêu cầu cụ thể', 'vui lòng cung cấp để tôi có thể hỗ trợ bạn tốt hơn']"
276,0,"chụp ảnh lấy nét chậm, dùng chưa đc 1 tháng thì gọi lúc nghe đc lúc không cố dùng sau 8 tháng thì máy đơ màn hình vuốt không được. không ngờ tệ đến vậy.","['camera', 'battery', 'design', 'performance', 'ser&acc']","{'camera': 'Negative', 'battery': 'Neutral', 'design': 'Neutral', 'performance': 'Negative', 'ser&acc': 'Negative'}","['Cải thiện hiệu suất lấy nét camera', 'Sửa lỗi màn hình vuốt không phản hồi']"
277,0,"tuyệt nhất trong phân khúc dưới 3 triệu. ngon bổ, rẻ. người việt tin dùng hàng việt","['price', 'general']","{'price': 'Positive', 'general': 'Positive'}","['Không có phản hồi cụ thể nào để chuyển đổi trong trường hợp này. Nhận xét chỉ là một lời khen ngợi chung về ứng dụng', 'không đề cập đến bất kỳ vấn đề hoặc yêu cầu cụ thể nào. Do đó', 'không có khuyến nghị phù hợp để đưa ra dựa trên thông tin đã cho']"
278,0,"ảnh nền khóa màng hình đẹp, màu sắc mặc định hơi nhạt , vào cài đặt màn hình chọn sinh động sẽ đẹp.","['design', 'camera']","{'design': 'Positive', 'camera': 'Neutral'}","['Cải thiện độ tương phản của ảnh nền khóa màng hình', 'Thêm tùy chọn màu sắc mặc định sáng hơn']"
279,0,điện thoại kb sao k dùng j mà để từ sáng đến chiều sút ik mất 13 pin . chs games đc khoảng15 20 mà đt đã nóng lên r . kb có sao k z. đt vừa mua dùng đc 4 ngày,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}","['Cải thiện hiệu suất pin', 'Cải thiện hiệu suất làm mát']"
280,0,"nhiều người chê bai các kiểu.. riêng tôi thấy rất hài lòng lướt mượt, game tốt, pin vừa đủ.","['performance', 'camera', 'battery']","{'performance': 'Positive', 'camera': 'Neutral', 'battery': 'Positive'}","['Cải thiện trải nghiệm người dùng (UX)', 'Tăng cường hiệu suất ứng dụng']"
281,0,"cho 10 sao. máy dùng rất mượt, pin trâu quá k thích mấy vì k đc dùng sạc nhiều. sử dụng liên tục từ 6h sáng đến giờ mà máy vẫn còn 48","['performance', 'battery']","{'performance': 'Positive', 'battery': 'Positive'}","['Không có phản hồi cụ thể nào trong câu đánh giá này. Tuy nhiên', 'dựa trên thông tin được cung cấp', 'đây là một số gợi ý có thể:', '1. ""Cải thiện hiệu suất pin""', '2. ""Thêm tính năng sạc nhanh""', 'Lưu ý rằng đây chỉ là những gợi ý dựa trên thông tin có sẵn', 'và chúng có thể không hoàn toàn phù hợp với nhu cầu của người dùng']"
282,0,"dùng được 1 tháng ,chức năng máy bình thường, chụp ảnh tạm được, pin mặc dù 4500 mah nhưng thực tế trải nghiệm thì không được trâu cho lắm,máy dùng nhiều hơi nóng được cái sạc nhanh,chơi game thì ổn có điều chơi liên quân mobile ko hiểu vì sao cứ tải đến 79 là dừng rồi 1 lúc lâu sau mới vào được.. nói chung không hài lòng cho lắm","['battery', 'camera', 'performance', 'price', 'design', 'ser&acc']","{'battery': 'Positive', 'camera': 'Neutral', 'performance': 'Neutral', 'price': 'Neutral', 'design': 'Neutral', 'ser&acc': 'Neutral'}","['Cải thiện hiệu suất tải ứng dụng', 'Sửa lỗi dừng tải ứng dụng trong trò chơi']"
283,0,"camera trước xấu. không có đèn flash trước. không được bằng v5, v7. mặc dù cam 32.",['camera'],{'camera': 'Negative'},"['Thêm đèn flash trước cho camera trước', 'Cải thiện chất lượng camera trước']"
284,0,máy dùng rất ok bin sạc nhanh lâu hết xài cũng đc 2 ngày lước mược nói chung là sài rất ok,"['battery', 'performance']","{'battery': 'Positive', 'performance': 'Neutral'}","['Cải thiện hiệu suất sạc', 'Cải thiện thời lượng pin']"
285,0,mới mua máy... hiện tại thấy tất cả ổn... thiết kế đẹp... cũng lần đầu tiên xài xiaomi...,"['design', 'general']","{'design': 'Positive', 'general': 'Neutral'}",[]
286,0,"thích mẫu se nhất . đẹp , gọn, mạnh mẽ chắc chắn. chán đời nhất của ip là pin , không thể chấp nhận được lỗi pin kém này nên đành dùng máy khác. mặc dù rất tiếc . không hỗ trợ 2 sim và thẻ ngoài là điểm trừ rât lớn . nếu khắc phục lỗi này chắc doanh số kinh khủng lắm .","['design', 'screen', 'battery', 'performance', 'storage', 'ser&acc']","{'design': 'Positive', 'screen': 'Neutral', 'battery': 'Negative', 'performance': 'Positive', 'storage': 'Neutral', 'ser&acc': 'Negative'}","['Cải thiện tuổi thọ pin', 'Thêm hỗ trợ 2 sim và thẻ ngoài']"
