review_id,text
658,"vừa nhận con này hôm qua. máy đầm chắc tay, cảm ứng mượt, cảm biến bên hông cũng tiện tay. rất thích."
659,mới mua hồi chiều về cập nhật phần mềm lại thì chơi lq mới vô trận thì văg ra phải vô lại nó mới ko thoát ra... haizz ko pit hị lỗi phần miền hay là j juawx
660,tất cả đều ok chỉ có đều pin tuột nhanh có sạc nhanh thì vẫn ổn mong là đều chỉnh lại hiệu pinned
661,nhân viên tư nhiệt tình về sản phẩm.. còn sản phẩm còn vivo u10 phải dùng thời gian mới biết
662,a51 8ram có khác gì đâu . a51 6ram trùm rồi. camera đẹp .game mượt tùy game thì max độ họa luôn .
663,"dùng đc một tuần. thấy pin ngon. thiết kế máy đẹp, màn to nhưng hơi tối và tái, camera tầm trung. cảm ứng mượt, bắt wifi kém hơn các loại máy đang cùng xài. tóm lại thích pin và thiết kế. và cả thái độ phục vụ khách hàng trong mùa dịch."
664,"mới mua 1 cái trải nghiệm chưa nhiều vì đang dùng 2 đt. cảm nhận pin tạm được. tuy nhiên không có chế dộ sạc nhanh nên sạc rất lâu. xem phim full màn hình thì bị mất 1 khúc trên và khúc dưới ko thể hiện đủ nội dung. chơi game thì cảm giác không mượt cho lắm thua sam. chụp hình sắc nét, có thể chụp thiếu sáng. loa thoại nghe to rõ. ok ko nghe nén dc, vì người bên cạnh vẫn nghe dc tóm lại với giá tầm trung thì sài em này tạm tạm."
665,liên quân fee file mượt.có đều camera chụp hình k đc đẹp.pin trâu bò.mua hàng gặp a quản lí tgdd nói chuyện xiu dễ thương
666,"sản phẩm tốt, mượt. tuy bắt wifi là có hơi yếu. camera ở mức tạm ổn và không qua sắc nét mặc dù thông số rất cao. không chơi game nên k biết. coi phim thấy loa rè và khó chấp nhận, phải đeo tai nghe. 8 10"
667,"máy chạy chậm ỳ ạch lắm.thiết kế thô và xâu , cho người già xài thì hợp hơn. nói chung là giá khoảng 1 triệu thì vừa."
668,21tr chụp bình thường thì đẹp mà zoom lên bị noise xấu qá không biết có phải do phần mềm hay gì nữa ...
669,mình thì mới mua máy này chất được 1 tháng mình sài thì thấy bình thường thôi có cái là pin mầu hết mình nói chuyện fb zalo thì ko có bị nóng hay gì hết sắc pin thì vô rất nhanh những phải đúng đầu sạc của nó còn ko thì rất nóng và lâu vô pin
670,"quá tốt trong tầm phân khúc, xem ytobe mượt mà, chụp ảnh rất tốt. mình rất hài lòng"
671,"um, key2 này nó chíp hơi đuối trong tầm giá nhưng bù lại ta có, màng hình rất đẹp, camera ngon,... và đặc biệt là có một nền tảng bảo mật số một ngay cả iphone x..., phải đứng sau."
672,tôi không biết mấy các bạn nên nhưng của tôi thì quá ok. vân tay nhạy. chắc do các nha dán cường lực quá dày. sau 3 lần sạc đủ 8 tiếng thì pin dùng cả ngày tối cần còn dư khoản 30 . hiệu năng các thứ cũng vẫn ok. ngoài việc nó giống a71 có thêm cái bút spen ra thì mọi thứ ok.
673,"nút âm lượng ko đụng vào lúc thì tự bật to lên, lúc thì hạ âm xuống, chế độ sạc nhanh mà sạc gần 2 tiếng 30p mới đầy pin"
674,"mua được 2 tuần nhưng sử dụng rất chán. camera thì quá ảo trắng hết cả mặt. dùng thì thỉnh thoảng chuyển ứng dụng khá chậm mặc dù là máy mới mua, bắt sóng cũng yếu. màu sắc màn hình cũng ko đẹp như j7 đang dùng. đang quen dùng samsung định lấy a51 nhưng đến cửa hàng mấy chị nhân viên cứ tư vấn lấy oppo hơn. mặc dù phục vụ tốt nhưng chỉ đánh giá 3 sao"
675,"mình mua chưa được 1 tuần máy thì tốt nhưng pin thì không trâu như mình nghĩ. so với tầm giá với các dòng khác thì cũng tốt , chỉ hơi buồn khi pin tiêu thụ quá nhanh."
676,"sản phẩm tốt về mọi mặt trong tầm giá, trừ camera trước ,phải nói là rất xấu còn lại ok"
677,máy mới mua về lâu đơ cảm ứng.khi mua thì được nhận viên tư vấn mua loại sam sung 10s bảo máy dùng thích...ai dè mua về thấy thế này nghe phát chán
678,"lúc chơi game moba con quay chuột thi thoảng mất kiểm soát bang bang pubg mobile pin cực trâu 50 độ sáng vân tay nhạy ghê ấy mà đọc toàn lỗi sóng sánh thật sự noai thì cùng điều kiện hết tốc độ cao 4g nhưng mà con j3pro 2016 chip 410 nó load fb mượt kinh mà con a70 này load toàn trắng màn hình phải một lúc mới có wifi bắt yếu hơn mấy con china sự thật , còn lại tuyệt vời"
679,"đã sử dụng, cảm thấy tuột pin rất nhanh. 2h sử dụng tuột gần 30 pin. còn lại thấy ok"
680,điện thoại mình mua được khoảng hai tháng lúc đầu cũng bị loạn cảm ứng và đơ nhưng sau 2 bản cập nhật điện thoại êm hoàn toàn luon pin xài được lâu nữa
681,sản phẩm quá ngon so với giá. chơi pubg không bị lak . pin trâu. đẹp mới mua ở bmt
682,máy thiết kế đẹp.. cầm êm hơn con y9 prim.. ban đầu phân vân giữa con này và y9 prim 2019 nhưng thấy con này đẹp quyết định mua p30 lite màu trắng quá đẹp sạc pin nhanh .. giá hợp lý giảm 15 còn được thêm 240k khách hàng thân thiết chỉ còn 5.447
683,máy vô cùng ưng ý.ngon mượt.ko có chplay và gg cũng xài tốt đầy đủ ứng dụng.good
684,chán thật sự không biết do máy mình lỗi hay do dòng máy này lỗi nữa. xem phim xem video bật chất lượng cao nhất vẫn cứ thấy ghẻ ghẻ thâmh chí không bằng chất lượng máy cũ của mình là nokia 6.1 2018
685,"mua hơn 3 tháng, hôm vừa rồi đi mưa bị rè cái loa gần camera selfie. chống nước mà vẫn phải sấy như địên thoại thường. cảm thấy thất vọng quá."
686,"thiết kế đẹp, màn hình liền mạch, cam sau đẹp chất ảnh trong hơn oppo rất nhiều , hiệu năng nhanh mượt ở các tác vụ cơ bản như face, zalo, you tube, màn hiển thị rực rỡ"
687,"máy tệ, mẹ mình mua về rồi đổi cho mình, đọc mới biết con chip cùi s450?? chụp hình xấu đui. giá 3.900k giảm còn 3.100k biết là tiền ít thì máy cùi nhưng trước mình dùng con oppo cùi a1k còn ngon hơn, chụp ảnh đẹp hơn, dùng 6 tháng để đt qua đêm chỉ tụt 5 , còn con a11 này mới xài 2 ngày để qua đêm tụt 15 d ??. dùng được 3 ngày chịu lỗ 620k để mua con khác vì máy quá tệ. trong tầm giá mua oppo redmi còn ngon hơn."
688,chơi game loadn siu tốc nha. ae nên đập dt đang sài rùi múc con này về nhé.......
689,"máy thiết kế đẹp giá tốt chất lượng tốt, mỗi cái wifi hơi kém đang chiến game wifi rớt mạng mặc dù máy kế bên không bị mất wifi, cái này mình không hiểu do phần mềm hay phần cứng"
690,ma y sa i kha tô t tôi ha i lo ng pin tô t ma y lươ t mươ t sa i do ng ma y ha ng cu ng râ t lâu.
691,"thiết kế sang chảnh đẳng cấp chuẩn mực, cấu hình mạnh mẽ , trang bị chống nước, chống bụi tuyệt đối theo chuẩn ip67, dùng rất ổn định chơi game cực phê. tiền nào của đó"
692,sài được 3 tháng máy có hiện chậm lag khi chơi bupg pin cũng tạm ổn cam cũng tạm wifi hơi chậm hơn lúc mới mua lần cuối cùng mình sài chip meditek
693,tất cả mọi thứ đều ổn trừ cái màn hình ra. ước gì màn ngon hơn 1 chút thì đây là sản phẩm tuyệt vời nhất
694,"máy e bị tình trạng viền đen xung quanh màn hình là s ạ ,sản phẩm quá tệ pin lúc trâu lúc xuống cực nhanh lúc gọi còn bị tối đen mấy phút xg mới dc"
695,tất cả đều tốt ngoại trừ pin sạc quá lâu 4 tiếng chưa đầy với khá nhiều quảng cáo.
696,"mình trước giờ sử dụng iphone nhưng nay mình mua máy này vì cũng muốn thay đổi. nhưng máy tệ hơn nhiều quá và android xài tệ hơn ios rất nhiều. sam sung trượt, mở khóa, và nhiều tính năng khác không bằng android là có thật mọi người ạ"
697,"máy hình chưa chưa tới 1gb, chỉ tải vài ứng dụng cơ bản thôi máy lag rồi, chỉ có 2 điểm cảm ứng trên máy, facebook lướt không được một vài phút out ra. game thì khỏi nói chả có nào chiến được. android 8.1 cho vui chứ tải game hay ứng dụng về để chưng thôi, dùng không nổi. thề, thà để 1tr mua cái qua tay cũ xíu vẫn ngon hơn cái máy này, mua được 1 tuần thay liền ấm ức chịu không nổi"
698,"tốt với nhu cầu cơ bản, không game, không tác vụ nặng. samsung giá rẻ thì nó v rồi được cái thương hiệu"
699,"điện thoại này xài bền, chơi game ổn, camera thì tuyệt, chip cũng mượt, pin thì trâu, mà còn có sạc nhanh nữa"
700,mọi thứ điều tốt mình sd 6 tháng không 1 vấn đề k hiểu sao nhiều ng đánh giá thấp
701,"mới đổi cái thứ nhất chuẩn bị đổi cái thứ hai, cái thứ nhất lỗi khuôn mặt, cái thứ hai lòi came, còn lại cái ji cũng ok"
702,tốt. nhân viên nhiệt tình sp k hiện biểu tượng cắm tai nghe trên stt. ngon trong tầm giá
703,tôi mua đc hơn 4tháng... mọi thứ sử dụng ok.chỉ có mở khóa vân tay chưa nhạy lắm đã cập nhật phiên bản .máy ko chơi game nên lên mạng chạy nhanh như sin béc.hid hí
704,"ngon trong tầm giá tuy vuốt lên ko thoải để tìm ứg dụg cho lắm ,nhưg giá dưới 3 triệu mjh thấy ok rôi ,nhưg về lâu dài thì ko bjet ntn,rất mog nó sẽ bền ít nhất trên 1năm"
705,điện thoại tưởng không ngon ai ngờ ngon không tưởng pin cũng tạm ổn phím bấm nảy cao ok nhạc to êm không rè nhìn chắc chắn máy nhạy bấm im thao tác nhanh . nhân viên nhiệt tình cho 5sao ....
706,"quá tốt trong tầm giá. các anh chị nhân viên rất vui vẻ, nhiệt tình. cảm ơn tgdd"
707,"máy đẹp, mình mua màu xanh, mặt lưng nhìn rất đẹp. màn hình to, đẹp, mình lướt fb, xem youtube đều rất mượt. mua được trả góp 0 nữa,rất phù hợp với sinh viên nha các bạn."
708,"kiểu dáng đẹp, pin sạc nhanh đầy nhưng cũng nhanh hết pin, mở máy bằng vân tay chán hết chỗ nói, ấn 10 lần chỉ được 1. nói chung là bình thường so với giá tiền"
709,máy xài ổn trong tầm giá .mặc dù hơi lag tí nhưng giá vậy là ok với một chiếc máy tầm trung rồi .
710,chơi game hay bị đứng k tự ra đc phải bấm về giao diện chính pin xuống nhanh bù lại sạc ok
711,"đã xài đc 6 tháng, đánh liên quân rất ok, mỗi cái giờ pin tụt nhanh quá à, cần tìm ốp lưng đẹp cho máy"
712,toàn bọn dùng cục gạch . chưa dùng cảm ứng bao giờ đéo biết xài đổi này lọ . nói nhăng xằng
713,"rất hài lòng . xứng đáng để mua ở tầm giá này. pin trâu, cam chụp đẹp. chơi game rất ngon .vân tay nhạy"
714,"mới lấy máy lúc trưa cảm thấy máy mượt pin thấy ổn ,mình thích cách phục vụ của đmx nên cho 5 sao"
715,"màn hình hơi ám vàng nhẹ , loa cho âm ra âm thanh không lớn , giá quá rẻ nên không đòi hỏi nhiều"
716,xài rất ngon bền .video full hd .kết nối với tivi chuẩn .chiếu ứng dụng fb .zl .game tất cả lên tivi .rất sáng .
717,"máy sài rất ngon, mượt giá còn lại mềm. thiết kế đẹp, máy cầm nhẹ nhàng vừa tay, pin trâu lại có công nghệ sạc nhanh"
718,"nhân viên tận tình,nhiệt tình tư vấn hỗ trợ,sản phẩm mượt,vừa mua khi nãy,nhưng tiếc là chạm được có 2 điểm trên màn hình,còn lại ok hết"
719,máy tôi mới mua về được mới ngày cứ bị tự rớt cuộc gọi khắc phục mới lần ko được
720,"dùng 5 tháng vẫn thấy ổn dùng cũng mượt, chơi game ngon, antutu 170k khủng, camera cũng đẹp chấp nhận nhưng màn hình lâu lâu bị hiện tượng bóng mờ burn in"
721,nói chung theo thời gian tôi xài máy rất tốt manh mẻ chơi mượt pin trâu ko có j chê chỉ là khung viền máy dễ bị trầy xước quá thôi con lại mỗi thứ rất ok
722,"loa bị chói tai quá. lỗi chung hay mỗi máy mình bị ko biết. pin cũng ko đc trâu lắm. máy mượt, đẹp, độ sáng hơi tối so với các hãng khác, chỉnh sáng cao lắm mới bằng mức trung bình của máy khác."
723,sản phẩm xài mượt chơi game thì hơi ấm ấm pin trâu sạc pin nhanh nói chung là ngon nhân viên tư vấn điện thoại ở đường 1036 tân kì tân quý rất nhiệt tình cảm thấy rất hài lòng
724,"do mọi người ko biết cách dùng hay ấy chứ, đặc biệt đón chíp helio g90t chạy game liên quân gần bằng iphone 8,lướt web,youtube, messenger, ko tính chơi game pin 10 hơn 1 tiếng, trong tầm 6 triệu quá hời so với các dòng xiaomi, con này mình mua lại tgdd đấy nhé, dùng qua nhiều dòng điện thoại nên chưa chê em này đc. tóm lại theo cá nhân mình nhận xét, xiaomi notes 8 pro này là iphone đệ nhị"
725,lúc mới mua về thì cũng có 1 vài lỗi lặt vặt trước mình xài con oppo f7 mà pin con này mình cũng ko thấy trâu hơn oppo f7 j mấy còn chơi game thì cũng ok...
726,ở tầm giá này chắc ko ai qua nổi vsmart rồi bây giờ giá rẻ chíp ngon là vs còn xiaomi bắt trend giá mây xanh
727,tắt chế độ hẹn giờ bật tắt máy đi là được! vào đọc cmt mà mắc cười . cái gì mà sụp nguồn đồ
728,"sạc nóng và chỉ được trên 70 , wifi bắt kém và thường xuyên bị ngắt ko rõ lý do. trải nghiệm tệ."
729,mua máy từ ngày 5 đến 14 đổi 2 máy rồi như vẫn bị mata wiffi tự động rồi có lại trong khi đang đánh game liên quân gọi messages camera trước thì tối hù...thấy hàm răng ko... ko bị bên hãng có chơi cách khác phục nào đc về wiffi k ạ...chán quá ạ..đổi máy thứ 2 rồi đấy...
730,máy xài cực kì mượt sạc pin nhanh chơi game khỏi bàn camera thì cưc kì nét video chống rung quá tốt kèm theo màn 2k vs 120hz thì khỏi bàn khuyên mn nên mua về xài mới bít đc mượt cở nào
731,đã sd gần nữa tháng. cảm thấy rất hài lòng về em này. camera khá là ổn và nhiều chị tiếc khác. có điều loa ko dc tớ cho lắm. nói chung là ok. nvtgdd tư vấn nhiệt tình chứ đáo. vui vẻ.
732,"game rất lag, nói chung ko chơi lq đk sp thực sự kém. khuyên chân thành mua sẽ hối hận. 1 muốn chơi game thì ko ngon tý nào, giật lag. còn giải trí thì loa chán"
733,"đang sài samsung c9pro nghe dt mới ra chay ra đổi ai ngờ quá thất vọng luôn , sài nhiều dòng samsung rồi nghe nhân viên quảng cáo ngon mua 2 cái 1 lúc luôn, không lẻ bỏ luôn"
734,"dùng 1thời gian thì camera sau và đèn led bị lỗi không dùng được,chơi game cũng tạm, hay bị mất thông tin"
735,mua dt redmi note7 sử dụng dc 1 tháng nói chung ko có gì phàn nàn .nếu mua lại vẫn mua redmi note7.
736,"sản phẩm quá tuyệt vời, pin trâu, cấu hình mạnh, sản phẩm đẹp . khoong có gì để chê trong tầm giá này"
737,mi nh mua đươ c tha ng rô i. ma y no i chung đươ c nhưng chơi game thi đư ng liên tu c. râ t la cha n.
738,"sản phẩm dùng tốt, pin khoảng 5h dùng liên tục. dùng 1 tháng chưa thấy lỗi gì. ios 12.0 ."
739,"máy thì ok, nhưng cục sạc thì sạc lâu, 2 tiếng thì được 26 ,mình phải lấy cục sac huawei sac thì nhanh, monh tgdd khắc phục về cục sạc nha"
740,máy dùng tốt pin ổn chơi game lúc nóng máy vẫn có hiện tượng giật lag. mặt lưng sao giống bằng nhựa quá
741,"sau 1 tuần sử dụng thì thấy rất thất vọng về quả pin 5000 ,để ko cũng hao pin rất nhanh ,chơi game thì hơi giật ,nói chung là sai lầm khi lựa chọn a9, huawei đùng còn thích hơn"
742,điện thoại đơ hết khả năng luôn. cùng mức giá nhưng kém hơn oppo a3s. thất vọng ghê gớm về samsung
743,cảm biến vân tay quá kém mọi chức năng khác đều rất ok lúc mình mua thì giá km 11900k giờ lên 13900 k thì ai dự định mua thì cũng lên đắn đo chút
744,máy ok chơi game mượt ko lag nt gọi điện thì ok rồi ko phải nói giá cả phù hợp với sinh viên mọi người lmj chê ghê thế tui thấy rất ok mà
745,"trải nghiệm sản phẩm vượt sự mong đợi, đã và đang dùng, hôm nay dùng thêm 1 chiếc dt samsung nữa. không cần quảng cáo quá nhiều mà khách hàng sẽ là những người đánh giá chính xác nhất."
746,"k có gì để chê luôn ,chụp hình đẹp,sạc nhanh,pin trâu nữa,mình cũng chơi liên quân thấy ngon k tưởng"
747,"mình mới mua iphone 7plus 128 gh ở điện máy xanh kim đong hưng yên ngày hôm qua, mình sạc lần đầu không để ý, nhưng hôm nay mình dùng còn 49 bin khi đi làm về là 18gio mình cam sac đến tận 21gio 40 mới đầy, vậy có làm sao không quá lâu đúng không ạ,3gio 40 mới được 51 bin,mong các bạn giải đáp ho"
748,"thiết kế đẹp, cấu hình tốt, màn hình đẹp, chụp hình ko tệ với giá này, pin trâu sạc nhanh quá đỉnh, đã dùng đc 1 tháng, ko có gì phải chê thì việc gì phải mua mấy con cùng cấu hình mà mắc hơn của hãng khác ???? mới chuyển từ samsung sang oppo và bây giờ sẽ là fan của vivo"
749,sản phẩm quá tệ. dùng 2 tuần mà cảm thấy ức chế muốn đập cái a 51 này. thua cả con j7 2016 củ .
750,mơ i mua đươ c 4 nga y .ma y cha y ư ng du ng râ t no ng .pin nhanh hê t đê không cu ng tu t phâ n trăm pin . co n la i đê u ô n
751,"tuyệt vời cấu hình ổn, pin trâu , màng đẹp camera ok trong tầm giá, ko có j để chê cả anh em nào chơi pupg thì ko nên mua nha đt này chỉ cày liên quân đc thôi"
752,"sản phẩm rất thích, đúng nhu cầu sử dụng hiện tại của mình, cấu hình mạnh, chụp hình đẹp, pin sử dụng lâu, nhân viên nhiệt tình."
753,tốt nhất ko nên mua. hãy bị sập nguồn. tôi đổi máy mới thì mất 10 phần trăm tiền máy. đổi xong mấy mới cũng bị. nạn với realme 6i
754,đã đổi con máy thứ 2 .con đầu bị đơ camera k chụp hình d ..còn con thứ 2 bật wifi ok đến lúc tắt màn hình thì wifi cũng tắt theo luôn .mặc dù k tắt wifi
755,"ma y tuô t pin nhanh,no ng khu ng khiê p,mơ nha c thi rung ca ma ng hi nh hic"
756,máy hay bị dơ và loạn cảm ứng nửa. mọi người cân nhắc kỷ trước khi mua em nó.nếu không mang bệnh tức
757,"mình mới mua máy được 1 tháng thấy máy bắt wifi và 4g rất kém thỉnh thoảng phải khởi động lại mới được, pin nhanh hết rất thất vọng khi mua máy này, mọi người không nên mua."
758,máy ngon thật có điều phần mềm còn hơi lỗi chơi game vs nghe nhạc diều rất tốt máy còn rất mượt nữa .
759,"sản phẩm rất tuyệt sau 2 tháng dùng, tốt hơn nhiều so với hàng trung quốc trong tầm giá , cgo 5 sao hàng việt nam"
760,máy êm mượt chơi game ok chơi liên quân ổn có pin tuột hơi nhanh chút nhưng không sao
761,"lời khuyên chân thành dành cho bạn nào muốn mua máy này để chơi game , sóng cực yếu từ lúc mua đến giờ chưa bao giờ thấy đầy cả , chơi lag bực , còn chat trong game cũng v , tại sao bị thu nhỏ ?????"
762,"máy đẹp, chơi pubg mượt, nhưng mà lướt hay bị đơ máy, thỉnh thoảng mình chơi pubg có hiện tượng nhấn nút bắn k nhạy, lướt web đọc truyện bị đơ màn hình, máy nhanh nóng, chụp hình thì dù mình cầm rất chắc nhưng máy cứ báo để làm sắc nét bức ảnh vui lòng cầm chắc máy k biết có bị lỗi gì không."
763,sao 3 ngày trải nghiệm . pin trâu. những sạc 3.30h mới đầy . tôi thấy dt. xài hay đứng máy. bị loi
764,s11 vẫn là máy ngon chạy vài năm rồi không bị gì. rất ưng ý với dòng máy này bền vững.
765,"mới rinh về hôm wa luôn, chưa dùng nhiều nhưng thấy pin nhanh hết, cảm biến vân tay chưa nhạy lắm, face thì quá ok luôn, chụp hình ảo dịu vê lờ ra dành cho thánh sống ảo với mấy thánh không biết chụp nè . giá tầm này đòi hỏi xịn xò thì tự sản xuất ra mà dùng nha mấy thánh!!"
766,"mình thấy cũng tốt, nhỏ gọn , ios rất mượt, hài lòng nhân viên điện máy xanh , xã mỹ hạnh nam, gần phúc an cyty đức hoà, long an!"
767,"máy chạy ổn, chụp ảnh rõ, bình thường chơi zalo với cả fb, em không chơi game cho nên bây giờ thấy vẫn chạy tốt, chưa có lỗi gì"
768,"mình mới mua con này ngày hôm qua. thử nghe nhạc rất êm âm thanh có pass nhiều nghe ấm. mình ở trong hẻm nên chưa có wi fi xài 3g mà gọi message rất rõ. chụp hình đẹp. mới trải nghiệm có nhiêu đó ah. nhân viên điện máy xanh nhiệt tình. có chờ lâu chút, bé nv xin lỗi hoài vì sợ mình chờ đợi. nói chung mua ở dmx là thích nhất."
769,mới mua chưa đc 1 tháng giảm hơn 5tr hajzzz rớt giá nhanh quá ..... còn về phần máy thì xài rất là ok
770,cực kỳ tốt lun ấy chỉ có điều camera selfie hơi thất vọng tí nhưng cam sau thì cực kỳ tốt dùng để chụp ảnh phong cảnh là tốt cực kỳ đấy mấy ông mấy bà
771,chơi games lag lướt web cũng giật lag 1 điều kiện là pin trâu màn hình giọt đẹp không thích cấu hình cho lắm
772,rất tốt. tuy nhiên mình muốn hỏi là máy khi mua thì đã được dán chống trầy hay cường lực vậy ạ?
773,"pin 5000mah nhưng k trâu,xài tầm 1 ngày là hết,mặc dù k chơi game chỉ lướt fb xem youtube và đã đóng hết tất cả ứng dụng chạy ngầm cũng như bật mode tiết kiệm pin"
774,"thất vọng camera, đúc túi quần cũng bị xước, mạng tốc độ cao mà vào như rùa vậy.wafi bắt ko bằng iphone 3."
775,tốt nhất trong tầm giá. nhân viên thu ngân tư vấn rất nhiệt tình vv. mình vừa mua sáng nay nên chưa trải nghiệm nhiều. nhưng so về cấu hình hiệu năng thì tầm giá 2tr3 k có hãng nào bằng.khuyên mọi ng nên mua trải nghiệm
776,"máy mới mua 5 ngày đang nghe nhạc đột nhiên màn hình tắt đem máy lên đối nv đmx bảo gửi thẩm định bảo máy vô nước không đối phải trả tiền 2,1 triệu thất vong vô cùng"
777,máy này bố mẹ tặng cho mình xài mới được 1 tháng mà máy lag cực kì lúc mới mua xài oke nhưng 2 tuần này ko hiểu sao máy lag cực kì còn vân tay thì ko nhạy lúc được lúc ko nói hung về độ nhạy thì ko bằng j7 pro tuy rằng đời cũ nà xài còn oke hơn
778,nhìn máy chắc chắn hơn và đẹp chơi game đồ hoa cao nét nói chung chụp ảnh thì ok
779,"thua con a5 2017 ... rất thất vọng quá tệ luôn... máy nhanh hết pin mặc dù k dùng gì mấy, camera thì bị lóa... loa thì bé ...vân tay lúc đc lúc k....chán"
780,xài rất oke mượt
781,hứa là không bao giờ đặt chân vô tgdd mua cái đt hay cái gì.mình mới mua cái ip7 plus mới lúc sáng về dùng mở máy lên thấy thanh thông báo đó phải tắt máy rồi mở lại .ra ngoài mua máy xách tay cho lành. giờ lỡ mua rồi thì ráng ngậm cục tức mà dùng đỡ thôi.
782,sài tốt nhưng pin tuột nhanh đã gần 1 tháng mà vẫn ko hết tuột pin. sạc nhanh ok
783,"mua máy về chưa đầy 1 tháng đi đổi 2 3 lần, lần nào về sử dụng đc 1 2 tuần là cũng bị loạn màn hình tự nhảy ứng dụng lung tung đi đổi sang máy vivo y11 lỗ hơn 1tr khuyên 0 nên chọn sản phẩm a10s này của samsung"
784,"camera bắt màu rất sống động đây là sản phẩm tốt, mọi người nên mua và trải nghiệm"
785,nói chung lúc đầu xài rất ngon...nhưng hẹ thống phần mềm nặng cấp riệt ròi xài dở tệ..nhức là bất wifi rất yêu
786,mik mua đk 10 ngày nhưng đã có vài lỗi kỹ thuật rồi. màn hình có lúc bị nhiêu như tivi nhiễu sóng vậy. có lúc máy đơ cảm ứng nhận lệnh rất chậm. chơi game thù âm thanh lại phát ra từ loa gọi điện chứ k phải loa ngoài. thật sự muốn đổi máy khác xem có phải đều bị lỗi như vậy k hay chỉ có máy của mjk bị trục trặc
787,sạc pin sao cho đúng moi người. sạc đầy 100 rút ra. để đến sáng tắt wi fi 4g rồi mà tụt 7 pin máy sạc lần 2
788,sản phẩm mua rất tốt tôi rất thích mua sản phẩm bên điện máy xanh và thế giới di động và cũng sau này. sảm phẩm thuận tiện cho công việc của tôi . tôi rất thích tính năng và mới
789,"mọi thứ quá ok với điện thoại tầm trung , có điều loa hơi nhỏ khi xem youtube với mấy cái khác thôi , vào game thì phần mềm game turbo có tăng chất lượng âm thanh nên nghe rất to và đã , cho mình hỏi luôn là note 8 pro có android 10 không ??? , sao cập nhật miui 11.0.6 mà không có ta hay chưa hỗ trợ"
790,"2 tháng đầu rất mượt,ok. nhưng sau đó là xuất hiện hiện tượng giật lắc và ram k khoẻ như trc. ns chung là chip helio k ổn định như snapdragon"
791,"sản phẩm rất tốt, nhân viên tư vấn dễ thương, mẫu mới nhiều tính năng hữu ích chạy mượt hơn sam sung dù giá ss cao hơn nhiều. phù hợp nhu cầu"
792,thật tuyệt vời . mua hôm giảm 15 quad tuyêth vời cho siêu phẩm nhà táo ko còn gì để chê cả. từ 7plus lên luôn 11pro max rất ổn . nhân viên nhiệt tình vui vẻ
793,máy pin trâu sai rất tốt sóng điện thoại và wifi rất khỏe không có hiệu tượng giực làng gì camera tạm được vân tay rất nhạy . giá thành lại rẻ mới người nên mua và cảm nhận
794,mua hơn 4tháng nói chung so với tầm giá thì tất cả đều ok đáng mua. chỉ tiếc là ko kèm tai nghe thôi
795,"mình mua máy đc 10 ngày rồi .máy đẹp ,sài k bị nóng máy ,còn pin thì ok sài đc 2 3 ngày .cảm biến vân tay lúc đầu rất nhạy sài qua 10 ngày không còn mở đc. phải khởi động lại máy mới trở lại bình thường."
796,"pin trâu màng hình tạm ổn độ sáng chưa cao thiết kế hơi thô chơi game mượt lq,bug sạc nhanh nói chung dùng 10 ngày rồi cảm thấy phù hợp với bản thân"
797,con này vừa túi tiền xài rất ok.. máy mạnh pin trâu chơi game mượt ko nóng tôi đang dùng..xài liên tục tằm 12tieng
798,"tìm hiểu và đọc khá nhiều bình luận về máy này trước khi mua, riêng mình thấy máy ổn chạy mượt chưa có vấn đề gì trong quá trình sử dụng, pin trâu. rất thích"
799,máy nóng camera không vào đc mới mua 2 tháng thôi mà đã vậy k biết sau này sao nữa
800,mặc dù máy hơi mau nóng nhưng mà vẫn thích thiết kế cũ của iphone với mặc lưng nhám nên cho 5 sao thôi
801,"k hiểu các b chê điểm gì nào là pin k dùng cũg hết no kia,mìh dùng thấy 1h k dùg sút 1 pin thế là yếu à"
802,pin tốt. màn hình trung bình khá. âm thanh sống động cực hay. chơi asphat 8 siêu mượt.
803,"wifi bắt tốt, chiến game ngon ko nóng máy ko lag,chụp hình đẹp. thường mua nhiều nên cho toàn 5 sao. nhưng hãy phải cho 4 sao vì đt ngon, nhân viên thì ko đc hài lòng lắm, có thái độ hơi khinh người nên bớt 1 sao"
804,"tôi mua ma y xa i ca năm co bi gi đâu,thơ i gian sau pin hơi xuô ng mô t chu t thôi.rơi rơ t â m â m ma cha xi nhê gi ca"
805,"tốt, nhưng đôi khi bị nóng máy. nhân viên phục vụ ok, máy liên quân tương đối nhanh ko lag"
806,"máy ngon, pin 5000 cực trâu, mình dùng làm máy phụ chỉ nghe gọi nhắn tin với xem nhẹ netflix cũng được gần 2 ngày, quá ngon trong tầm giá này"
807,điện thoại rất tuyệt chơi game rất mượt chụp hình cực sắc nét bin lại rất trâu chơi game liên quân khoảng 10h tôi rất hài lòng với điện thoại này
808,"thất vọng khi mua samsung a50s , hình chụp k đẹp màu cứ tái xanh k rõ, hình chỉnh sửa cắt xén thì bị lem nhem, tệ hơn samsung j7 ,quảng cáo quá lố."
809,"máy mình mua xài rất cầm pin chơi game rất mượt , camera chụp hình xóa phông rất tuyệt ."
