review_id,review_text,rating
1684,"quá tệ với mức giá, vừa mua 2 ngày, màn hình giọt nước đã bỏ qua, về tes vân tay tệ, nhận diện khuôn mặt chậm, hay lắc đơ,còn giao diện ứng dụng như điện thoại thập niên 2000,pin. chụp hình khá oke,",3
1685,"thiết kế đẹp gọn nhẹ phù hợp với nữ hơn nam cam chụp ổn định với tầm giá, chip ổn định tản nhiệt nhanh. nhược điểm vân tay chậm , quét khuôn mặt so với các hãng khác",4
1686,mình mua hôm 20 12 chụp ngược sáng bị phản chiếu ảnh trên kính camera. có ai bị vậy hong ạ.,3
1687,thất vọng quá chẳng khác gì lừa nhau .camera 41mp chụp không bằng iphone 6 .zoom thì đc có x4,1
1688,"đã mua tại tgdd đường trần hưng đạo, p5. tp. cà mau. nhân viên tư vấn nhiệt tình, phục vụ khăn lạnh, nước uống đầy đủ. còn nhân viên dán màn hình mặt trước, mặt sau cực kì xấu, dù trước đó rất thích tgdd dán màn hình kĩ và đẹp. chả hiểu lần này dán quá xấu, cắt dán không đều, thêm do có việc gấp nên ko đề nghị dán lại, em phải đi lẫn về hơn 140km để mua máy nhưng ko vừa ý dán màn hình. mất thẩm mỹ giá trị của máy. mình đánh giá sản phẩm 5 . phục vụ tư vấn 5 , trang trí dán máy 3 .",5
1689,"mơ i mua đươ c 3 nga y đê du ng la m ma y phu , tâ m gia na y thi không đo i ho i gi cao. ma y na y pin râ t trâu đê xem phim, chơi game nhe gia i tri , loa ngoa i đu nghe, wifi so ng tô t, ma n hi nh đô sa ng kha cao, ca m ư ng trên ma n hi nh thi nh thoa ng chưa nha y, camera thi tiê n na o cu a nâ y. hê t rô i, ca m ơn ca c ba n đa xem nhâ n xe t cu a mi nh",4
1690,"bao mượt mà, đáp ứng công việc hằng ngày, nhưng lâu lâu chơi game hay tự diss hoặc ko thao tác dc, ko hiểu lý do là con chip hay do mạng",5
1691,đến thua với mấy bố nhân viên mới mua tối nay định mua con xiaomi note9s ra tu vân kêu con này mạnh hơn về chơi lag wifi thì yếu xem youtube lag như gì chơi liên quân thì ko có fbs cao cũng đến thua hiệu năng kém ko hiểu làm ăn kiểu gì bịp khách hàng ak,1
1692,"vân tay quá tệ, lúc ăn lúc ko ,mạng yếu hơn những điện thoại khác, ko chơi nổi liên quân luôn ý, mình thất vọng khi bon chen đặt cọc mua đt ko vừa ý, nó tệ hơn oppo f1s mình đang dùng.",2
1693,chip thì yếu. màn chỉ full hd . ko kháng nước. mặt lưng nhựa . mỗi cái cam 20 củ,1
1694,"đã dùng được 1 năm, máy bo viền nên cầm khá là sướng tay,máy đẹp, cấu hình thì..... thôi bỏ đi khuyên bác nào mua con này chỉ vì đẹp và nghe gọi thì mua, còn thiên về phần cứng thì thà mua con vsmart còn ngon hơn nhiều v",4
1695,"tôi mới mua đc 2 tuần, sài rất ok nhưng ngoài ra nó chỉ có 2 điểm yếu là camera xấu và bắt sóng wifi kém cực. mong android sẽ nâng cấp thêm để sản phẩm hoàn hảo hơn!!",4
1696,mới mua đc 1 ngày ..còn này khá tốt trong tầm giá ..chơi game năng như pubg khá mượt ..nói chung là ngon,5
1697,"máy sài ok game các thứ đều mượt, nghe nhạc to rõ không có gì để chê ,có điều ko sài tự dựt bjn ko hỉu sao",5
1698,luc đầu 1 hai chỗ co quảng cáo riết ứng dụng mặc định nào cũng có. không hài lòng chút nào,1
1699,mới mua được một tuần cảm nhận là loa hơi nhỏ màn hình k được sáng mấy nhận diện khuôn mặt thì lúc được lúc k,4
1700,máy rất tốt. pin cũng trâu mặc dù không bằng các máy 5000mah nhưng cũng đủ để chơi game,5
1701,pin k xài tự tụt. sạc lại thì lâu lên. chơi k mượt cho lắm. hơi thất vọng về sp .,1
1702,"sau ba ngày dùng cảm nhận như sau 1 bin ok dùng thoải mái trong ngày lướt wep,chơi nhạc đọc báo,gọi điện,nhắn tin ...vv game mình ko chơi nên ko có gì phải bàn nói chung ai lo bin ko đủ trong ngày thì yên tâm nhé",4
1703,"trải nghiệm 20 ngày cho sản phẩm sản phẩm đẹp,pin sạc bao nhanh, mượt mà... rất thích sản phẩm này... nói chung những thứ tốt nhất điều ở đây...hơi đáng tiếc là hết màu đen rồi... nên chọn đại cái màu xanh ....ai giúp chỉnh chế độ màn hình vừa theo điều kiện sử dụng.... chứ dùng full 2k...120hz... hơi tuột pin nhanh quá.... thanks",5
1704,ip 11 pro 256g màu xanh lá đẹp và mọi thứ đều hài lòng.tui rất thích chiếc dế này,5
1705,"cùng là ss a51 nhưng camera của máy màu đen thì đe p, ok còn máy màu trắng thì ko bắt sa ng, chụp ảnh lúc nào da cũng bị ngả vàng",3
1706,máy dùng quá tệ. cầm nắm ọp ẹp. loạn cảm ứng khi choi game và không được bảo hành. đã mua và trả lại sau 2 tuần chấp nhận mất 20 .,1
1707,mới mua sale off còn 14.990 phải nói là tuyệt vời với cái giá off này. điểm đáng chê nhất là máy bị nóng khi sử dụng. còn lại tuyệt vời.,5
1708,cao hơn cả mong đợi. chơi game max sướng. máy ít bị nóng. thật đáng đồng tiền bát gạo,5
1709,"mình mua xài đc 1 tháng, chụp hình đẹp, lỗi độ sáng màn hình, mình có mang ra tgdd hỏi thì nv reset lại máy, vẫn bị lỗi, chắc tại máy, cảm ứng k nhạy. tạm được",3
1710,"đã dùng 3 tháng, máy ngon chơi game cả ngày mới hết pin, sạc 2h30 đã đầy. vsmart là hàng mới nền phần mềm còn chưa được đẹp như hãng khác nhưng cho bản cập nhật liên tục để fix lỗi vặt. ủng hộc vsmart để lớn nhanh hơn.",5
1711,"dòng máy tệ nhất của dòng cảm ứng. nói chung là về lĩnh vực công nghệ thì việt nam còn quá yếu so với nước ngoài. giá là 4tr chứ thật sự có bán cho mình 2tr cũng không bao giờ mua và động vào 1 lần nữa dòng này. với số tiền 4tr như này ae chắc chắn là nên mua 1 con redmi , hay oppo vv.v.. chắc chắn là sẽ đỡ phí tiền hơn rất nhiều. ngắn gọn thế thôi",1
1712,"sản phẩm sử dụng tốt, cảm ứng nhạy, chơi game rất mượt. pin dùng lâu, cảm ứng vân tay nhạy.",4
1713,mới mua máy hôm nay. sao gọi zalo vs mesenger mờ mờ k thấy rõ ràng gì cả ạ. tôi hay gọi sang bên nước khác nhưng hình ảnh quá mờ.,1
1714,máy chơi game mượt màn hình ổn pin trâu sạc tiếng rưỡi đầy loa hơi nhỏ cam nét nhưng ram thì quá tệ nhưng trong tầm giá này thì không thể đòi hỏi nhiều đc. nói chung là chấp nhận được,5
1715,"mua xứng đáng đồng tiền bát gạo..đã mua và rất cầm pin xài hơn 1 ngày mới cắm sạc ,chụp ảnh thì lung linh lun..",5
1716,thế giới cho em hỏi điện thoại em nó gặp vấn đề là để không xài từ sáng tới tối thì mới sử dụng lần mở đầu thì nó không hiện vân tay hay khuôn mặt gì cả mà chỉ cho mở bằng mã pin rồi tắt máy mở lại thì vân tay và khuôn mặt sử dụng bình thường ạ. vậy là máy có lỗi phần mềm đúng hông ạ.,3
1717,mua đưoc nửa tháng. sài ok. nhưng quảng cáo quá nhìu. xài ios mới chuyênr sang andro thấy bất tiện.,5
1718,"xài ổn với phân khúc , đã mua 2 máy cho người nhà , chụp hình đẹp với phân khúc thấp , thích hợp với người.lớn tuổi",5
1719,"mình mua mùng 5 tết ,sdung dc 6 tháng đi bảo hành 4 lần xong hư luôn . ra dmx thì nói tại lỗi dt .. bg định mua cái 21s mới ra xem sau",2
1720,máy mượt lắm chiến game max seting pin rất trâu bắt wifi và sóng cực tốt chị nhân viên tư vấn nhiệt tình,5
1721,quá tốt trong tầm giá.cảm biến vân tay khuôn mặt báo nhạy ln.bắt sóng thì bảo mạnh ln.lúc mới mua thì cảm giác hơi dày nhưng vài ngày xài quen thì thấy bình thường.khuyên anh em nào thích chs game thì trong tầm giá thì con này chs game mượt nhất rồi.chị nhân viên ở u minh dễ thương tư vấn nhiệt tình,5
1722,máy bị lỗi mạng ko sử dụng dc 4g lúc mới mua thì gần 5tr giờ rớc giá quá nhiều .,1
1723,xài hơn 1 tuần rồi thấy máy tốt thật. camera đẹp. pin trâu khiếp. chơi game lq với ff ko giật lag. mượt. thích nhất chơi game máy ko nóng. mình xài ip 8 nóng khiếp hồn. bạn nào coi youtube. đọc báo. facebook. ko chơi game chắc 2 ngày mới sạc lần quá. sạc nhanh kiểu sáng dậy đi cầu. vệ sinh... vào lấy máy đi làm là đầy pin. tầm 45. 50p là đầy 100 .,5
1724,"tuyệt vời! itel tung ra 1 mẫu smartphone ngon như vậy mà có giá cả rất phải chăng, đặc biệt là màu tím.",5
1725,"sp ok nhưng pin tuột nhanh quá , mình mua được 2 ngày rồi. nhưng khi dùng ap thì góc cam khá gần.",4
1726,khá tốt. pin ok. cảm ứng ok. nhưng mạng không được tốt lắm. cho em hỏi hỏi samsung galaxy a10s có dùng bút cảm ứng được không,3
1727,mọi thứ khá ổn .bắt 4g hơi yếu pin tụt khá nhanh .ko trâu như mình nghĩ.mình chỉ xài các tác vụ cơ bản ko chơi game.nên cảm thấy như vậy là hợp với giá tiền.,4
1728,"mình đã xài sản phẩm gần 1 năm, máy cấu hình mạnh chạy nhanh. chất lượng ảnh ở mức khá. nói chung sản phẩm đáng giá tiền. hàng việt nam nên mình cũng thích.",5
1729,dùng ổn trong phạm vi xài bthuong. bắn cod bao giật lag. sai lầm khi mua con nay. thua cả real 5 pro,3
1730,sử dụng được 15 ngày. sản phẩm đẹp. pin trâu. k chơi game nên khá là ok. lúc mua còn được tặng tai nghe k dây.,5
1731,"mới mua sử dụng bị nóng máy hao pin, sau 3 tuần mọi thứ dần dần ổn định, không còn nóng máy, pin trâu hơn, máy mượt mà mặc dù để chế độ 60hz, còn để 120hz thì quá phê luôn. túm lại, rất okkkkkk!",5
1732,"lúc mới mua máy rất mượt. dùng đc gần 1 năm thấy hơi lag và pin khá nhanh hết, tải game nặng cx hơi lag. nhưng k sao với mức giá này thì chất lượng máy quá ổn, muốn chụp ảnh đẹp thì khuyên mua note 8 vì note 7 chụp sắc nét nma bị trắng quá selfie thiếu sức sống.",5
1733,rất tệ.cảm ứng chạy loạn cả lên.bàn phím lúc ăn lúc không.mới dùng chưa được 20 ngày.,1
1734,"điện thoại xài tốt trong tầm giá, mọi người cập nhật bản vá mới nhất để fix lỗi sạc pin 76 nha.",5
1735,"đã mua và sử dụng,máy rất mượt,pin trâu,camera góc rộng tuyệt vời,loa to rõ,mình ko có nhu cầu chơi game nhưng thấy máy xử lí rất tốt những tác vụ cơ bản n rất nhiều,mong tgdd ngày càng phát triển hơn nữa",5
1736,cho hỏi máy vừa mua được 1 ngày từ 00 giờ đên 5 giờ sáng tắt hết mọi ứng dụng cả wif mà vấn hết 4 pin là sao ạ có nên đổi máy k,3
1737,"cho 5 sao mới mua 2 ngày , nghe mấy bạn đánh giá cũng hơi lo lo nhưng vì thích nên mua , cảm nhận ban đầu là pin oke sạc đầy nghe, gọi , lướt wed , 1 ngày rưỡi mới hết pin , camera vì ít chụp hình nên kh quan tâm , màn hình rộng , đẹp nói chung là tốt , với giá 8tr mấy thì cũng không quá nhiều cũng không ít , tầm trung nhưng theo tôi là ổn , các bạn chơi muốn chơi game ngon mượt thì cứ xắm cái mấy mấy 20 triệu mà chơi .",5
1738,"cam quá ảo, dù đã tắt chế độ làm đẹp nhưng vẫn hồng môi và tự kéo dài chân. đang dùng quen samsung dùng sang cái này thấy khá thất vọng. hệ điều hành nhàm chán, ko có lịch mặc định mà phải dùng của google, trông rất xấu, khó sử dụng",3
1739,máy dùng rất mượt.pin trâu . dùng lâu không nóng.choi game bao mượt . camera đẹp đa nhiệm tốt...nên mua,4
1740,máy ổn nhưng dùng hơn 1 tháng đột nhiên cảm biến tiệm cận bị lỗi mỗi khi mở máy lên,3
1741,"tâ m con na y pha i 5,6 triê u mơ i đu ng, sa i 10 nga y rô i ,wa tuyê t pin trâu ngoa i tươ ng tươ ng , ha ng viê t nam chât lương cao",5
1742,dùng dc 1 tuần rồi pin trâu bò quá mn ạ màn hình lớn hơi bi ám vàng thôi moi thứ đều tốt đẹp,4
1743,"camera ok,lướt siêu mượt nhưng có hơi tốn pin mặc dù chưa chơi đt,anh chị tại cửa hàng hướng dẫn nhiệt tình",5
1744,"mọi thứ oki,nhug video gọi zalo ko có flash, cả trc với sau.pin trâu, máy to cầm giữ hơi khó",3
1745,mình rất thích và rất hài lòng . cho mình hỏi mới mua về có nên sạc 8 tiếng ko ? hay là sạc đầy 100 là được .,5
1746,"sử dụng được mấy năm cũng đươc, qua mới thay pin xong, thấy khá dc tuy nhiên pin chưa ưng",2
1747,"sau khi mua được 1 tuần thì lâu lâu vào trong mục điện thoại là tự nhảy gọi đi cho all số trong nhật kí, tự gọi liên tục, nhanh tay tắt máy kịp cuộc này lập tức gọi sang số tiếp theo, rất cáu",3
1748,"máy sau vài tháng thì dùng vẫn rất mượt. vân tay, nhận diện khuôn mặt điều rất nhạy. chơi game mượt. chỉ là dùng 4g máy mau nóng nên không dùng đc thường xuyên còn lại điều tuyệt",5
1749,"trải nghiệm tốt! máy mỏng nhẹ full nhựa, thiết kế hiện đại. camera chụp macro đẹp.",5
1750,mọi thứ rất ok. chỉ có cái vân tay hơi chậm chỉ ở mức tạm ổn thôi chờ bản cập nhật xem có fix được hơn không ? chơi game liên quân tốt. nv .tgdd rất ok,5
1751,"mua máy đc 10 ngày, mọi thứ đều ngon trừ sóng 2g có vẻ hơi kém, mình ở quận đống đa, các điện thoại khác đã từng dùng đều luôn full sóng 2g còn active 3 thì phải ra ngoài trời mới full 4 vạch , cứ vào trong nhà chỉ còn 1 2 vạch, tuy nhiên vẫn nghe gọi bình thường. đã từng băn khoăn giữa vsmart live với active 3, cuối cùng chọn at3. mình ko chơi game nên chọn con này là rất sáng suốt.",5
1752,khá thất vọng về cảm ứng không nhạy đôi khi còn loạn cảm ứng mong cập nhật sẽ fix,2
1753,"máy tốt trong tầm giá pin sạc nhanh, xài được hơn 1 ngày, phần mềm android 10 chạy đa nhiệm khá ổn, màn hình hơi tối. các bạn nên mua ủng hộ hàng việt nam chất lượng cao.",5
1754,sao emm mua về 2 tháng pin của máy tụt nhanh hơn mọi lần mong ah chị trả lời em cảm ơn trc,4
1755,mới dùng đc 2 ngày. nói chung mọi thứ ổn. mỗi cái wifi quá yếu ko ổn. ai có ý định mua thì cân nhắc trước khi mua,3
1756,máy chơi ngon game mượt mà chơi game thì nóng thì sẽ tụt bin nếu như sạt bin mà bị nóng liệu bin có bền lâu dài kh,4
1757,"máy mình mới mua được tuần mà thỉnh thoảng cảm ứng lỗi, tgdd đổi máy khác cho mình được không",4
1758,mình mua bản 64g là 3tr290. bắt wifi yếu hơn hẳn máy dòng trung quốc. đứng gần mà vẫn chạy không bằng 2 con vivo oppo mình dùng. hy vọng bản cập nhật lần tới cải thiện được vấn đề này.,4
1759,đc cái màn hình đẹp tí. còn bắt mạng wf quá kém 1 ngày k reset đt 4 lần k bao giờ có wf. mặc dù wf ngay trong nhà,2
1760,vê lâu da i thi chưa biê t nhưng mơ i du ng thâ y tâ t ca đê u râ t ok pin râ t trâu,5
1761,"sau khi sủ dụng 1 tuần thì mình cần tư vấn và thắc mắc cần hỗ trợ,máy lâu lâu đứng máy ko thao tác dc.phải bấm 3 nút mới khởi động lại dc,khi tắt nguồn máy cứ báo kích hoạt dịch vụ sim ko thành công,rất khó chịu,tính năng không gian thứ 2 sài ko ổn,vào là treo máy.tôi muốn đổi sang đời máy khác có đc ko",3
1762,"e ko đặt lại đc mk riêng tư, nó cứ bị lặp lại nhiều lần , ko đặt thành công đc , giờ vào app nó cứ hiện lỗi hệ thống, vui lòng đặt lại mk riêng tư e dùng realme 5i ạ",4
1763,"con chip cùi và lỗi thờ chơi game lag, camera mờ tịt chụp ảnh xấu, dùng được 1 tiếng thì máy nóng ran, màn hình tft quá lỗi thời được cái pin trâu,thiết kế đẹp,mua về thấy cũng tạm ổn nên đổi cho mẹ dùng",1
1764,"sản phẩm đẹp, pin khoẻ, các chức năng hoạt động tốt. không thể đòi hỏi nào hơn với giá tiền này.",5
1765,sao 8 tuần sử dụng con này mình cảm thấy mọi thứ điều rất tốt nhưng có hạn chế là pin tụt phông phanh nên bạn nào muốn sử dụng kèm theo sạc dự phòng nha,4
1766,"mới mua được 2 ngày , sài máy đơ đơ , luot fb zalo không mà chậm xì , thuq mấy dòng oppo f9 nữa , ,pin thì mau hết kinh khủng luôn , ra đổi máy khác về sài cũng y chan vậy , máy sài hơi nóng không câm pin gì cả , máy cả chục triệu mà sài tệ quá. ra nv tư vấn êm lắm , về sài thất vọng quá ạ.",1
1767,đã sử dụng được 1 ngày thấy máy cũng ổn nhưng hơi nặng mà để đt qua đêm nó rút tận từ 60 còn 44 mặc dù đã tắt hết ứng dụng chạy ngầm ko pit có pị lỗi j ko mong tgdd tư vấn,4
1768,"vua bốc tem e nói quá đa ko gì để ta quá tuyệt vời,nhân viên thì nhiệt tình cho 5",5
1769,"sản phẩm tệ, không ngon trong tầm giá, 2tr7 mà còn thua con 2tr2, samsung lừa người dùng",1
1770,"quá chán việc bảo hành,mua máy đc 2 tháng lỗi sạc.mang ra bảo hành chục ngày rồi gọi tổng đài báo máy vẫn chưa đến nhà máy samsung.lúc mua máy thấy nhân viên hồ hởi lắm mà khoản bảo hành thất vọng thực sự.",2
1771,có ai xài vivo s1 pro cảm thấy pin tuột hơi nhanh với lâu lâu nhấp nháy màu đen từ 3 5s k ạ.,5
1772,"sản phẩm dùng khá tốt,dùng dc 1 tháng và thấy rất hài lòng. nhân viên tư vấn vui vẻ.nhiệt tjnhf.rata hài lòng về sản phẩm và dịch vụ",4
1773,"mới mua được 3 ngày, máy đẹp,camara tốt, chơi game không nóng máy,cấu hình chuẩn nhưng pin tuột hơi nhanh, nếu chơi game liên tục được khoảng 6 7h, giá 5 triệu như vậy là rất ok, nhân viên tư vấn rất nhiệt tình.",5
1774,"xài rất tốt, chơi các con giả lập vẫn có thể chạy mượt thì ko thể nào chê được con máy với giá tầm trung vậy rồi, chụp hình phải nói rất đẹp như camera chuyên nghiệp vậy nice.",5
1775,"ok, rất tốt, những gì không có thì lên web đạo web ở màn hình, một hồi rồi không quên máy, giờ thì bình thường.",5
1776,sản phẩm tuy tốt nhưng mình thấy tiếp sóng wi fi ko mạnh lắm pin trâu chơi game mượt nói chung tất cả điều ổn nhưng mình ko hài lòng tại vì máy bắt mạng hoặc wifi ko mạnh,1
1777,"thật lòng thì mình đang sài samsung a5 2017 nhưng do bể tan nát nên đổi a51 và thấy thua xa con a5 cũ của mình, màng hình cứ bể bể màu xấu kinh khủng chán huhu",3
1778,"chơi game mượt mà, nhân viên tận tình, cskh hệ thống cũng tốt. sạc nhanh nhưng đôi lúc hơi nóng máy.",5
1779,xài ok pin trâu ngâm nước thấy ko sao là ok ùi pin xài ko nhiều cầm cũng dk 3 ngày mọi thứ điều ổn,5
1780,"vừa mới mua con này hôm qua. mua ở 378 nguyễn trãi thanh xuân. nhân viên rất nhiệt tình, phục vụ rất tốt. còn về điện thoại thì ram 6gb bộ nhớ trong 128gb rất tốt. mình tải mấy nghìn bài hát lưu vào nghe thỏa mái. con chip nghe đánh giá có vẻ thấp những cơ bản thì chơi được tất cả các game mọi người không phải lo. màn hình và kiểu dáng đều rất đẹp, đút vừa túi tiện lợi. nói chung là rất tốt, không có điều gì chê.",5
1781,"máy mượt, êm pin sạc nhanh, trâu bò. nói chung rất đáng để mua. phục vụ thì khỏi bàn cải. năm nay iphone ra toàn là tuyệt phẩm",5
1782,"mẹ mình tên phạm thị thanh hải số đt 0907935768, hôm qua có đặt onl 1 vivo y91c. hôm nay sao chưa thấy giao ạ. em cảm ơn. có gì liêm hệ gmail ở dưới giúp e nhé",5
1783,"máy bắt sóng yếu khi ở trong nhà, màn hình đẹp, pin trâu, camera sau thi thoảng bị lỗi phần mềm có hiện sọc ngang, camera trước thò thụt chậm, loa ngoài nhỏ mở max bị rè.",4
1784,sử dụng rất là ok nhân viên phục vụ rất là nhiệt tình camera của chụp rất là đẹp và rõ nét nữa,5
1785,"ổn, thiết kế đẹp, nhưng cấu hình máy thì hơi yếu mong samsung sẽ trú trọng hơn trong vc nâng cao chip của các máy",4
1786,"ok xài tốt, giá rẻ nhân viên nhiệt tình. pin hơi nhanh hết một tí, còn lại ok, hy vọng không làm mình thất vọng, mong tgdd nhập thêm nhiều điện thoại như này nữa",5
1787,chơi game cực kỳ tệ và có dấu hiệu bị lỗi đa đổi máy mới. các a c hỗ trợ rất nhiệt tình nhưng cấu hình con máy này chơi game onl quá tệ. khuyen các bạn k nên mua vì xài chơi game lag cực ky,1
1788,"sau hơn 4 tháng sử dụng, mình cảm thấy a51 là sự lựa chọn tốt nhất với giá tầm trung, chụp hình đẹp, cấu hình mượt mà. nói chung rất hài lòng ...",4
1789,mới trải nghiệm 1 ngày mà chán quá chơi game song thoát ra hay dô ứng dụng gì thoát ra là đứng máy tự khởi động lại cay cú thật sự đơ mất tầm 4p song rự cúp nguồn tự mở chả hiểu s,3
1790,pin khoẻ camera chụp khá đẹp âm thanh to rõ ràng chơi game mượt khung kim loại rất chắc chắn,5
1791,mình mua máy dc 3 ngày rồi thấy mọi thứ đều ok chơi liên quân ngon pin quá trâu hơn 2 tiếng 100 còn 85 nói chung giá 3tr mày vậy ok r,4
1792,"cho 5 sao vì loa to,pin trâu,chơi liên quân mượt mà không như mọi người chê bai dù chỉ mua máy qua sử dụng tại 146 kim mã ba đình hà nội",5
1793,"máy dùng ngon, sạc nhanh, nghe gọi to rỏ ràng, mọi thứ đều mượt mà trơn tru, rieng có 1 điểm là cái came biến tiệm cận khi gọi ko đc nhậy. khi đc khi không. có nghĩa là khi thực hiện cuộc gọi vào tai thì màn hình tắt đưa ra ngoài thì màn hình sáng chức năng này ko đc nhậy.",4
1794,sản phẩm sài rất okk pin sài trâu có rất nhiều tiện ích trên máy. giá cả rất hợp lý.,5
1795,máy mặt sao bóng bẩy soi gương đc máy khá dầy nhưng k đòi hỏi gì với giá 3tr610 chip khá pin sục khá nhanh pin 5k như 4k sạc 18w cho viên pin 5k chờ sml luôn cam sao khá cam trc phế lqmb pupg tạm chấp nhận đc. mua về nếu tác vụ thông thường fb zalo v..v thì mượt sài đc chắc hơn ngày còn game thì tầm 8 10 tiếng là tèo ..nhân viên tgdđ nhiệt tình các kiểu con đà điểu,5
1796,"mới mua 1,5 thág 10tr490 huhu nay con 9tr190 huhu sau nhanh lỗ quá dạ sau mìh mua k có tai nghe blutouth mà tai nghe ghim ta",5
1797,mới mua chưa được 1 tháng màn hình đã loạn. đi đổi máy mới về vẫn như vậy. cảm ứng cực kỳ kém. chơi game liên quân rất ức chế. bấm k bấm được. miết miết đau cả tay mới cảm ứng được,1
1798,máy dùng ok. nhưng vân tay chậm quá. có khi nháy 2 cái mới vào đc. có ai bị giống tôi ko. nản ko biết bị sao mà có đổi đc máy mới ko nhỉ,5
1799,"wifi cứ gặp trục trặc nhìu lần, pải reset lại modem mới vào lại được, trong khi các thiết bị khác vẫn xài bình thường. còn lại thấy máy vẫn ổn , máy đẹp, theme đẹp. chụp hình cũng ok.",2
1800,"mua tại điện máy xanh đã hơn nữa tháng sử dụng rất tốt lúc mua đã cập nhật lên miui 11. về camara chụp quay rất đẹp, còn pin thì đủ dùng cho một ngày có sạc nhanh nữa không lo về pin, còn về game free fire hay pubg thì chơi rất mượt máy chỉ hơi ấm thôi không nóng như mọi người đồn . nhân viên ở điện máy xanh tư vấn rất nhiệt tình mình rất thích . quá tốt trong tầm giá mọi người nên mua dùng thử",5
1801,"mình mua máy được 13 ngày. mình thấy máy dùng khá ổn, pin trâu, camera đẹp, chơi game mượt. chỉ có điều máy vẫn bị ám vàng chưa khắc phục được , vân tay k nhạy lắm nên mình đánh giá 4 sao",4
1802,mình mua được 1 tuần r.mà sao dùng thi thoảng tự nhiên bị sập nguồn.mặc dù pin vẫn đầy,5
1803,"chất lượng kém so vs giá sp , pin 5000 mà tụt nhanh quá, camera cũng k đẹp , dt thì thường xuyên bị đơ , lag, vaof ứng dụng bị văng, chán, tầm này mua redmi xài ok hơn nhìu ,",1
1804,mình đã xài 2 cái updat lên rồi loa hát rè như muốn đức cái màn nhỉ vậy đó kg đáng đồng tiền minh bỏ ra voi 14990 thua rồi,1
1805,dùng tốt. chơi game cả ngày k lo hết pin. qua đêm mất 1 đến 2 . hiệu năng chơi game ổn. cấu hình ngon. camera 48mp chụp đẹp.nói chung là k còn j để chê,5
1806,sao samsung a50s mình kg cài được hình ảnh và ghi chú trong danh bạ cho từng số điện thoại chán. thấy không bằng samsung a8 trước,1
1807,sản phẩm quá tốt xài cực mượt đang xài samsung h mk chuyển qua ip dùng luôn. nv pv rat nhiet tinh,3
1808,mấy sai tốt ko có gì tui ko hài cả cấu hình mạnh ko nóng mấy cầm dể chịu nhưng mà bỏ túi thì khó chịu,4
1809,mua dc hơn 1 tháng r ! và đây là cảm nhận của mình ! pin tuột nhanh k tưởng ! mặc dù tắt hết đa nhiệm ! lâu lâu lại có cảm giác đơ màn hình !,3
1810,"sử dụng đc vài ngày thì thấy máy khá oke, chỉ có điều chụp ảnh ko đẹp iphone, nhìn ko chân thật lắm. đc cái camera góc rộng rất ok và chụp hình sáng, nhưng hình ảnh lại đc đẹp mắt.",4
1811,máy mới mua dc 10 ngày dùng rất ok. k nóng k lag nhưng pin hơi kém. nói chung là ok nếu pin kém quá có cách nào khắc phục dc thì tuyệt. cho 5,5
1812,mình mua hồi 6 11 mà sao cam trước khi quay video cả ngày lẫn đêm bị nhiễu hạt rất nhiều ạ,3
1813,mới mua thứ 2 4990k hôm nay 5390k. nói chung ok. vẫn thấy nhiều bạn chê để xem 1 thời gian nữa như thế nào.,5
1814,nói chung máy sài thì ok... nhưng từ khi lên ar10.0 thì quá tệ.mong là sớm ra bản cập nhật mới,2
1815,"sản phẩm đẹp. cấu hình khủng, camera sắc nét. nhìn rất sang, rất hài lòng khi mua sản phẩm này.",5
1816,"mua và dùng ổn nhưng không có ghi âm cuộc gọi , tính năng mà mình cần.tôi rất tiếc về điều này.",1
1817,"pin kém, sạc siêu chậm luôn, hơn 5 tiếng chưa đầy, lỗi cảm ứng, tai nghe. khuyên các bạn không nên mua. m đã đổi sang mua e realme 5pro. chấm 100đ luôn",1
1818,sp này tốt để chs game sai 2tháng r mới ổn định mượt mà có phần camera trước thì hơi bị ảo máy chs game nặng như pubg hơi nóng hk tản nhiệt tốt mà cũng nên chọn con mấy nay ổn th ạ,5
1819,sản phẩm mới mua rất ok vừa với giá tiền. mấy chị nhân viên cũng vui vẻ thân thiện _,5
1820,"sp ổn trong tầm giá, chơi game nặng ở mức độ chấp nhận được. nhưng còn đôi chút vấn đề về khả năng kết nối wifi mong là sẽ được cải thiện",4
1821,"hình ảnh đẹp , camera chụp đẹp , pin khỏe , chơi game mượt thích lắm dùng sướng hơn ip rất nhiều rất xứng đáng đồng tiền.",5
1822,kết nhất mặt sau tuyệt đẹp âm thanh rất tốt chơi game bao mượt nói chung là quá tuyệt vời,5
1823,"sp trải nghiệm ngôn từ trong ra ngoài,nhất là ở mang hình siêu nét,còn chơi game lqmb siêu mượt,đợi tới 1 9giam 300k m hớt ế nó về kaka.",5
1824,cho hỏi sao cảm biến vân tay kết hợp với nút nguồn không có tác dụng ak.được mỗi cái loa to hỗ trợ sạc nhanh.cũng chỉ như sạc thường thôi,1
1825,may lag ko tả đc . oppo f7 cù mjnh mua 2 nam r . vẩn mượt hơn nhiu ung dung game cung muot hơn. realme gà wa,1
1826,"máy dùng 15 ngày nay rồi, pin trâu dùng mượt mình chỉ xài fb ytb rất ổn, tuy nhiên màn hình con này hơi bị ám vàng nhẹ xíu, máy pin sạc cũng nhanh hơn 2h xíu là đầy",5
