review_id,sent_idx,sentence,aspects,sentiments
r-57373757,0,"Pin Tốt, Dùng Cảm Ứng Mượt, Cầm Vừa Tay, Mà Bắt Sóng Wifi Chưa Được Tốt Lắm. Với Màn Hình Mà 2K Nữa Thì Tốt Ạ.","['battery', 'features', 'design', 'screen']","{'battery': 'Positive', 'features': 'Positive', 'design': 'Positive', 'screen': 'Negative'}"
r-57349449,0,"Mình mới mua dc 1tuan. Lúc mở hộp dt đã ko còn pin, phải sạc dự phòng. Về mình rất ít sử dụng .nhung vẫn tự tụt pin. Để qua đêm tắt hết wf ,ứng dụng tụt 3%.",['battery'],{'battery': 'Negative'}
r-57333654,0,Máy xài cũng tốt.nhưng buon vì khong dùng được vâng tay.,"['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
r-57317318,0,"Lần đầu xài Samsung mà thấy tuyệt vời quá, rất xịn, pin trâu và chụp đẹp. Fan Hà Còi","['general', 'battery', 'camera']","{'general': 'Positive', 'battery': 'Positive', 'camera': 'Positive'}"
r-57317317,0,Mình tin tưởng TGDĐ và giá này tốt nhất rồi. Đt xịn đẹp,"['price', 'design', 'general']","{'price': 'Positive', 'design': 'Positive', 'general': 'Positive'}"
r-58846578,0,"Bắt sóng 4g và sóng điện thoại yếu, wifi yếu, chức năng tạm ổn với giá. Ưng ý phần khung kim loại và pin","['features', 'price', 'design', 'battery']","{'features': 'Negative', 'price': 'Neutral', 'design': 'Positive', 'battery': 'Positive'}"
r-58778893,0,Muốn nhờ tgdd hướng dẫn cách tắt nguồn máy này ạ,['others'],{'others': 'Neutral'}
r-58699211,0,tôi mua máy dc 1thang giờ đổi máy khác thì sao ạ,['others'],{'others': 'Neutral'}
r-58693120,0,Máy pin trâu thôi còn chơi liên quân hay sóng sánh khá kém nhé . chơi game bị drop ping. Sao tôi hoàn tiền giá trị hoá đơn là 4tr020 mà 3 ngày trả lại còn có 3tr122 vậy ạ,"['battery', 'performance', 'price', 'general']","{'battery': 'Positive', 'performance': 'Negative', 'price': 'Negative', 'general': 'Negative'}"
r-58691614,0,Pin rất ok.,['battery'],{'battery': 'Positive'}
r-58663317,0,"Mới mua ngày hôm qua 3/10/2025 giới thiệu bin 7000 mà tui xài thấy có trâu bò gì đâu nghe truyện offline mà còn mau gì đâu, TGGD có cho mình đổi cái khác được không chứ mình không hài lòng với cái này với lại shop ko có khuyến mãi gì hết","['battery', 'general', 'price']","{'battery': 'Negative', 'general': 'Negative', 'price': 'Negative'}"
r-58662628,0,"Loa đàm thoại bé, không có chia đôi màn hình như các sản phẩm khác. Camera quá chán","['features', 'camera']","{'features': 'Negative', 'camera': 'Negative'}"
r-58660581,0,"Thiết Kế 2 Camera Mà Chỉ Sử Dụng Được 1 Camera Còn Lại Trang Trí.Loa Nhỏ , Và Cực Kì Rè.Với Cái Giá 5.000.000 Thì Không Xứng Đáng.","['design', 'camera', 'features', 'price']","{'design': 'Negative', 'camera': 'Negative', 'features': 'Negative', 'price': 'Negative'}"
r-58659980,0,"Mọi thứ tạm ổn, ko có chức năng hộp công cụ nổi thanh bên dùng rất chán, muốn vào ứng dụng khác phải thoát ra","['general', 'features']","{'general': 'Neutral', 'features': 'Negative'}"
r-58874248,0,Mới mua được vài hôm thấy máy hơi lác cảm ứng chậm. Đang tiếc vì không chọn ip,['performance'],{'performance': 'Negative'}
r-58797995,0,"Mình mua được 3 tháng rồi xài cũng ok lắm pin trâu chụp hình cũng được, chơi game cũng tạm được.","['battery', 'camera', 'performance']","{'battery': 'Positive', 'camera': 'Positive', 'performance': 'Positive'}"
r-58788237,0,"Máy rất đáng mua camera rất tốt, ram rom lớn, 5 sao","['camera', 'storage', 'general']","{'camera': 'Positive', 'storage': 'Positive', 'general': 'Positive'}"
r-58778903,0,"Mới mua, sử dụng tác vụ cơ bản, thấy OK,ai cần tư vấn thì rep nhé","['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Neutral'}"
r-58697983,0,Mua đợt mới mở bán. Máy rất đẹp. Pin ok. Phần cứng và camera đẹp. Nói chung là rất ưng,"['design', 'battery', 'performance', 'camera', 'general']","{'design': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'general': 'Positive'}"
r-58639889,0,Mình mới mua mà mở nhạc máy hơi rung,['features'],{'features': 'Negative'}
r-58627411,0,Mua lúc mới ra mắt 06/07/2025 tặng kèm loa sau sử dụng 2 tháng cảm nhận rất mượt pin cũng khá ổn sử dụng liên tục 9h chẳng lổi gì.. tiếc giá hơi chát xíu.. chơi game cũng khá ổn Chíp cũng không đuối lắm đâu ngang A16 iphone chụp ảnh khá nét đẹp,"['ser&acc', 'performance', 'battery', 'price', 'camera']","{'ser&acc': 'Positive', 'performance': 'Positive', 'battery': 'Positive', 'price': 'Negative', 'camera': 'Positive'}"
r-58606820,0,"Mới mua từ t8, hơi lag với cảm ứng chậm.","['performance', 'features']","{'performance': 'Negative', 'features': 'Neutral'}"
r-58513337,0,"M sử dụng mới đc 1 tháng thấy rất mượt, pin thì siêu trâu. Đến thai thì chưa thấy vấn đề gì như những máy trc từng dùng. Nói chung là khá okela","['performance', 'battery', 'general']","{'performance': 'Positive', 'battery': 'Positive', 'general': 'Positive'}"
r-58864727,0,"Ổn trong giá tiền, pin trâu. Sài ok.","['price', 'battery', 'general']","{'price': 'Positive', 'battery': 'Positive', 'general': 'Positive'}"
r-58515967,0,"Mới mua được nửa tháng, ngon lành hơn mong đợi,máy hoạt động trơn tru, đa nhiệm tốt, pin trâu,xạc cũng khá nhanh,con chip 7025 đáp ứng mọi nhu cầu của mình, máy đang được giảm giá, các bạn nhanh hốt nhé, không hối hận đâu hjhj","['general', 'performance', 'battery', 'features', 'price']","{'general': 'Positive', 'performance': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'price': 'Positive'}"
r-58675487,0,Hộp của mình thiếu sách hướng dẫn và que lấy sim. Bg ntn ạ shop,['others'],{'others': 'Negative'}
r-58318258,0,Mình mới mua t9 2024 giờ muốn paass lại đt hơi vỡ kính màn có thu lại k ạ,['others'],{'others': 'Neutral'}
r-58874555,0,Mua sử dụng đến nay 6 tháng rồi. Mọi thứ quá ok miễn chê. Của bền tại người. Tránh để tụt pin dưới 10% và hạn chế sạc quá 90%. Giờ pin vẫn 100 OK. Mẹo để pin trâu Vào Trợ năng  Chuyển động  giảm chuyển động. Vào Màn hình và độ sáng bật Tắt chế độ Trong Suốt.   Muốn OK nữa pin trâu như trâu rừng miễn chê thì vào Bảo mật tắt Dịch Vụ Định Vị đi là máy mát như sò lạnh.   Chúc các bạn vui vẻ,"['general', 'battery', 'features']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive'}"
r-58869931,0,Điện thoại mua ngày 16/9 đến ngày 12/11 còn 98% pin,['battery'],{'battery': 'Positive'}
r-58783402,0,Mua được 5 tháng pin tụt còn 95%,['battery'],{'battery': 'Positive'}
r-58772760,0,"Xài đc 2 tháng tuột còn 98%,call video thì nóng máy tuột pin rất nhanh.quá thất vọng","['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-58762880,0,"Máy mua hồi 1/6, một tuần nay vào buổi tối pin sạc đầy rồi bị tụt cỡ 50%. Ban ngày thì pin vần xài bình thường",['battery'],{'battery': 'Negative'}
r-58696824,0,điện thoại mới mua 27/5/2025 đến nay 15/10/2025 điện thoại bị tụt pin xuống còn 97%,['battery'],{'battery': 'Negative'}
r-58676984,0,"Cá nhân mình sd đến hiện tại vẫn ok nha. Mua cũng đã đc gần 1 tháng rồi nhưng mọi thứ vẫn ok, từ pin đến các chức năng của máy. Chị nhân viên cũng tư vấn rất nhiệt tình, hỗ trợ mình rất nhiều. Thực sự rất đáng để mua","['general', 'battery', 'features', 'ser&acc', 'price']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'ser&acc': 'Positive', 'price': 'Positive'}"
r-58647530,0,Pin tụt nhanh tắt nguồn khởi động lại tụt mấy phần trăm,['battery'],{'battery': 'Negative'}
r-58643563,0,iphone14 có hiện tượng nóng hơn bình thường vậy tgdd,['others'],{'others': 'Negative'}
r-58635356,0,mua cái iphone 14 128g blue xong hư cái chân sạc chưa biết lỗi của ai mà bảo hành sửa chữa báo giá 12.100.000 Đ tiền mua cái mới hỏi thì nó do bên bảo hành báo giá TGĐ Đ làm ăn như cái QQ,"['ser&acc', 'others']","{'ser&acc': 'Negative', 'others': 'Negative'}"
r-58608761,0,Ok,[],{}
r-58598169,0,Sao tớ mới mua máy có 2 ngày mà pin tụt nhanh lắm dùng chưa được 1 ngày đã phải sạc,['battery'],{'battery': 'Negative'}
r-58523845,0,"Mới mua máy về đã chạy ios 18.5 dùng khoảng 1 tuần vào cài đặt bị đơ vài lần phải tắt đa nhiệm mới ổn. Dùng đến ngày thứ 29 dính lỗi resetcounter mang lên đổi trả nv nói phải gửi hãng thẩm định mất 15 ngày , quá chán luôn còn thời gian đổi trả mà khồn được đổi ngay mang về theo dõi thêm bị resetcounter nhiều thì mang bảo hành.","['performance', 'general', 'ser&acc']","{'performance': 'Negative', 'general': 'Negative', 'ser&acc': 'Negative'}"
r-58513900,0,Mình mới mua con 14 cũ bên mình k biết h muốn đổi trả thì mất bn phần trăm nhỉ,['others'],{'others': 'Neutral'}
r-58504393,0,Đang xài Androi nhảy quá tháy lạc tay vãi. Độ mượt thì 90hz ko bằng 12hz của Androi đc. Nhiều lúc cũng thấy ngoooapp tải rồi mà mở lên vẫn đỏi tải. Bảo mật gì mà thấy máy của ae có cả ngàn tb chưa đọc hay xử lý vẫn hiện. Đúng chỉ đc phần thông báo và thương hiệu nhận diện,"['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-58486190,0,Ở năm 2025 thì iPhone 14 vẫn đáp ứng đủ nhu cầu của mình sử dụng nhỏ gọn vẫn đủ mạnh để dùng những app nặng pin đủ tốt để dùng từ sáng đến chiều tối wifi 5G hỗn hợp Mua tại 414 Bình Long Tân Phú được chị Sương hỗ trợ rất nhiệt tình,"['general', 'battery', 'features', 'ser&acc']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'ser&acc': 'Positive'}"
r-58425609,0,"Pin tụt nhanh, máy nóng khi call video","['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-58405021,0,Máy xuống pin nhanh. Sạc bị nóng máy trong khi mới mua đc 1 tuần,"['battery', 'features']","{'battery': 'Negative', 'features': 'Negative'}"
r-58397866,0,Bị delay thông báoTin nhắn k hiệnCuộc gọi k hiệnMuốn đổi sp mới,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58390022,0,"Do không được trải nghiệm trước khi mua, giờ mua xong mới được trải nghiệm thấy loa bé và rè không biết có phải loa bị lỗi không",['features'],{'features': 'Negative'}
r-58879660,0,Mình mới mua được 1 tuần . Giờ xem video trên FB cứ bị khựng lag. Rất khó chịu trong khi ứng dụng chạy nền không có thua hẳn những chiếc đt cũ khác cần tư vấn đổi trả sang thiết bị khác Thất vọng về con đt trong tầm giá,"['performance', 'general']","{'performance': 'Negative', 'general': 'Negative'}"
r-58862264,0,"Máy khá lag, chơi game nặng thì k nên mua,mk chơi tốc chiến cứ bị đứng máy... khá thất vọng",['performance'],{'performance': 'Negative'}
r-58754809,0,"lỡ làm hư đt củ nên mua đỡ xài, nó phù hợp cho người lớn tuổi dễ tính thôi ae, hình ảnh coi bị bể,lag và chậm hơn xiaomi ae","['camera', 'performance', 'general']","{'camera': 'Negative', 'performance': 'Negative', 'general': 'Neutral'}"
r-58698098,0,Thấy pin mau tuột lắm ạ. Pin 6000 mà lâu lâu chơi 1 chút không đủ 1 ngày. Có cách nào trả hàng hay đổi được không ạ,"['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Neutral'}"
r-58835344,0,"khi gọi Zalo, Viber camera trước hình bị vàng màu. Làm thế nào khắc phục","['camera', 'features']","{'camera': 'Negative', 'features': 'Neutral'}"
r-58639784,0,"ss s25 mượt, màn hình đẹp, mỏng nhẹ. tuy nhiên phần tối ưu phần mềm thứ ba một vài ứng dụng chưa tối ưu bằng iphone.","['performance', 'screen', 'design', 'features']","{'performance': 'Positive', 'screen': 'Positive', 'design': 'Positive', 'features': 'Negative'}"
r-58611631,0,mh mua s25 ngày 29/8 mọi thứ đều ổn.chỉ có gọi video zalo là bị vàng có cách nào khắc phục không qtv.mình đã gỡ cài đặt tải lại và khởi động máy mà cũng không hết.dùng điện thoại khác gọi thì rất ok..chỉ s25 gọi là hình bị vàng..,"['general', 'screen']","{'general': 'Positive', 'screen': 'Negative'}"
r-58389220,0,Pin tốt. Máy quá ok,"['battery', 'general']","{'battery': 'Positive', 'general': 'Positive'}"
r-58366082,0,"Mới mua khoảng 2 tháng mà rớt bể mặt sau, chi phí thay mặt sau có được hỗ trợ gì không ạ Có hoặc không, báo giá giúp mình.",['others'],{'others': 'Neutral'}
r-58250430,0,"Dc cái này mất cái nọ, S25 5G, màn hình cấu hình ok. Thiết kế ok.Pin bình thường, cam ko có gì đổi mới. Loa kém 5/10, so với giá của dt cao cấp.","['screen', 'performance', 'design', 'battery', 'camera', 'features', 'price']","{'screen': 'Positive', 'performance': 'Positive', 'design': 'Positive', 'battery': 'Neutral', 'camera': 'Negative', 'features': 'Negative', 'price': 'Negative'}"
r-58245656,0,Pin nhanh hết + máy nóng. Đang sạc mà sài thì như cục than,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-58244135,0,"Mọi thứ đều ổn, trừ khoản pin hơi kém","['general', 'battery']","{'general': 'Positive', 'battery': 'Negative'}"
r-58240339,0,"3 tháng trải nghiệm pin dùng liên tục quá tốt pin chờ 1 đêm mất 4 đến 5%. Có lúc mất 2, 3. Hy vọng những phiên bản S sau có thể hạn chế pin chờ mất hao nhiều",['battery'],{'battery': 'Positive'}
r-57930579,0,Mau hết pin quá.,['battery'],{'battery': 'Negative'}
r-57898504,0,"Máy nóng quá, nhất là lúc sạc điện hay khởi động lại. Chạy tác vụ cũng vậy, nóng hơn con S21 cũ đang dùng.","['performance', 'battery']","{'performance': 'Negative', 'battery': 'Negative'}"
r-57883362,0,"Bên tgdd mua sp s25 mới đặt trước giá thì đắt hơn các chỗ rồi, và lại toàn cho khuyến mại không thể dùng được , thà km cho cái ốp lưng miếng dán còn thực tế, km pmh cho cái đh giá trị còn ngang cái đt thì ai dùng đc, vn pay 500k thì thanh toán thu cũ xong cũng k dùng được nốt vậy km khi cọc trước để làm cái gì","['price', 'features', 'general']","{'price': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-58864443,0,"Tôi thấy mọi người nói sao á, chứ tui dùng rất được, pin rất ổn tôi bật chế độ bảo vệ pin là sạc qua đêm hay sạc như thế nào đi nữa thì max là 85% mà tôi dùng từ 7h30 sáng đến 17h30 đi làm về còn dư 40% tôi bật 4g liên tục để xem YouTube, nhắn tin nếu ít sử dụng thì có khi 5057% về về độ nóng thì chả thấy nóng chỗ nào hết tôi ở Miền Tây nên không khí cũng ko có lạnh và công việc tôi thường làm dưới nắng còn 1 số ae bảo mới mua máy về nóng hay là lag hay gì gì đó thì ae xem tắt chế độ quẳng cáo và dùng 1 khoảng thời gian là đt nó quen với nhu cầu ae dùng thì nó sẽ ngon đó, chụp hình, quay videos đẹp thì mắ hú luôn, chỉ có cái tui hơi sốc là nó bự với nặng quá dùng tutu thấy cũng ko thành vấn đề nhma nó bự quá khó nhét túi quần, thêm 1 việc nữa là tui sợ bị sọc màng lần đầu dùng hãng sungsung nên bữa tui đọc có ai chỉ là đừng có chỉnh tần số quét 120HZ nên tui chỉnh có 60HZ thôi dùng vẫn thấy ngon tôi mua 1/9/2025 đến nay viết bài này là 17/11/2025","['battery', 'camera', 'screen', 'design', 'general']","{'battery': 'Positive', 'camera': 'Positive', 'screen': 'Neutral', 'design': 'Negative', 'general': 'Positive'}"
r-58784552,0,"Trước mắt thấy rất tốt, chỉ dùng nghe gọi nhắn tin, lướt mạng cũng ít, thời lượng ON SCREEN 5h đồng hồ với mức pin từ 100%15% được 30h luôn ấy. Mình mua với giá 11tr660 quá tuyệt vời cho một sản phẩm tốt thế này.","['general', 'battery', 'price']","{'general': 'Positive', 'battery': 'Positive', 'price': 'Positive'}"
r-58640784,0,Mua máy đưc 1tuần thấy xài rất tốt ko pin rất lâu,"['battery', 'general']","{'battery': 'Positive', 'general': 'Positive'}"
r-58618951,0,"Mới mua được 3 ngày. Mọi chức năng dùng rất mượt. Không hài lòng với nhân viên dán màn hình, máy mới mua mà nhân viên đã làm rớt cũng may là rơi ở khoảng cách không tổn hại đến máy","['performance', 'ser&acc', 'general']","{'performance': 'Positive', 'ser&acc': 'Negative', 'general': 'Neutral'}"
r-58595473,0,Mới mua sử dụng được gần 1 tháng đt quá ok 10đ không có nhưng.,['general'],{'general': 'Positive'}
r-58584461,0,Mọi thứ đều ok mọi người nên cân nhắc là pin hơi yếu,"['general', 'battery']","{'general': 'Positive', 'battery': 'Negative'}"
r-58519182,0,Em mới mua s24fe qua2 ngày sử dụng không ưng ý lắm em muốn đổi qua Mi14Tpro thì như nào nhỉ,['general'],{'general': 'Negative'}
r-58503631,0,"Tôi có mua một chiếc điện thoại sam sung s24FE mọi thứ đều tốt, tôi ít chơi game nên pin sử dụng được 1 ngày, ai chơi game nhiều thì phải sạc pin thêm 1 lần nữa .tôi chơi game chung bình máy chạy rất mượt mà, còn chơi game nặng thì hơi bị giật lát. S24FE wifi rất mạnh nhe ,máy không có gì để chê,chỉ có một điểm là camera trước chụp ảnh hơi tối chúc không được sáng, mọi thứ đều ok,loa nghe hơi bị đục, không được trong.nói chung là tạm ổn. Tôi rất thích mua sản phẩm tại TGDĐ hàng chính hãng, nhân viên nhiệt tình, cho shop 5 sao.mọi người có muốn mua s24 FE thì cân nhắc mọi thứ đều ổn, mượt mà lắm với tác vụ thông thường.","['general', 'battery', 'performance', 'features', 'camera', 'design', 'ser&acc']","{'general': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'features': 'Positive', 'camera': 'Negative', 'design': 'Negative', 'ser&acc': 'Positive'}"
r-58491955,0,"Mình vừa mới mua về, dùng thấy đt nóng nhiều, hao pin nhanh, cảm ứng kém. Không hài lòng sp chút nào cả","['battery', 'features', 'general']","{'battery': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-58489645,0,"Ngồi trong phòng máy mất sóng liên tục, ko gọi thoại, ko kết nối đc 4g đc, mặc dù máy trước đó FE20 vẫn sủ dung ổn định. Máy khác vào đúng vị trí vẫ kết nối ổn.","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58288493,0,"Cập nhật phần mềm 7.0 bị lõi không hiển thị pin, những phần khác thì ok","['features', 'general']","{'features': 'Negative', 'general': 'Positive'}"
r-58113727,0,Mới mua 2 ngày sau phát livestream hình ảnh tối quá,"['camera', 'general']","{'camera': 'Negative', 'general': 'Neutral'}"
r-58058314,0,Em mua đt hồi tháng 12Dt k rớt nhưng nay mới tháng 3 đã rè loaĐợt trc mh xài S10 mấy năm lận ok hơn s24 .hơi buồn ạ.,"['features', 'design', 'general']","{'features': 'Negative', 'design': 'Neutral', 'general': 'Negative'}"
r-58847715,0,"Đã mua. Máy rất đẹp, pin khoảng 1 ngày rưỡi. Hàng Apple thì khỏi bàn cãi gì nhiều","['design', 'battery', 'general']","{'design': 'Positive', 'battery': 'Positive', 'general': 'Positive'}"
r-58787627,0,"Hôm kia, mình thấy có chiếc màu xanh lam khói. Mình lập tức đặt mua và đến nhận hàng tại 708 Nguyễn Trãi TPHCM. Anh nhân viên hỗ trợ mình rất nhiệt tình, hướng dẫn mình cách sử dụng cũng như bảo quản chiếc điện thoại. Chiếc điện thoại màu xanh nhẹ rất đẹp và hợp với sở thích của mình.","['design', 'ser&acc', 'general']","{'design': 'Positive', 'ser&acc': 'Positive', 'general': 'Positive'}"
r-58773982,0,Pin dùng ok nhưng để qua đêm tắt hết mạng wifi .. mà vẫn tụt 10%,"['battery', 'features']","{'battery': 'Negative', 'features': 'Negative'}"
r-58764401,0,"Mới mua iphone 17 256 xanh lá xô chưa được 1 tháng Nút âm lượng máy có vấn đề Nút giảm âm lượng nảy kêu tanh tách , còn nút tăng thì vẫn bấm được nhưng bị mềm và ấn không kêu tanh tách. Vì đeo ốp cứng nên thi thoảng ấn rất bị khó Liệu đây có phải là lỗi được đổi trả sản phẩm khác không Hay lại phải bù thêm phí Nếu dùng về lâu dài e rằng nút sẽ gặp vấn đề.","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58657524,0,"Mình mua màu tím, may mắn mua được mà không phải cọc giữ máy Năm nay ip17 thường chắc chắn sẽ ưa chuộng",['others'],{'others': 'Positive'}
r-58507274,0,Diện thoại này quá bền. Rớt 5 tầng lầu chung cư mà vẫn còn sài dc,['general'],{'general': 'Positive'}
r-58321822,0,"Mình đặt mua hôm nay nhận hàng, mua máy mới mà nhận hàng máy đã bị bóc siu, đã dán keo trong màn hình và máy đã được mở sử dụng vào ngày 25. Lúc nhận máy thấy hộp k seal nghĩ do mở sẵn, không để ý kĩ nhưng về ktra mới biết máy đã bị sử dụng . Lúc nào mua gì cũng mua ở TGDĐ cho an tâm, giờ chắc lần cuối rồi","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58206100,0,Tôi mua đt này ngay 22/1 giờ ko muốn dùng nữa trả lại thì mất phí bao nhiêu vậy,['others'],{'others': 'Neutral'}
r-58097564,0,H mình muốn bán lại cho tgđ dc ko ạ,['others'],{'others': 'Neutral'}
r-57994625,0,"Đừng mua, ko có linh kiện.",['others'],{'others': 'Negative'}
r-57886437,0,máy sao cũng được ghét nhất cái zalo vui nó báo hiện tn cuộc gọi buồn thì nó im ru hên ít sài zalo chứ sài nhiều chắc vức,['others'],{'others': 'Negative'}
r-57843403,0,"Chiếc điện thoại mỏng nhất tôi từng dùng, cũng là chip 680 trên máy này mượt hơn nhiều 680 ở SS a05s vợ đag dùng","['design', 'performance']","{'design': 'Positive', 'performance': 'Positive'}"
r-57761292,0,E Mua đc 1 tuần trả lại mất bao nhiêu % ạ,['others'],{'others': 'Neutral'}
r-57739468,0,Thế giới di động có cường lực của honor x8b k ạ,['others'],{'others': 'Neutral'}
r-57572901,0,"ko có NFC. rất tiếc. honor quá lac hậu so với nhiều hãng. hiệu năng tạm ổn ,bèn hay ko. để 19 tháng mới biết.","['features', 'performance', 'general']","{'features': 'Negative', 'performance': 'Neutral', 'general': 'Negative'}"
r-57569757,0,"Mua online bên này báo ngoài ip ra thì hàng ko có full box, máy nhìn tạm ổn hơi nhẹ hơn Xiaomi, tuy nhiên gọi zalo mạng WiFi và 4GB đứng hình suốt mà check các máy khác thì vẫn gọi OK không phải do đường truyền mạng kém. Đã không có thời gian ra cửa hàng, giờ gọi hỏi thì bảo ra cửa hàng bảo hành. Mình mới mua được 2 hôm thôi. Giờ muốn đổi sang ip 13 thì có được đổi không Hay có hỗ trợ 1 đổi 1 không shop ơi Con máy này gọi zalo ko thấy hình chập chờn như vậy hoài dù mạng vẫn ổn định thì sao đây","['general', 'features', 'performance', 'ser&acc']","{'general': 'Negative', 'features': 'Negative', 'performance': 'Negative', 'ser&acc': 'Neutral'}"
r-57551730,0,"Tốt, nhưng máy này có phím ảo khóa màn hình vậy","['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
r-57540557,0,Máy này không có hổ trợ thẻ nhớ ngoài hả store,"['storage', 'others']","{'storage': 'Negative', 'others': 'Neutral'}"
r-57494188,0,Máy dùng rất ngon mượt. Rất đẹp. Không hài lòng lắm khi nv tự ý bóc siu mà chưa có sự đông ý cửa khách. Lm m nghi ngờ máy đã dùng. May là m thấy lướp bọc mới bóc ko thì m ko nhận máy,"['performance', 'design', 'ser&acc']","{'performance': 'Positive', 'design': 'Positive', 'ser&acc': 'Negative'}"
r-57483470,0,"TGDD đổi 11 khi điện thoại mình bị lỗi ko gửi nhận tin nhắn, cuộc gọi đc, dù hơi tốn công nhưng nhìn chung mình khá hài lòng vs cách phục vụ của shop","['ser&acc', 'general']","{'ser&acc': 'Positive', 'general': 'Positive'}"
r-57463090,0,Chíp 680 mà tối ưu tốt thật. Thiết kế đẹp bộ nhớ cao. Thao tác mượt mà.,"['performance', 'design', 'storage']","{'performance': 'Positive', 'design': 'Positive', 'storage': 'Positive'}"
r-57458877,0,"Nhanh hết pin, sạc đầy pin để 1 ngày k dùng gì mà pin gần hết. Vào chomre gõ thì lag k lên chữ. Thỉnh thoảnh bị. Có đổi trả được không. Máy dùng được 10ngay","['battery', 'performance', 'general']","{'battery': 'Negative', 'performance': 'Negative', 'general': 'Neutral'}"
r-57449337,0,mới mua được 1 tuần có đổi trả được không ạ,['others'],{'others': 'Neutral'}
r-57445828,0,Máy OK dùng rất thích chụp hình đẹp với cái giá hơn 6tr thì làm sao bì được với iPhone. So với Redmi thì Redmi phải gọi honor bằng cụ,"['general', 'camera', 'price']","{'general': 'Positive', 'camera': 'Positive', 'price': 'Negative'}"
r-57393007,0,"Máy mới dùng mà loa bị rè, nghe không rõ. Lỗi do điện thoại thì có đựơc đổi máy mới không khi mới dùng có 10 ngày","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58649721,0,"Điện thoại mình mua 14T và có mua gói 1 đổi 1 trong 1 năm. Nhưng khi lỗi thì không sử lý theo bảo hiểm cho mình. Máy xài nóng và tự tắt, không khởi động lại được. Vậy thì lòng tin đâu sử dụng dịch vụ bên bạn","['ser&acc', 'performance', 'general']","{'ser&acc': 'Negative', 'performance': 'Negative', 'general': 'Negative'}"
r-58601197,0,"Máy dùng ổn, sạc pin nhanh thì nó cũng nhanh hết,chơi cũng mượt, nghe gọi ổn, sóng mạng bắt tốt, bắt sóng wifi xa hơn so với con SS m51 của mình,đặc đt dùng đi mưa thoải mái,rửa máy hay máy rơi vào nước voi tư ko phải nghĩ,chỉ có 1 cái xấu là cảm ứng ko đc mượt mà thôi nhưng chấp nhận đc","['general', 'battery', 'performance', 'features', 'screen']","{'general': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'features': 'Positive', 'screen': 'Negative'}"
r-58487580,0,"máy ổn,pin ok nhe,nên mua","['general', 'battery']","{'general': 'Positive', 'battery': 'Positive'}"
r-58390354,0,máy xài rất tốt và âm thanh cũng to nhưng có điều nam giới phục vụ không tận tình như nữ giới,"['general', 'features', 'ser&acc']","{'general': 'Positive', 'features': 'Positive', 'ser&acc': 'Negative'}"
r-58176751,0,"Máy dùng cũng ổn,mượt nhưng cứ để mấy tiếng k dùng là pin tự tụt tầm 10% có cách nào khắc phục k ạ","['battery', 'performance', 'general']","{'battery': 'Negative', 'performance': 'Positive', 'general': 'Neutral'}"
r-58127771,0,Anh em cập nhật hyper OS 2.0 sẽ cải thiện phần pin rõ rệt lun. Chứ bản hyper OS 1.0 pin yếu lắm. Vấn đề pin của Xiaomi 14T nằm ở phần mềm thôi. Cập nhật lên là ổn cả. Mua dc 3 tuần rồi thấy khá ổn.,"['battery', 'general']","{'battery': 'Positive', 'general': 'Positive'}"
r-58118752,0,Tất cả các tác vụ đều ngon. Mượt mà không có gì phàn nàn. Nhưng mà có cái phần pin sao tụt khá nhanh. Không biết là do pin bị lỗi hay là máy nó hao pin như vậy nữa,"['performance', 'battery']","{'performance': 'Positive', 'battery': 'Negative'}"
r-57976990,0,Lỗi máy gửi bảo hành nhưng lại phải mất phí thay trong khi là lỗi của máy,['ser&acc'],{'ser&acc': 'Negative'}
r-57594713,0,tôi mua Xiaomi 14t máy đổi trả được 2tháng bây giờ tôi muốn trả lại hàng bên tgdd có hỗ trợ thu lại không ạ,['others'],{'others': 'Neutral'}
