shop,model,product_url
thegioididong,"Laptop Asus Vivobook Go E1504FA - BQ1160W (R5 7520U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-go-e1504fa-r5-7520u-bq1160w
thegioididong,"Laptop HP Pavilion X360 14 ek2024TU - 9Z2V6PA (Core 5 120U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa
thegioididong,"Laptop Dell 15 DC15250 - DC5I5357W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-dc5i5357w1
thegioididong,"Laptop Acer Aspire Lite 15 AL15 41P R3QL - NX.J54SV.001 (R7 5700U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-41p-r3ql-r7-nxj54sv001
thegioididong,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i5-83dv01anvn
thegioididong,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-victus-15-fa2731tx-i5-b85lnpa
thegioididong,"Laptop Lenovo V14 G4 AMN - 82YT00YNVN (R5 7520U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-v14-g4-amn-r5-82yt00ynvn
thegioididong,"Laptop MSI Gaming Katana 15 B13UDXK - 2410VN (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i5-2410vn?utm_flashsale=1
thegioididong,"Laptop HP 15 fd0015TU - A19C5PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa
thegioididong,"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd22
thegioididong,"Laptop Dell Latitude 3450 - L3450-1335U-16512WN (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512wn
thegioididong,"Laptop Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl034w?utm_flashsale=1
thegioididong,"Laptop Asus Vivobook 15 X1504VA - BQ3394W (i3 1315U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-1315u-bq3394w
thegioididong,"Laptop Acer Aspire Lite 15 AL15 42P R50R - NX.D34SV.004 (R5 7430U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r50r-r5-7430u-nxd34sv004
thegioididong,"Laptop HP Pavilion 16 af0055TU - AY8C4PA (Ultra 5 125U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa
thegioididong,"Laptop Acer Aspire Lite 14 AL14 51P 35QD - NX.J84SV.001 (i3 1305U, 8GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-51p-35qd-i3-nxj84sv001
thegioididong,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00J0VN (R7 7435HS, 24GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r7-83jc00j0vn?utm_flashsale=1
thegioididong,"Laptop Lenovo Gaming LOQ 15IAX9E - 83LK000BVN (i5 12450HX, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk000bvn
thegioididong,"Laptop MSI Gaming Katana 15 B13VFK - 676VN (i7 13620H, 16GB, 1TB, RTX 4060 8GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn
thegioididong,"Laptop MSI Modern 15 F13MG - 667VN_16GB (i5 1334U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-1334u-667vn-16gb
thegioididong,"Laptop HP 15 fd0235TU - 9Q970PA_120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-15-fd0235tu-core-5-120u-9q970pa-120u
thegioididong,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-HS24 (i5 1334U, 16GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24
thegioididong,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl
thegioididong,"Laptop Acer Aspire Lite 16 G2 AL16 52P 572A - NX.J2SSV.004 (i5 1334U, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004?utm_flashsale=1
thegioididong,"Laptop Asus Gaming Vivobook K3605ZF - RP745W (i5 12500H, 16GB, 512GB, RTX 2050 4GB, WUXGA 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w
thegioididong,"Laptop Asus TUF Gaming A15 FA506NFR - HN113W (R7 7435HS, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w
thegioididong,"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000CVN (i5 13420H, 24GB, 512GB, WUXGA OLED, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-oled-14irh10-i5-83k0000cvn
thegioididong,"Laptop Acer Gaming Aspire 5 A515 58GM 598J - NX.KW1SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-598j-i5-nxkw1sv002?utm_flashsale=1
thegioididong,"Laptop HP Gaming VICTUS 15 fa2732TX - B85LPPA (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa
thegioididong,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV00PSVN (i5 13450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i5-83dv00psvn
thegioididong,"Laptop MSI Gaming Katana 15 B13UDXK - 2077VN (i7 13620H, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn?utm_flashsale=1
thegioididong,"Laptop MSI Gaming Thin 15 B13UC - 1411VN_16GB (i7 13620H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-13620h-1411vn-16gb?utm_flashsale=1
thegioididong,"Laptop Dell Inspiron 15 3530 - N5I7421W1 (i7 1355U, 16GB, 512GB,  Full HD 120Hz, OfficeHS24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-1355u-n5i7421w1
thegioididong,"Laptop Dell Inspiron 15 3530 - P16WD21 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-1334u-p16wd21
thegioididong,"Laptop HP 245 G10 - A20TDPT (R5 7530U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt?utm_flashsale=1
thegioididong,"Laptop HP 15 fd0235TU - 9Q970PA (i5 1334U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-15-fd0235tu-i5-9q970pa
thegioididong,"Laptop Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-s3607va-i5-rp055ws?utm_flashsale=1
thegioididong,"Laptop Acer Gaming Aspire 7 A715 76G 5806 - NH.QMFSV.002 (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002
thegioididong,"Laptop Asus Vivobook 15 OLED A1505VA - MA467W (i5 13500H, 16GB, 512GB, 2.8K OLED 120Hz, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w
thegioididong,"Laptop MSI Gaming Thin 15 B12UC - 2045VN (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn
thegioididong,"Laptop Acer Aspire Lite 16 AI AL16 71P 5674 - NX.D4XSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-16-ai-al16-71p-5674-ultra-5-125h-nx-d4xsv-001
thegioididong,"Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 - 83HX0066VN (R7 AI 350, 32GB, 512GB, WUXGA OLED, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14akp10-r7-ai-350-83hx0066vn
thegioididong,"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS00D9VN (i5 12450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn
thegioididong,"Laptop Dell 15 DC15250 - CPH997 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365B, Win11)",https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-cph997
thegioididong,"Laptop HP Pavilion 15 eg3093TU - 8C5L4PA (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa
thegioididong,"Laptop Asus TUF Gaming F15 FX507ZC4 - HN330W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w
thegioididong,"Laptop HP Pavilion 15 eg3091TU - 8C5L2PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa
thegioididong,"Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 - 83HX0065VN (R5 AI 340, 32GB, 512GB, WUXGA OLED, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14akp10-r5-ai-350-83hx0065vn
thegioididong,"Laptop Asus Vivobook S14 S3407CA - LY095WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-s3407ca-ultra-5-ly095ws
thegioididong,"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001
thegioididong,"Laptop Acer Aspire Lite 15 AL15 42P R8E6 - NX.D34SV.001 (R5 7430U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r8e6-r5-7430u-nx-d34sv-001
thegioididong,"Laptop Dell Inspiron 15 3530 - N5I7216W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7216w1
thegioididong,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01AMVN (i7 13650HX, 16GB, 1TB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i7-83dv01amvn
thegioididong,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn
thegioididong,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn
thegioididong,Laptop MacBook Pro 14 inch M4 16GB/1TB,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-1tb
thegioididong,"Laptop Dell Inspiron 15 3520 - 25P231 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231
thegioididong,"Laptop HP Probook 455 G10 - B8PG7AT (R5 7530U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-probook-455-g10-r5-b8pg7at
thegioididong,"Laptop Dell Inspiron 15 3520 - N3520-i5U165W11SLU-BL (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11slubl
thegioididong,"Laptop Asus Vivobook 15 X1504VA - BQ2225WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-bq2225ws
thegioididong,"Laptop Asus Gaming V16 V3607VU - RP192W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-gaming-v16-v3607vu-core-5-rp192w
thegioididong,"Laptop Acer Gaming Nitro V ANV15 51 55CA - NH.QN8SV.004 (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004
thegioididong,"Laptop Acer Aspire Lite 14 AL14 71P 55P9 - NX.D7USV.001 (i5 13500H, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-71p-55p9-i5-13500h-nxd7usv001
thegioididong,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ALVN (i7 13650HX, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i7-13650hx-83dv01alvn
thegioididong,"Laptop MSI Gaming Katana 15 B13VEK - 2256VN (i7 13620H, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-b13vek-i7-13620h-2256vn
thegioididong,"Laptop HP 15 fd0234TU - 9Q969PA (i5 1334U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa
thegioididong,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00LVVN (R5 7235HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00lvvn
thegioididong,"Laptop MSI Gaming Thin 15 B13UC - 1411VN (i7 13620H, 32GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-1411vn?utm_flashsale=1
thegioididong,"Laptop GIGABYTE Gaming G5 MF5 RC555 - 9RC55MF5FEIAA1VN0C0 (i5 13500H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0
thegioididong,"Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU - NX.J2SSV.005 (i7 1355U, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005?utm_flashsale=1
thegioididong,"Laptop Dell Inspiron 15 3530 - N3530-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu
thegioididong,"Laptop Acer Aspire Lite 15 AL15 72P 581V - NX.D4CSV.001 (i5 13500H, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-72p-581v-i5-13500h-nx-d4csv-001
thegioididong,"Laptop Asus Vivobook 16 X1605VA - MB1876WS (i5 13420H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb1876ws
thegioididong,"Laptop HP Pavilion 16 af0053TU - AY8C2PA (Ultra 7 155U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-16-af0053tu-ultra-7-ay8c2pa
thegioididong,"Laptop Asus Vivobook S16 S3607VA - RP155WS (Core 5 210H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607va-core-5-210h-rp155ws?utm_flashsale=1
thegioididong,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb
thegioididong,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-5-210h-71072939
thegioididong,"Laptop HP 15 fd1063TU - 9Z2Y1PA (Ultra 5 125H, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa?utm_flashsale=1
thegioididong,"Laptop Asus Vivobook 14 X1404ZA - NK246W (i3 1215U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w
thegioididong,"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS000JVN (i5 12450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn?utm_flashsale=1
thegioididong,"Laptop Lenovo V14 G4 - 83A00012VN (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkpad-v14-i7-83a00012vn
thegioididong,"Laptop MSI Gaming Sword 16 HX B14VFKG - 045VN (i7 14700HX, 16GB, 1TB, RTX 4060 8GB, QHD+ 240Hz, Win11)",https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn
thegioididong,"Laptop MSI Gaming Cyborg 14 A13VE - 090VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD+ 144Hz, Win11)",https://www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn
thegioididong,"Laptop Dell Inspiron 15 3530 - 71053721 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71053721
thegioididong,"Laptop HP Pavilion 15 eg3112TU - 8U6L9PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-15-eg3112tu-i7-8u6l9pa
thegioididong,"Laptop Asus Vivobook 15 OLED A1505VA - L1341W (i5 13500H, 16GB, 512GB, Full HD OLED, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w
thegioididong,"Laptop HP 240 G9 - AG2J5AT (i3 1215U, 8GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at?utm_flashsale=1
thegioididong,"Laptop Asus Vivobook 15 OLED A1505VA - MA570WS (i7 13620H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i7-ma570ws
thegioididong,"Laptop Dell Inspiron 15 3530 - 71053696 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71053696
thegioididong,"Laptop Dell 15 DC15250 - CPH99 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-cph99
thegioididong,"Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10R - 83J0006DVN (Core 5 210H, 32GB, 512GB, WUXGA OLED, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10r-core-5-83j0006dvn
thegioididong,"Laptop Acer Aspire 7 A715 76 53PJ - NH.QGESV.007 (i5 12450H, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-7-a715-76-53pj-i5-nhqgesv007?utm_flashsale=1
thegioididong,"Laptop Acer Aspire Lite 15 AL15 42P R08M - NX.D3QSV.001 (R7 7730U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r08m-r7-7730u-nx-d3qsv-001
thegioididong,"Laptop Dell Inspiron 15 3530 - P16WD (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd
thegioididong,"Laptop Dell Inspiron 15 3520 - 71064798 (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, KYHD, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71064798
thegioididong,"Laptop Asus Vivobook S 16 OLED S5606MA - MX050W (Ultra 5 125H, 16GB, 512GB, 3.2K OLED 120Hz, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w
thegioididong,"Laptop Asus TUF Gaming A15 FA507NUR - LP057W (R7 7435HS, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w
thegioididong,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00KUVN (R5 7235HS, 24GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r5-83jc00kuvn
thegioididong,"Laptop HP Pavilion X360 14 ek2017TU - 9Z2V5PA (Core 5 120U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2017tu-core-5-9z2v5pa
thegioididong,"Laptop HP Pavilion 15 eg3095TU - 8C5L6PA-16G (i5 1335U, 16GB, 512GB, Full HD, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa-16g
thegioididong,"Laptop Acer Aspire 16 AI A16 71M 59L5 - NX.J4YSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001
thegioididong,Laptop MacBook Pro 14 inch Nano M4 Pro 24GB/512GB,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-pro-24-512
thegioididong,"Laptop Dell Inspiron 15 3520 - N3520-i5U085W11SLU (i5 1235U, 8GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u085w11slu
thegioididong,"Laptop MSI Gaming Vector 16 HX AI A2XWHG - 010VN_32GB (Ultra 7 255HX, 32GB, 512GB, RTX 5070Ti 12GB, QHD+ 240Hz, Win11)",https://www.thegioididong.com/laptop/msi-vector-16-hx-ai-a2xwhg-ultra-7-255hx-010vn-32gb
thegioididong,"Laptop Dell Inspiron 14 5440 - NDY5V1 (i5 1334U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-14-5440-i5-ndy5v1
thegioididong,"Laptop Asus Gaming Vivobook K3605ZC - RP629W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w
thegioididong,"Laptop Dell Inspiron 14 5440 - N4I7204W1 (Core 7 150U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1
thegioididong,"Laptop Acer Gaming Aspire 5 A515 58GM 51LB - NX.KQ4SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD, Win11)",https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002
thegioididong,"Laptop Asus Vivobook S14 S3407CA - LY096WS (Ultra 7 255H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",https://www.thegioididong.com/laptop/asus-s3407ca-ultra-7-ly096ws
thegioididong,"Laptop HP Pavilion 16 af0052TU - AY8C1PA (Ultra 7 155U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",https://www.thegioididong.com/laptop/hp-pavilion-16-af0052tu-ultra-7-ay8c1pa
thegioididong,"Laptop HP Gaming VICTUS 15 fa1139TX - 8Y6W3PA (i5 12450H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa?utm_flashsale=1
thegioididong,"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX005RVN (Ultra 5 225U, 32GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-gen-7-ultra-5-225u-21sx005rvn
thegioididong,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00M3VN (R5 7235HS,16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp9-r5-83jc00m3vn
thegioididong,"Laptop Lenovo ThinkPad E16 - 21SR002QVN (Ultra 5 225H, 32GB, 512GB, WUXGA, Win11)",https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-5-21sr002qvn
thegioididong,"Laptop MSI Gaming Katana 15 HX B14WEK - 286VN (i5 14450HX, 16GB, 512GB, RTX5050 8GB, QHD 165Hz, Win11)",https://www.thegioididong.com/laptop/msi-katana-15-hx-b14wek-i5-14450hx-286vn
thegioididong,"Laptop Lenovo IdeaPad 5 2in1 14IRH9 - 83KX003WVN (i5 13420H, 16GB, 512GB, WUXGA OLED, Cảm ứng, Win11)",https://www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14irh9-i5-83kx003wvn
