review_id,sent_idx,sentence,aspects,sentiments
305,0,Điện thoại iPhone 15 Plus 128GB - Đã mua hàng 114116 Đường số 3 .bình hưng hoà B. Bình Tân Các bạn nv hỗ trợ nhiệt tình vv chuẩn 5,['ser&acc'],{'ser&acc': 'Positive'}
306,0,Điện thoại iPhone 15 Plus 128GB - Không chỉnh được camera chụp hình 48 Mb chụp được 36 Mb iOS 18.2.1,"['camera', 'features']","{'camera': 'Negative', 'features': 'Negative'}"
307,0,Điện thoại iPhone 15 Plus 128GB - Sạc 25 lần tuột 1% pin kém quá,['battery'],{'battery': 'Negative'}
308,0,"Điện thoại iPhone 15 Plus 128GB - Màu xanh lá ,96% bán lại bao nhiêu ạ",['others'],{'others': 'Neutral'}
309,0,Điện thoại iPhone 15 Plus 128GB - Sai mới 4thang mà hao hết 3% pin hối hận,['battery'],{'battery': 'Negative'}
310,0,"Điện thoại iPhone 15 Plus 128GB - Mới mua chưa đc 1tháng, dùng cũng mướt nhưng lâu lâu đag vào ứng dụng và treo và tự thoát ra, ko hỉu lý do",['performance'],{'performance': 'Negative'}
311,0,Điện thoại iPhone 15 Plus 128GB - Mới sài có 8tháng pin còn 95%. Quá bưa.,"['battery', 'general']","{'battery': 'Positive', 'general': 'Negative'}"
312,0,"Điện thoại iPhone 15 Plus 128GB - Tôi mua được 4 tháng, giờ màn hình đổ mực. Khi nhân viên kiểm tra báo Tôi có cấn thân máy. Tôi không thấy. Nhưng tôi vẫn đồng ý,nhưng lại báo hãng có cấn màn hình và hãng báo không bảo hành. Tôi đã khiếu nại và đang chờ giải quyết. Không biết ra sao đây. Mời cả xem coi có thấy cấn màn hình chổi nào không ạ","['screen', 'ser&acc', 'general']","{'screen': 'Negative', 'ser&acc': 'Negative', 'general': 'Neutral'}"
313,0,"Điện thoại iPhone 13 128GB - Mình mua ngày 30/10/2025 sau gần một tháng mình đánh giá như sau. máy đẹp,pin trâu, nhưng ở phía loa bên trên màn hình thiết kế hở khe bụi sẽ rễ bay vào với giá tiền 12tr490k thì không đáng, máy trưng bày thì không có, nhưng dùng vẫn tạm ổn mình cho 4 sao","['design', 'battery', 'price', 'general']","{'design': 'Negative', 'battery': 'Positive', 'price': 'Negative', 'general': 'Positive'}"
314,0,"Điện thoại iPhone 13 128GB - Máy mua từ 3/1/2025 đến nay là 9/11/2025 còn chưa đầy 1 năm chưa hết bảo hành pin đã tụt còn 84%, chắc 1 năm thay pin 1 lần hả shop, tiền đâu mà trả gọi điện tư vấn thì bảo đi thay pin, thà bỏ tiền mua máy mới còn hơn","['battery', 'ser&acc', 'general']","{'battery': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
315,0,"Điện thoại iPhone 13 128GB - Hôm qua tưởng tt 13,5 củ nay nhìn lại tt 12,5 củ. Đúng giá trên hệ thống. Máy xài ngon","['price', 'general', 'performance']","{'price': 'Negative', 'general': 'Positive', 'performance': 'Positive'}"
316,0,"Điện thoại iPhone 13 128GB - Mới được 4 tháng.màn hình tự nhiên tối đen,không lên","['screen', 'general']","{'screen': 'Negative', 'general': 'Negative'}"
317,0,Điện thoại iPhone 13 128GB - E vừa mua 611 lỗi ở ngoài nhỏ nó Ko ảnh hưởng gì nhưng nhìn mất thẩm mĩ.với lại mình bỏ tiền ra mua mới mà bị lỗi cũng tức mua về nhà mới phát hiện ra đem ra nói nhân viên thì nhân viên nói mấy kích hoạt rồi nhưng không đổi được không phải lỗi kĩ thuật nhưng bù lại cho em 200k nói chung vợ chồng máy xanh giờ cảm thấy không muốn mua hàng nữa,"['general', 'ser&acc']","{'general': 'Negative', 'ser&acc': 'Negative'}"
318,0,"Điện thoại iPhone 13 128GB - Sau 2 tháng sử dụng máy rất ok nha, sạc nhanh, pin khá trâu sài tác vụ cơ bản 78 tiếng bình thường, chơi game hay tác vụ nặng thì 56 tiếng mượt mà, loa hay và to, camera đầy đủ ánh sáng chụp ko có gì để chê, còn ánh sáng kém thì ảnh cũng đáp ứng tạm ổn, quay video thì khỏi phải bàn, màng đẹp nói chung tất cả điều ok hết nhưng phần sơn hơi dễ tróc nhất ngay cụm camera sau vs các phím cứng.","['battery', 'features', 'performance', 'sound', 'camera', 'screen', 'design']","{'battery': 'Positive', 'features': 'Positive', 'performance': 'Positive', 'sound': 'Positive', 'camera': 'Positive', 'screen': 'Neutral', 'design': 'Negative'}"
319,0,"Điện thoại iPhone 13 128GB - Mình mua được 1 tuần nhận xét như này pin dùng thoả mái từ tối hôm trc sạc đến 10h tối hôm sau dùng vẫn ok , chip a15 nói chung ổn nhanh vs các tác vụ cơ bản rất mượt ko bị chững như con xs max trc. Mua chip quan trọng hơn ram là hợp lí. Dung lượng 128g con này thấy ko báo ảo đựng dữ liệu cũng mấy nghìn cái video . Chỉ một điểm yếu của nó là máy ảnh nó ảo hơn xs max . Màn hình thì ko thấy bị mỏi mắt khi xem nhiều có thể do lần đầu mua máy ở tgdd còn trc mua xs max mua ngoài quán nó thay màn r . Nói chung thấy chất lượng so vs tầm giá","['battery', 'performance', 'storage', 'camera', 'screen', 'general']","{'battery': 'Positive', 'performance': 'Positive', 'storage': 'Positive', 'camera': 'Negative', 'screen': 'Positive', 'general': 'Positive'}"
320,0,Điện thoại iPhone 13 128GB - Pin không dùng tuột vẫn nhanh,"['battery', 'performance']","{'battery': 'Positive', 'performance': 'Neutral'}"
321,0,Điện thoại iPhone 13 128GB - Minh mua dc 5 tháng pin con97% hỏi có bi sao k,"['battery', 'storage', 'general']","{'battery': 'Positive', 'storage': 'Neutral', 'general': 'Neutral'}"
322,0,"Điện thoại iPhone 13 128GB - Sử dụng hay sạc pin máy đều nóng, để qua đêm tụt pin, pin không được trâu như ip11","['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
323,0,Điện thoại iPhone 13 128GB - Em mua được 3 ngày thì đổi mất phí bao nhiêu vậy ạ,['others'],{'others': 'Neutral'}
324,0,"Điện thoại iPhone 13 128GB - Cho mình hỏi, điện thoại mình loa đổ chuông nó nhỏ. Mình đã vào cài đặt tăng âm lượng và cũng tắt chế độ yên tĩnh nhưng âm lương đổ chuông không cải thiện. Vậy xử lú như thế nào vậy ạ","['features', 'general']","{'features': 'Negative', 'general': 'Neutral'}"
325,0,"Điện thoại iPhone 13 128GB - Mới mua về 10 ngày mà face id k khả dụng có bảo hàng được k ạ, k rớt nước, k va chạm mạnh mà vẫn bị","['features', 'ser&acc']","{'features': 'Negative', 'ser&acc': 'Neutral'}"
326,0,Điện thoại iPhone 13 128GB - Hết lỗi nọ về lỗi kia cái đầu tiên thì bị lỗi cáp màn đã đổi cái khác thì khi cắm sạc bị đơ đơ máy kèm thêm mất đèn flast khi có cuộc gọi đến,"['screen', 'battery', 'general']","{'screen': 'Negative', 'battery': 'Negative', 'general': 'Negative'}"
327,0,"Điện thoại iPhone 13 128GB - Từ lúc mua đến giờ tình trạng khi call Zalo, mess bật loa ngoài là phía đối phương không nghe rõ bên mình nói gì rè mất tiếng, nói 10 từ nghe được 1, ảnh hưởng rất nhiều đến công việc. Trước đó đã đi bảo hành mà cả nửa tháng trả về tình trạng vẫn như cũ, đem ra cửa hàng tgdd mà nhân viên test vẫn thấy dấu hiệu, nhưng liên hệ hãng thì hãng báo máy bình thườngThời gian ấy tôi không sắp xếp thời gian lên chi nhánh hãng được, nhưng giờ vấn đề call này vẫn không giải quyết được nên tôi buộc phải đích thân đem lên hãngCho tôi sdt và địa chỉ của hãng để toi gửi máyTôi hi vọng giải quyết tình trạng này sớm chứ tôi không nghĩ hãng lớn mà không khắc phục được vấn đề ở máy mới mua như thế nàyCảm ơn","['features', 'ser&acc', 'general']","{'features': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
328,0,"Điện thoại iPhone 13 128GB - Dùng rất tốt ,pin 32 nhưng cũng ok nhân viên TGDD p","['general', 'battery', 'ser&acc']","{'general': 'Positive', 'battery': 'Positive', 'ser&acc': 'Neutral'}"
329,0,"Điện thoại iPhone 13 128GB - Mọi người không nên mua máy ở thế giới di động nữa nhéBỏ ra đống tiền nhưng nhận lại máy giật, lang, đơ hơn cả mấy con máy cùi Nên phá sản sớm thì tốt hơn","['performance', 'general']","{'performance': 'Negative', 'general': 'Negative'}"
330,0,Điện thoại iPhone 13 128GB - Phía trong camera có 2 hạt bụiEm mua được 3 hômThế có được bảo hành do bụi trong camera không ạVà nếu được bảo hành thì chính sách như thế nào ạ,"['camera', 'ser&acc']","{'camera': 'Negative', 'ser&acc': 'Neutral'}"
331,0,Điện thoại iPhone 13 128GB - Mình dùng được 6t pin hoi nhanh ạ,"['battery', 'storage']","{'battery': 'Negative', 'storage': 'Neutral'}"
332,0,Điện thoại iPhone 13 128GB - Pin tụt rất nhanh,['battery'],{'battery': 'Negative'}
333,0,Unknown - Nói chung là rất tốt. Chất lượng ok,"['general', 'others']","{'general': 'Positive', 'others': 'Neutral'}"
334,0,"Unknown - Chọn bản RAM 12GB để là để đa nhiệm tốt. Thực tế mở 1 app game và 2 app bình thường khác, khi chuyển qua lại giữa các app thì app game tải lại, giống như mấy máy RAM 4GB, còn chẳng thể so với máy RAM 8GB. Hết sức mỉa mai con số 12GB RAM",['performance'],{'performance': 'Negative'}
335,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Pin quá kém... sai lầm khi mua,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
336,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - pin được 1 ngày, sóng 4g kém, vân tay dưới màn hình gần giữa máy không thuận tay khi mở khóa","['battery', 'features', 'screen']","{'battery': 'Negative', 'features': 'Negative', 'screen': 'Negative'}"
337,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Điện thoại sóng quá kém. S21 đã kém giờ đổi s24 còn tệ hơn. Dt cầm trên tay mà ng khác gọi tới thuê bao. 2 cột sóng chỉ lên dc 2 3 gạch.,"['general', 'features']","{'general': 'Negative', 'features': 'Negative'}"
338,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - máy sóng yếu.ae định mua thì nghĩ kĩ nha,"['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Neutral', 'general': 'Negative'}"
339,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Máy tôi mới mua một tuần mà bỏ túi toàn người khác không gọi được để ra ngoài mới gọi được là sao,['others'],{'others': 'Negative'}
340,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Ai za tại sao S24 không nhắn tin cho 888 được, mà S20 thì nhắn tin được. 888 là kiểm tra dung lượng gói 4G. Không lẽ S24 kém cỏi như vậy sao shop.","['storage', 'general']","{'storage': 'Neutral', 'general': 'Negative'}"
341,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Phải thừa nhận con ss 24 này so với giá tiền thì khó chấp nhận được, ram 8 G thậm trí còn không bằng dòng A, chip thì exynos, tác vụ thường còn giật , sóng thì kém, đợi s25 , chứ có lần sau thừa tiền cũng k mua dòng S mà chip exynos.","['price', 'performance', 'features']","{'price': 'Negative', 'performance': 'Negative', 'features': 'Negative'}"
342,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Bỏ ra gần 20tr mua cái điện thoại này mà tính năng cơ bản là nghe gọi không dùng được, gọi đi thì được nhưng người ta gọi đến toàn báo thuê bao không liên lạc được, dù đã đổi sim mới, nhà làm ăn nghe gọi nhiều mà như này thì làm sao chấp nhận được. Cứ tưởng mỗi máy mình bị, lên nhóm facebook nhiều người cũng kêu, có người bảo hành 5 6 lần cũng ko hết lỗi, có người đổi cái mới vẫn lỗi, giờ vào đọc đánh giá ở TGDĐ cũng nhiều người kêu lỗi đó. Thật sự rất khó chịu với 1 cái điện thoại gần 20tr như này. Mong TGDĐ có chính sách thỏa đáng thế nào hay thu hồi máy lỗi với những người mua dòng máy này","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
343,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Máy hay bị mất 4G, thỉnh thoảng mất cả sóng đt do máy ko phải do sim nhé , gọi đến ko được, gọi đi thì lại được. Pin ko bền. Chưa bao giờ mua đt gặp phải máy bị lỗi ntn","['features', 'battery', 'general']","{'features': 'Negative', 'battery': 'Negative', 'general': 'Negative'}"
344,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - S24 Sử dụng mạng 4g rất yếu, hay bị đơ, lỗi kết nối, phải khởi động lại máy hoặc bật rồi tắt chế độ máy bay mới có mạng trở lại. Thất vọng quá","['features', 'performance', 'general']","{'features': 'Negative', 'performance': 'Negative', 'general': 'Negative'}"
345,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Không bao giờ mua điện thoại Sam Sung cảm ứng nhạy khó chịu lắm,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
346,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Mình mua S24 được 20 ngày mình phải ra Samsung Care tận 4 lần vì lỗi không nhận được cuộc gọi lúc được, lúc không, dù đã được đổi máy mới 1 lần nhưng tình trạng này vẫn tiếp tục, mình cảm thấy thật sự thất vọng về S24, Samsung và TGDD vì bỏ hơn chục củ mà rước cục nợ về người, luôn lo sợ bị nhỡ các cuộc gọi quan trọng. Mong mọi người nghiên cứu kỹ trước khi mua sản phẩm này","['general', 'features']","{'general': 'Negative', 'features': 'Negative'}"
347,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Thiết kế đẹp. Nhỏ gọn, cầm nắm tốt. Galaxy AI hữu ích. Pin không đủ dùng một ngày.","['design', 'features', 'battery']","{'design': 'Positive', 'features': 'Positive', 'battery': 'Negative'}"
348,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Ngon hơn s23. Đáng tiền,"['price', 'general']","{'price': 'Positive', 'general': 'Positive'}"
349,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Do cần máy làm việc nên có ra quầy TGDD ở ĐMX mua gấp con S24 dù đã đọc đánh giá nhiều bạn nói nó bị mất sóng 4G và đúng thật con này bị lỗi 4G. Mình đã đổi máy theo chế độ BH của TGDD, máy đổi cũng tình trạng y hệt, 4G như sau bão Yagi vậy. Không hiểu sao dòng S cao cấp của SS lại có lỗi như vậy mà vẫm bán ra TT. Mà bây giờ dùng không được đổi dòng khác tự dưng mất tiền dù lỗi của nhà SX","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
350,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Pin Tốt, Dùng Cảm Ứng Mượt, Cầm Vừa Tay, Mà Bắt Sóng Wifi Chưa Được Tốt Lắm. Với Màn Hình Mà 2K Nữa Thì Tốt Ạ.","['battery', 'performance', 'design', 'features', 'screen']","{'battery': 'Positive', 'performance': 'Positive', 'design': 'Positive', 'features': 'Negative', 'screen': 'Positive'}"
351,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Mình mới mua dc 1tuan. Lúc mở hộp dt đã ko còn pin, phải sạc dự phòng. Về mình rất ít sử dụng .nhung vẫn tự tụt pin. Để qua đêm tắt hết wf ,ứng dụng tụt 3%.","['battery', 'storage']","{'battery': 'Negative', 'storage': 'Neutral'}"
352,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Máy xài cũng tốt.nhưng buon vì khong dùng được vâng tay.,"['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
353,0,"Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Lần đầu xài Samsung mà thấy tuyệt vời quá, rất xịn, pin trâu và chụp đẹp. Fan Hà Còi","['general', 'battery', 'camera']","{'general': 'Positive', 'battery': 'Positive', 'camera': 'Positive'}"
354,0,Điện thoại Samsung Galaxy S24 5G 8GB/256GB - Mình tin tưởng TGDĐ và giá này tốt nhất rồi. Đt xịn đẹp,"['price', 'design', 'general']","{'price': 'Positive', 'design': 'Positive', 'general': 'Positive'}"
355,0,"Điện thoại Xiaomi Redmi 15 8GB/128GB - Bắt sóng 4g và sóng điện thoại yếu, wifi yếu, chức năng tạm ổn với giá. Ưng ý phần khung kim loại và pin","['features', 'battery', 'screen', 'price', 'design']","{'features': 'Neutral', 'battery': 'Positive', 'screen': 'Negative', 'price': 'Positive', 'design': 'Positive'}"
356,0,Điện thoại Xiaomi Redmi 15 8GB/128GB - Muốn nhờ tgdd hướng dẫn cách tắt nguồn máy này ạ,['others'],{'others': 'Neutral'}
357,0,Điện thoại Xiaomi Redmi 15 8GB/128GB - tôi mua máy dc 1thang giờ đổi máy khác thì sao ạ,['others'],{'others': 'Neutral'}
358,0,Điện thoại Xiaomi Redmi 15 8GB/128GB - Máy pin trâu thôi còn chơi liên quân hay sóng sánh khá kém nhé . chơi game bị drop ping. Sao tôi hoàn tiền giá trị hoá đơn là 4tr020 mà 3 ngày trả lại còn có 3tr122 vậy ạ,"['battery', 'performance', 'price', 'general']","{'battery': 'Positive', 'performance': 'Negative', 'price': 'Negative', 'general': 'Negative'}"
359,0,Điện thoại Xiaomi Redmi 15 8GB/128GB - Pin rất ok.,"['battery', 'storage']","{'battery': 'Positive', 'storage': 'Neutral'}"
360,0,"Điện thoại Xiaomi Redmi 15 8GB/128GB - Mới mua ngày hôm qua 3/10/2025 giới thiệu bin 7000 mà tui xài thấy có trâu bò gì đâu nghe truyện offline mà còn mau gì đâu, TGGD có cho mình đổi cái khác được không chứ mình không hài lòng với cái này với lại shop ko có khuyến mãi gì hết","['battery', 'general', 'price', 'ser&acc']","{'battery': 'Negative', 'general': 'Negative', 'price': 'Negative', 'ser&acc': 'Negative'}"
361,0,"Điện thoại Xiaomi Redmi 15 8GB/128GB - Loa đàm thoại bé, không có chia đôi màn hình như các sản phẩm khác. Camera quá chán","['features', 'camera']","{'features': 'Negative', 'camera': 'Negative'}"
362,0,"Điện thoại Xiaomi Redmi 15 8GB/128GB - Thiết Kế 2 Camera Mà Chỉ Sử Dụng Được 1 Camera Còn Lại Trang Trí.Loa Nhỏ , Và Cực Kì Rè.Với Cái Giá 5.000.000 Thì Không Xứng Đáng.","['camera', 'features', 'price', 'general']","{'camera': 'Negative', 'features': 'Negative', 'price': 'Negative', 'general': 'Negative'}"
363,0,"Điện thoại Xiaomi Redmi 15 8GB/128GB - Mọi thứ tạm ổn, ko có chức năng hộp công cụ nổi thanh bên dùng rất chán, muốn vào ứng dụng khác phải thoát ra","['general', 'features']","{'general': 'Neutral', 'features': 'Negative'}"
364,0,Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mới mua được vài hôm thấy máy hơi lác cảm ứng chậm. Đang tiếc vì không chọn ip,"['performance', 'storage', 'general']","{'performance': 'Negative', 'storage': 'Positive', 'general': 'Negative'}"
365,0,"Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mình mua được 3 tháng rồi xài cũng ok lắm pin trâu chụp hình cũng được, chơi game cũng tạm được.","['battery', 'camera', 'performance']","{'battery': 'Positive', 'camera': 'Positive', 'performance': 'Neutral'}"
366,0,"Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Máy rất đáng mua camera rất tốt, ram rom lớn, 5 sao","['camera', 'storage', 'general']","{'camera': 'Positive', 'storage': 'Positive', 'general': 'Positive'}"
367,0,"Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mới mua, sử dụng tác vụ cơ bản, thấy OK,ai cần tư vấn thì rep nhé","['general', 'features', 'ser&acc']","{'general': 'Positive', 'features': 'Neutral', 'ser&acc': 'Neutral'}"
368,0,Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mua đợt mới mở bán. Máy rất đẹp. Pin ok. Phần cứng và camera đẹp. Nói chung là rất ưng,"['design', 'battery', 'performance', 'camera', 'general']","{'design': 'Positive', 'battery': 'Positive', 'performance': 'Positive', 'camera': 'Positive', 'general': 'Positive'}"
369,0,Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mình mới mua mà mở nhạc máy hơi rung,"['features', 'design']","{'features': 'Negative', 'design': 'Neutral'}"
370,0,Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mua lúc mới ra mắt 06/07/2025 tặng kèm loa sau sử dụng 2 tháng cảm nhận rất mượt pin cũng khá ổn sử dụng liên tục 9h chẳng lổi gì.. tiếc giá hơi chát xíu.. chơi game cũng khá ổn Chíp cũng không đuối lắm đâu ngang A16 iphone chụp ảnh khá nét đẹp,"['storage', 'battery', 'price', 'performance', 'camera']","{'storage': 'Positive', 'battery': 'Positive', 'price': 'Negative', 'performance': 'Positive', 'camera': 'Positive'}"
371,0,"Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - Mới mua từ t8, hơi lag với cảm ứng chậm.","['performance', 'features']","{'performance': 'Negative', 'features': 'Neutral'}"
372,0,"Điện thoại OPPO Reno14 Pro 5G 12GB/512GB - M sử dụng mới đc 1 tháng thấy rất mượt, pin thì siêu trâu. Đến thai thì chưa thấy vấn đề gì như những máy trc từng dùng. Nói chung là khá okela","['performance', 'battery', 'general']","{'performance': 'Positive', 'battery': 'Positive', 'general': 'Positive'}"
373,0,"Unknown - Ổn trong giá tiền, pin trâu. Sài ok.","['general', 'battery']","{'general': 'Positive', 'battery': 'Positive'}"
374,0,"Unknown - Mới mua được nửa tháng, ngon lành hơn mong đợi,máy hoạt động trơn tru, đa nhiệm tốt, pin trâu,xạc cũng khá nhanh,con chip 7025 đáp ứng mọi nhu cầu của mình, máy đang được giảm giá, các bạn nhanh hốt nhé, không hối hận đâu hjhj","['general', 'performance', 'battery', 'features', 'price']","{'general': 'Positive', 'performance': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'price': 'Positive'}"
375,0,Unknown - Hộp của mình thiếu sách hướng dẫn và que lấy sim. Bg ntn ạ shop,"['others', 'ser&acc']","{'others': 'Negative', 'ser&acc': 'Negative'}"
376,0,Unknown - Mình mới mua t9 2024 giờ muốn paass lại đt hơi vỡ kính màn có thu lại k ạ,['others'],{'others': 'Neutral'}
377,0,Điện thoại iPhone 14 128GB - Mua sử dụng đến nay 6 tháng rồi. Mọi thứ quá ok miễn chê. Của bền tại người. Tránh để tụt pin dưới 10% và hạn chế sạc quá 90%. Giờ pin vẫn 100 OK. Mẹo để pin trâu Vào Trợ năng  Chuyển động  giảm chuyển động. Vào Màn hình và độ sáng bật Tắt chế độ Trong Suốt.   Muốn OK nữa pin trâu như trâu rừng miễn chê thì vào Bảo mật tắt Dịch Vụ Định Vị đi là máy mát như sò lạnh.   Chúc các bạn vui vẻ,"['general', 'battery', 'features', 'screen']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'screen': 'Neutral'}"
378,0,Điện thoại iPhone 14 128GB - Điện thoại mua ngày 16/9 đến ngày 12/11 còn 98% pin,"['battery', 'storage']","{'battery': 'Positive', 'storage': 'Neutral'}"
379,0,Điện thoại iPhone 14 128GB - Mua được 5 tháng pin tụt còn 95%,"['battery', 'storage']","{'battery': 'Positive', 'storage': 'Neutral'}"
380,0,"Điện thoại iPhone 14 128GB - Xài đc 2 tháng tuột còn 98%,call video thì nóng máy tuột pin rất nhanh.quá thất vọng","['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
381,0,"Điện thoại iPhone 14 128GB - Máy mua hồi 1/6, một tuần nay vào buổi tối pin sạc đầy rồi bị tụt cỡ 50%. Ban ngày thì pin vần xài bình thường",['battery'],{'battery': 'Negative'}
382,0,Điện thoại iPhone 14 128GB - điện thoại mới mua 27/5/2025 đến nay 15/10/2025 điện thoại bị tụt pin xuống còn 97%,['battery'],{'battery': 'Negative'}
383,0,"Điện thoại iPhone 14 128GB - Cá nhân mình sd đến hiện tại vẫn ok nha. Mua cũng đã đc gần 1 tháng rồi nhưng mọi thứ vẫn ok, từ pin đến các chức năng của máy. Chị nhân viên cũng tư vấn rất nhiệt tình, hỗ trợ mình rất nhiều. Thực sự rất đáng để mua","['general', 'battery', 'features', 'ser&acc', 'price']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'ser&acc': 'Positive', 'price': 'Positive'}"
384,0,Điện thoại iPhone 14 128GB - Pin tụt nhanh tắt nguồn khởi động lại tụt mấy phần trăm,['battery'],{'battery': 'Negative'}
385,0,Điện thoại iPhone 14 128GB - iphone14 có hiện tượng nóng hơn bình thường vậy tgdd,['others'],{'others': 'Negative'}
386,0,Điện thoại iPhone 14 128GB - mua cái iphone 14 128g blue xong hư cái chân sạc chưa biết lỗi của ai mà bảo hành sửa chữa báo giá 12.100.000 Đ tiền mua cái mới hỏi thì nó do bên bảo hành báo giá TGĐ Đ làm ăn như cái QQ,"['ser&acc', 'price', 'general']","{'ser&acc': 'Negative', 'price': 'Negative', 'general': 'Negative'}"
387,0,Điện thoại iPhone 14 128GB - Ok,['general'],{'general': 'Positive'}
388,0,Điện thoại iPhone 14 128GB - Sao tớ mới mua máy có 2 ngày mà pin tụt nhanh lắm dùng chưa được 1 ngày đã phải sạc,['battery'],{'battery': 'Negative'}
389,0,"Điện thoại iPhone 14 128GB - Mới mua máy về đã chạy ios 18.5 dùng khoảng 1 tuần vào cài đặt bị đơ vài lần phải tắt đa nhiệm mới ổn. Dùng đến ngày thứ 29 dính lỗi resetcounter mang lên đổi trả nv nói phải gửi hãng thẩm định mất 15 ngày , quá chán luôn còn thời gian đổi trả mà khồn được đổi ngay mang về theo dõi thêm bị resetcounter nhiều thì mang bảo hành.","['performance', 'ser&acc', 'general']","{'performance': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
390,0,Điện thoại iPhone 14 128GB - Mình mới mua con 14 cũ bên mình k biết h muốn đổi trả thì mất bn phần trăm nhỉ,['others'],{'others': 'Neutral'}
391,0,Điện thoại iPhone 14 128GB - Đang xài Androi nhảy quá tháy lạc tay vãi. Độ mượt thì 90hz ko bằng 12hz của Androi đc. Nhiều lúc cũng thấy ngoooapp tải rồi mà mở lên vẫn đỏi tải. Bảo mật gì mà thấy máy của ae có cả ngàn tb chưa đọc hay xử lý vẫn hiện. Đúng chỉ đc phần thông báo và thương hiệu nhận diện,"['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
392,0,Điện thoại iPhone 14 128GB - Ở năm 2025 thì iPhone 14 vẫn đáp ứng đủ nhu cầu của mình sử dụng nhỏ gọn vẫn đủ mạnh để dùng những app nặng pin đủ tốt để dùng từ sáng đến chiều tối wifi 5G hỗn hợp Mua tại 414 Bình Long Tân Phú được chị Sương hỗ trợ rất nhiệt tình,"['general', 'battery', 'features', 'ser&acc']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'ser&acc': 'Positive'}"
393,0,"Điện thoại iPhone 14 128GB - Pin tụt nhanh, máy nóng khi call video","['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
394,0,Điện thoại iPhone 14 128GB - Máy xuống pin nhanh. Sạc bị nóng máy trong khi mới mua đc 1 tuần,"['battery', 'features']","{'battery': 'Negative', 'features': 'Negative'}"
395,0,Điện thoại iPhone 14 128GB - Bị delay thông báoTin nhắn k hiệnCuộc gọi k hiệnMuốn đổi sp mới,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
396,0,"Điện thoại iPhone 14 128GB - Do không được trải nghiệm trước khi mua, giờ mua xong mới được trải nghiệm thấy loa bé và rè không biết có phải loa bị lỗi không","['features', 'general']","{'features': 'Negative', 'general': 'Neutral'}"
397,0,Điện thoại OPPO A5 8GB/128GB - Mình mới mua được 1 tuần . Giờ xem video trên FB cứ bị khựng lag. Rất khó chịu trong khi ứng dụng chạy nền không có thua hẳn những chiếc đt cũ khác cần tư vấn đổi trả sang thiết bị khác Thất vọng về con đt trong tầm giá,"['performance', 'general']","{'performance': 'Negative', 'general': 'Negative'}"
